"Surface Carrez du 1er lot","Surface Carrez du 2eme lot","Surface Carrez du 3eme lot","Surface Carrez du 4eme lot","Surface Carrez du 5eme lot","Nombre de lots","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"114,78",,,,,3,"Appartement",111,4,,,
"30,76",,,,,1,"Appartement",22,1,,,
"78,45",,,,,2,"Appartement",80,4,,,
"64,25",,,,,1,"Appartement",62,2,,,
"118,14",,,,,1,"Appartement",113,5,,,
"133,44",,,,,2,"Appartement",144,4,,,
96,,,,,2,"Appartement",130,4,,,
"28,32",,,,,1,"Appartement",28,1,,,
"93,6",,,,,1,"Appartement",95,3,,,
"79,48",,,,,2,"Appartement",76,2,,,
"19,88",,,,,1,"Appartement",20,1,,,
"43,48",,,,,2,"Appartement",42,1,,,
"90,1",,,,,2,"Appartement",91,3,,,
"19,11",,,,,1,"Appartement",20,1,,,
"24,92",,,,,1,"Appartement",33,2,,,
"16,54",,,,,1,"Appartement",16,1,,,
"172,21",,,,,1,"Appartement",158,5,,,
"36,11",,,,,1,"Appartement",34,1,,,
"46,34",,,,,1,"Appartement",46,3,,,
"17,05",,,,,1,"Appartement",17,1,,,
"131,09",,,,,2,"Appartement",127,4,,,
"53,84",,,,,1,"Appartement",55,3,,,
"31,2",,,,,1,"Appartement",40,2,,,
"106,78",,,,,1,"Maison",83,3,,,
"86,82",,,,,2,"Appartement",87,3,,,
"23,13",,,,,1,"Appartement",22,1,,,
"78,01",,,,,1,"Appartement",75,3,,,
"38,29",,,,,2,"Appartement",34,2,,,
"45,51",,,,,1,"Appartement",45,4,,,
"33,27",,,,,1,"Appartement",36,2,,,
"81,04",,,,,2,"Appartement",86,4,,,
"26,51",,,,,1,"Appartement",36,1,,,
"73,71",,,,,1,"Appartement",71,5,,,
"22,24",,,,,1,"Appartement",23,1,,,
"44,01",,,,,1,"Appartement",44,2,,,
"25,75",,,,,1,"Appartement",25,2,,,
"66,41",,,,,1,"Appartement",66,4,,,
"68,39",,,,,1,"Appartement",75,3,,,
154,,,,,2,"Appartement",130,5,,,
"81,26",,,,,1,"Appartement",81,3,,,
"54,03",,,,,2,"Appartement",55,2,,,
"34,81",,,,,1,"Appartement",36,2,,,
"48,02",,,,,2,"Appartement",52,2,,,
"27,57",,,,,1,"Appartement",30,2,,,
"44,15",,,,,1,"Appartement",42,3,,,
"82,1",,,,,1,"Appartement",95,3,,,
"34,65",,,,,1,"Appartement",35,2,,,
"37,1",,,,,1,"Appartement",34,2,,,
"53,08",,,,,1,"Appartement",52,2,,,
"13,55",,,,,1,"Appartement",14,1,,,
"60,77",,,,,1,"Appartement",59,4,,,
"22,2",,,,,1,"Appartement",30,1,,,
"95,59",,,,,1,"Appartement",78,3,,,
"26,41",,,,,1,"Appartement",25,2,,,
"60,32",,,,,1,"Appartement",56,2,,,
"42,14",,,,,1,"Appartement",46,2,,,
"88,1",,,,,2,"Appartement",86,3,,,
"69,7",,,,,1,"Appartement",61,3,,,
"104,48",,,,,3,"Appartement",100,4,,,
"44,49",,,,,2,"Appartement",25,1,,,
"26,55",,,,,1,"Appartement",26,1,,,
"76,2",,,,,1,"Appartement",76,4,,,
"26,67",,,,,1,"Appartement",26,1,,,
"38,1",,,,,1,"Appartement",46,2,,,
"265,26",,,,,1,"Appartement",253,5,,,
"80,6",,,,,1,"Appartement",35,3,,,
"22,08",,,,,1,"Appartement",21,1,,,
"44,36",,,,,1,"Appartement",43,2,,,
"56,1",,,,,1,"Appartement",57,4,,,
"55,11",,,,,1,"Appartement",55,3,,,
"49,73",,,,,1,"Appartement",52,2,,,
"20,77",,,,,1,"Appartement",126,5,,,
"64,63",,,,,1,"Maison",63,3,,,
"72,8",,,,,1,"Appartement",68,3,,,
"42,24",,,,,1,"Appartement",41,2,,,
"44,77",,,,,1,"Appartement",46,2,,,
91,,,,,1,"Appartement",90,3,,,
"42,9",,,,,1,"Appartement",43,1,,,
"51,15",,,,,2,"Appartement",51,2,,,
"78,87",,,,,2,"Appartement",85,3,,,
"15,24",,,,,1,"Appartement",19,1,,,
"220,02",,,,,2,"Appartement",209,7,,,
"271,58",,,,,1,"Appartement",25,1,,,
"22,75",,,,,1,"Appartement",25,1,,,
"35,87",,,,,1,"Appartement",36,2,,,
"131,19",,,,,1,"Appartement",100,4,,,
"110,6",,,,,3,"Appartement",118,4,,,
"50,32",,,,,1,"Appartement",53,2,,,
"33,33",,,,,1,"Appartement",33,2,,,
"63,6",,,,,1,"Maison",72,4,,,
"19,39",,,,,1,"Appartement",19,1,,,
"9,82",,,,,1,"Appartement",10,1,,,
"51,5",,,,,1,"Appartement",50,2,,,
"185,05",,,,,1,"Appartement",90,3,,,
"60,13",,,,,1,"Appartement",49,2,,,
45,,,,,1,"Appartement",45,2,,,
"55,86",,,,,1,"Appartement",63,2,,,
"90,53",,,,,1,"Appartement",86,4,,,
"80,27",,,,,2,"Appartement",82,4,,,
"34,93",,,,,1,"Appartement",36,2,,,
"44,12",,,,,1,"Appartement",45,2,,,
"6,67",,,,,1,"Appartement",15,1,,,
"15,9",,,,,1,"Appartement",15,1,,,
"26,2",,,,,2,"Appartement",26,1,,,
"34,39",,,,,2,"Appartement",34,1,,,
"115,22",,,,,1,"Appartement",120,4,,,
"37,98",,,,,2,"Appartement",40,1,,,
"80,71",,,,,1,"Appartement",84,4,,,
"109,5",,,,,2,"Appartement",113,5,,,
"77,62",,,,,1,"Appartement",39,2,,,
"41,24",,,,,1,"Appartement",30,2,,,
"62,5",,,,,1,"Appartement",82,4,,,
"50,04",,,,,1,"Appartement",60,3,,,
"89,66",,,,,1,"Appartement",88,4,,,
"32,6",,,,,1,"Appartement",31,2,,,
"66,35",,,,,1,"Appartement",66,3,,,
"91,17",,,,,2,"Appartement",100,5,,,
"56,89",,,,,2,"Appartement",56,3,,,
"89,5",,,,,2,"Appartement",86,3,,,
"44,11",,,,,2,"Appartement",44,3,,,
"33,04",,,,,1,"Appartement",60,3,,,
"26,05",,,,,1,"Appartement",25,1,,,
"18,69",,,,,1,"Appartement",21,1,,,
"34,33",,,,,2,"Appartement",33,1,,,
"36,55",,,,,1,"Appartement",36,2,,,
"38,58",,,,,1,"Appartement",38,2,,,
"40,75",,,,,1,"Appartement",41,2,,,
"53,19",,,,,1,"Appartement",57,3,,,
"61,35",,,,,1,"Appartement",65,3,,,
"74,62",,,,,1,"Appartement",66,3,,,
"56,19",,,,,1,"Appartement",60,2,,,
"98,18",,,,,1,"Appartement",85,3,,,
"38,82",,,,,1,"Appartement",35,3,,,
"14,35",,,,,1,"Appartement",14,1,,,
"41,36",,,,,1,"Appartement",39,2,,,
"150,36",,,,,2,"Appartement",153,5,,,
"18,18",,,,,1,"Appartement",17,1,,,
"18,81",,,,,1,"Appartement",20,1,,,
"32,24",,,,,2,"Appartement",32,1,,,
"164,4",,,,,1,"Appartement",30,1,,,
"89,27",,,,,1,"Appartement",91,4,,,
"86,05",,,,,1,"Appartement",85,4,,,
"64,2",,,,,1,"Appartement",64,3,,,
"69,59",,,,,1,"Appartement",68,3,,,
"52,32",,,,,1,"Appartement",57,4,,,
"75,25",,,,,2,"Appartement",73,2,,,
"57,1",,,,,1,"Appartement",44,3,,,
"35,02",,,,,2,"Appartement",33,2,,,
"114,02",,,,,1,"Appartement",127,5,,,
"58,27",,,,,1,"Appartement",55,3,,,
"142,86",,,,,1,"Appartement",141,3,,,
"34,02",,,,,1,"Appartement",34,2,,,
"59,25",,,,,1,"Appartement",53,2,,,
"26,75",,,,,1,"Appartement",32,2,,,
"56,05",,,,,2,"Appartement",46,2,,,
"51,15",,,,,1,"Appartement",69,2,,,
"27,03",,,,,1,"Appartement",34,1,,,
"22,24",,,,,1,"Appartement",32,2,,,
"140,7",,,,,2,"Appartement",150,4,,,
"35,5",,,,,1,"Appartement",40,1,,,
"68,6",,,,,1,"Appartement",61,3,,,
"73,07",,,,,1,"Appartement",85,3,,,
"53,37",,,,,2,"Appartement",55,2,,,
"83,52",,,,,1,"Appartement",68,4,,,
109,,,,,1,"Maison",87,4,,,
"125,28",,,,,2,"Appartement",120,5,,,
"53,72",,,,,2,"Appartement",57,2,,,
"41,51",,,,,1,"Appartement",47,2,,,
"60,34",,,,,1,"Appartement",59,3,,,
"25,49",,,,,1,"Appartement",26,1,,,
"74,41",,,,,2,"Appartement",70,3,,,
"17,55",,,,,1,"Appartement",17,1,,,
"36,22",,,,,1,"Appartement",35,3,,,
"28,89",,,,,1,"Appartement",30,1,,,
"56,32",,,,,1,"Appartement",60,3,,,
"33,53",,,,,1,"Appartement",34,2,,,
27,,,,,2,"Appartement",200,7,,,
"73,43",,,,,2,"Appartement",74,3,,,
"16,8",,,,,1,"Appartement",16,1,,,
"39,79",,,,,1,"Appartement",33,1,,,
69,,,,,3,"Appartement",70,3,,,
"41,01",,,,,1,"Appartement",41,3,,,
"54,49",,,,,2,"Appartement",60,3,,,
"41,27",,,,,1,"Appartement",42,2,,,
"23,04",,,,,1,"Appartement",23,1,,,
"27,08",,,,,1,"Appartement",29,1,,,
"43,08",,,,,1,"Appartement",30,2,,,
"55,32",,,,,1,"Appartement",55,3,,,
"38,78",,,,,1,"Appartement",39,2,,,
"47,35",,,,,1,"Appartement",40,2,,,
"26,08",,,,,1,"Appartement",33,2,,,
"65,28",,,,,2,"Appartement",70,2,,,
"288,59",,,,,1,"Maison",277,6,,,
"21,83",,,,,2,"Appartement",20,1,,,
"50,01",,,,,1,"Appartement",51,2,,,
"35,53",,,,,2,"Appartement",36,1,,,
"117,5",,,,,4,"Appartement",123,4,,,
"36,4",,,,,5,"Appartement",124,5,,,
26,,,,,1,"Appartement",20,1,,,
"42,26",,,,,2,"Appartement",32,2,,,
"85,71",,,,,2,"Appartement",84,2,,,
"38,03",,,,,1,"Appartement",40,1,,,
"91,41",,,,,2,"Appartement",91,5,,,
"84,01",,,,,1,"Appartement",83,3,,,
"23,74",,,,,2,"Appartement",24,1,,,
"18,74",,,,,1,"Appartement",18,1,,,
"32,47",,,,,1,"Appartement",16,1,,,
"67,18",,,,,1,"Appartement",67,3,,,
"99,84",,,,,1,"Maison",102,5,,,
"16,13",,,,,1,"Appartement",25,1,,,
"31,43",,,,,1,"Appartement",45,2,,,
"52,8",,,,,2,"Appartement",42,1,,,
"47,5",,,,,1,"Appartement",62,3,,,
"96,39",,,,,1,"Maison",96,5,,,
"107,24",,,,,1,"Appartement",107,4,,,
"55,44",,,,,2,"Appartement",54,2,,,
"91,23",,,,,3,"Appartement",90,4,,,
"41,01",,,,,1,"Appartement",40,2,,,
"99,18",,,,,1,"Appartement",109,4,,,
"67,08",,,,,1,"Appartement",67,3,,,
"46,81",,,,,1,"Appartement",47,2,,,
"29,41",,,,,1,"Appartement",30,1,,,
"20,6",,,,,1,"Appartement",20,1,,,
"72,3",,,,,3,"Appartement",92,4,,,
"29,02",,,,,2,"Appartement",29,1,,,
"64,61",,,,,1,"Appartement",71,3,,,
"61,8",,,,,2,"Appartement",62,3,,,
"136,68",,,,,2,"Appartement",123,6,,,
"75,47",,,,,2,"Appartement",80,3,,,
"36,54",,,,,1,"Appartement",35,1,,,
"29,72",,,,,1,"Appartement",24,2,,,
"44,39",,,,,1,"Appartement",45,2,,,
27,,,,,2,"Appartement",28,1,,,
"100,56",,,,,1,"Maison",102,5,,,
"30,05",,,,,1,"Appartement",26,2,,,
"17,04",,,,,1,"Appartement",18,1,,,
"20,85",,,,,1,"Appartement",22,1,,,
"34,51",,,,,1,"Appartement",34,2,,,
"68,36",,,,,2,"Appartement",69,3,,,
"68,43",,,,,1,"Appartement",68,3,,,
"31,61",,,,,1,"Appartement",31,1,,,
20,,,,,1,"Appartement",20,1,,,
"28,71",,,,,1,"Appartement",27,1,,,
"48,52",,,,,1,"Appartement",47,2,,,
"21,55",,,,,1,"Appartement",22,1,,,
"17,25",,,,,1,"Appartement",13,1,,,
"44,36",,,,,1,"Appartement",69,2,,,
"98,81",,,,,1,"Appartement",99,4,,,
"15,85",,,,,1,"Appartement",16,1,,,
"24,3",,,,,1,"Appartement",23,1,,,
"46,69",,,,,1,"Appartement",46,2,,,
"66,48",,,,,1,"Appartement",67,3,,,
"15,85",,,,,1,"Appartement",17,1,,,
"71,85",,,,,2,"Appartement",65,3,,,
"137,53",,,,,1,"Appartement",135,5,,,
"55,77",,,,,1,"Appartement",56,2,,,
"67,6",,,,,2,"Appartement",65,3,,,
"42,7",,,,,1,"Appartement",44,2,,,
"20,18",,,,,1,"Appartement",20,1,,,
"66,3",,,,,1,"Appartement",65,3,,,
"21,01",,,,,1,"Appartement",21,1,,,
"42,01",,,,,2,"Appartement",43,2,,,
"88,56",,,,,2,"Appartement",68,4,,,
"24,7",,,,,1,"Appartement",24,1,,,
"36,43",,,,,1,"Appartement",36,1,,,
"112,42",,,,,1,"Appartement",120,5,,,
"31,18",,,,,2,"Appartement",30,1,,,
"104,93",,,,,1,"Appartement",122,3,,,
"46,03",,,,,1,"Appartement",48,2,,,
"76,15",,,,,2,"Appartement",68,4,,,
"89,07",,,,,1,"Appartement",86,4,,,
"77,11",,,,,1,"Appartement",78,4,,,
"104,93",,,,,1,"Appartement",122,3,,,
"28,34",,,,,1,"Appartement",28,1,,,
"82,41",,,,,1,"Maison",84,4,,,
"59,27",,,,,2,"Appartement",60,2,,,
"61,06",,,,,1,"Appartement",66,3,,,
"157,49",,,,,1,"Appartement",154,5,,,
"70,42",,,,,1,"Appartement",68,4,,,
"54,75",,,,,1,"Maison",36,2,,,
"69,16",,,,,2,"Appartement",78,3,,,
"17,08",,,,,1,"Appartement",20,1,,,
"50,17",,,,,2,"Appartement",51,2,,,
"59,55",,,,,1,"Appartement",56,2,,,
"80,69",,,,,2,"Appartement",80,4,,,
"66,62",,,,,2,"Appartement",68,3,,,
"57,81",,,,,2,"Appartement",55,3,,,
"45,01",,,,,1,"Appartement",46,2,,,
"23,4",,,,,1,"Appartement",22,1,,,
"40,74",,,,,2,"Appartement",40,2,,,
"73,6",,,,,1,"Appartement",78,4,,,
"77,09",,,,,2,"Appartement",76,4,,,
"43,68",,,,,1,"Appartement",45,1,,,
"13,71",,,,,1,"Appartement",16,1,,,
"41,39",,,,,2,"Appartement",40,2,,,
"43,5",,,,,1,"Maison",41,2,,,
"73,09",,,,,1,"Appartement",73,4,,,
"73,67",,,,,2,"Maison",76,3,,,
"26,5",,,,,1,"Appartement",20,1,,,
"102,4",,,,,1,"Maison",95,4,,,
"20,41",,,,,2,"Appartement",20,1,,,
"35,16",,,,,1,"Appartement",36,1,,,
"55,39",,,,,2,"Appartement",54,3,,,
"76,55",,,,,1,"Appartement",76,3,,,
"34,49",,,,,1,"Appartement",34,2,,,
"42,12",,,,,2,"Appartement",42,2,,,
"29,31",,,,,1,"Appartement",32,2,,,
"104,68",,,,,1,"Maison",107,4,,,
"23,61",,,,,1,"Appartement",25,1,,,
"99,54",,,,,1,"Maison",100,4,,,
"84,63",,,,,1,"Maison",83,4,,,
86,,,,,1,"Appartement",86,4,,,
"80,62",,,,,2,"Appartement",80,3,,,
"78,41",,,,,2,"Appartement",78,4,,,
"27,01",,,,,1,"Appartement",27,1,,,
"42,23",,,,,1,"Appartement",41,1,,,
"23,13",,,,,2,"Appartement",24,1,,,
"39,45",,,,,1,"Appartement",42,3,,,
"16,41",,,,,1,"Appartement",22,1,,,
"64,04",,,,,2,"Appartement",63,4,,,
"73,61",,,,,2,"Appartement",74,3,,,
"95,07",,,,,1,"Appartement",95,4,,,
"19,51",,,,,1,"Appartement",19,1,,,
"36,04",,,,,1,"Appartement",37,1,,,
"42,07",,,,,1,"Appartement",41,2,,,
150,,,,,1,"Appartement",48,3,,,
"75,37",,,,,1,"Appartement",78,4,,,
"58,1",,,,,2,"Appartement",36,1,,,
"75,41",,,,,2,"Appartement",76,3,,,
"60,26",,,,,1,"Appartement",70,3,,,
"38,7",,,,,1,"Appartement",38,3,,,
"25,68",,,,,1,"Appartement",26,2,,,
"23,11",,,,,1,"Appartement",19,1,,,
"44,29",,,,,1,"Appartement",44,2,,,
"22,96",,,,,1,"Appartement",23,2,,,
"36,73",,,,,1,"Appartement",42,2,,,
"80,13",,,,,2,"Appartement",80,3,,,
"75,71",,,,,1,"Appartement",75,3,,,
"54,44",,,,,2,"Appartement",53,3,,,
"23,32",,,,,1,"Appartement",22,1,,,
"54,27",,,,,1,"Appartement",52,2,,,
"25,13",,,,,1,"Appartement",17,1,,,
"24,16",,,,,1,"Appartement",27,1,,,
"51,18",,,,,1,"Appartement",51,2,,,
"41,09",,,,,1,"Appartement",41,2,,,
"95,69",,,,,1,"Appartement",95,4,,,
"57,92",,,,,1,"Appartement",59,2,,,
"31,03",,,,,1,"Appartement",31,1,,,
"22,01",,,,,2,"Appartement",21,1,,,
"171,05",,,,,1,"Appartement",176,5,,,
"18,29",,,,,1,"Appartement",20,1,,,
"35,3",,,,,1,"Appartement",36,2,,,
"72,05",,,,,1,"Appartement",72,3,,,
"47,59",,,,,1,"Appartement",47,2,,,
"60,79",,,,,2,"Appartement",58,3,,,
"82,52",,,,,1,"Appartement",82,3,,,
"52,19",,,,,2,"Appartement",53,3,,,
"38,46",,,,,2,"Appartement",40,2,,,
"32,2",,,,,2,"Appartement",32,1,,,
"49,04",,,,,1,"Appartement",52,2,,,
"71,59",,,,,1,"Appartement",69,3,,,
"55,1",,,,,2,"Appartement",57,2,,,
"54,06",,,,,1,"Appartement",57,1,,,
"26,14",,,,,1,"Appartement",25,1,,,
"22,49",,,,,2,"Appartement",24,1,,,
"46,48",,,,,1,"Appartement",46,2,,,
"80,18",,,,,1,"Appartement",80,4,,,
"54,09",,,,,1,"Appartement",54,3,,,
"74,96",,,,,2,"Appartement",74,5,,,
"93,3",,,,,1,"Maison",87,4,,,
"49,76",,,,,1,"Appartement",49,2,,,
"20,5",,,,,1,"Appartement",20,1,,,
"49,41",,,,,2,"Appartement",49,2,,,
"79,8",,,,,1,"Appartement",77,3,,,
"68,95",,,,,1,"Appartement",67,3,,,
"62,93",,,,,1,"Appartement",63,3,,,
"30,63",,,,,1,"Appartement",30,1,,,
"62,98",,,,,2,"Appartement",62,3,,,
32,,,,,2,"Appartement",31,1,,,
"76,92",,,,,1,"Appartement",75,3,,,
"52,22",,,,,1,"Appartement",54,2,,,
"9,81",,,,,1,"Appartement",22,2,,,
"63,45",,,,,2,"Appartement",63,4,,,
"68,02",,,,,1,"Appartement",67,3,,,
"26,2",,,,,1,"Appartement",25,1,,,
"50,12",,,,,1,"Appartement",43,2,,,
"35,8",,,,,1,"Appartement",37,1,,,
"32,03",,,,,1,"Appartement",20,2,,,
"21,01",,,,,1,"Appartement",20,1,,,
"78,01",,,,,2,"Appartement",80,3,,,
"38,69",,,,,1,"Appartement",36,2,,,
"26,02",,,,,1,"Appartement",26,1,,,
"51,39",,,,,2,"Appartement",42,2,,,
"54,22",,,,,1,"Appartement",72,3,,,
"29,16",,,,,2,"Appartement",28,1,,,
"54,34",,,,,1,"Appartement",57,2,,,
"83,72",,,,,2,"Appartement",81,3,,,
"27,8",,,,,1,"Appartement",32,1,,,
"29,82",,,,,1,"Appartement",32,2,,,
"88,39",,,,,1,"Appartement",89,3,,,
"49,42",,,,,2,"Appartement",48,2,,,
"98,5",,,,,2,"Appartement",110,3,,,
29,,,,,1,"Appartement",29,1,,,
"47,42",,,,,1,"Appartement",47,2,,,
"33,63",,,,,2,"Appartement",36,2,,,
"44,05",,,,,2,"Appartement",45,3,,,
"46,66",,,,,1,"Appartement",46,2,,,
"36,8",,,,,1,"Appartement",50,3,,,
38,,,,,1,"Appartement",36,2,,,
"34,66",,,,,2,"Appartement",37,1,,,
"16,65",,,,,1,"Appartement",18,1,,,
"61,17",,,,,1,"Appartement",60,3,,,
"42,84",,,,,1,"Appartement",42,2,,,
"56,01",,,,,2,"Appartement",55,2,,,
"23,92",,,,,1,"Appartement",24,1,,,
"25,8",,,,,1,"Appartement",34,3,,,
"39,97",,,,,1,"Appartement",40,2,,,
"77,15",,,,,1,"Appartement",76,4,,,
"31,95",,,,,1,"Appartement",24,1,,,
"34,63",,,,,2,"Appartement",35,1,,,
"25,85",,,,,1,"Appartement",29,1,,,
"42,41",,,,,1,"Appartement",30,1,,,
"72,95",,,,,1,"Appartement",43,2,,,
"30,1",,,,,1,"Appartement",27,1,,,
"27,31",,,,,1,"Appartement",28,1,,,
"103,21",,,,,1,"Maison",92,3,,,
"69,82",,,,,1,"Appartement",67,3,,,
"40,2",,,,,1,"Appartement",34,2,,,
"17,13",,,,,1,"Appartement",19,1,,,
"29,29",,,,,1,"Appartement",32,1,,,
"16,2",,,,,1,"Appartement",18,1,,,
"27,01",,,,,1,"Appartement",27,1,,,
"130,6",,,,,1,"Appartement",46,2,,,
"74,71",,,,,1,"Appartement",72,4,,,
"49,06",,,,,1,"Appartement",49,1,,,
"67,34",,,,,1,"Maison",66,3,,,
"79,07",,,,,2,"Appartement",78,4,,,
"15,41",,,,,1,"Appartement",18,2,,,
"41,88",,,,,1,"Appartement",40,2,,,
"28,95",,,,,1,"Appartement",32,1,,,
"51,35",,,,,1,"Appartement",32,2,,,
"32,73",,,,,2,"Appartement",31,1,,,
"30,7",,,,,1,"Appartement",30,1,,,
"39,04",,,,,1,"Appartement",38,2,,,
"53,12",,,,,2,"Maison",60,3,,,
"26,4",,,,,2,"Appartement",33,1,,,
"59,21",,,,,1,"Appartement",59,2,,,
"61,04",,,,,1,"Appartement",60,3,,,
"67,3",,,,,1,"Appartement",72,3,,,
"71,3",,,,,2,"Appartement",72,3,,,
"23,2",,,,,1,"Appartement",23,1,,,
"67,3",,,,,1,"Appartement",67,3,,,
"27,5",,,,,1,"Appartement",24,1,,,
"32,18",,,,,1,"Appartement",31,1,,,
"67,78",,,,,2,"Appartement",68,3,,,
"42,61",,,,,1,"Appartement",42,3,,,
"76,24",,,,,1,"Appartement",75,3,,,
"18,92",,,,,1,"Appartement",19,1,,,
"22,16",,,,,1,"Appartement",23,1,,,
"25,23",,,,,1,"Appartement",29,1,,,
"41,56",,,,,1,"Appartement",40,2,,,
"72,6",,,,,1,"Appartement",64,3,,,
"107,35",,,,,1,"Appartement",103,3,,,
"27,9",,,,,1,"Appartement",28,1,,,
"23,63",,,,,1,"Appartement",23,1,,,
"70,18",,,,,1,"Appartement",71,2,,,
"46,2",,,,,1,"Appartement",50,2,,,
"28,28",,,,,1,"Appartement",28,1,,,
"95,85",,,,,1,"Appartement",99,4,,,
"26,45",,,,,1,"Appartement",25,1,,,
"31,76",,,,,1,"Appartement",30,1,,,
"21,64",,,,,1,"Appartement",24,1,,,
"30,26",,,,,2,"Appartement",40,1,,,
"23,05",,,,,2,"Appartement",42,3,,,
"36,67",,,,,1,"Appartement",35,2,,,
"24,35",,,,,1,"Appartement",25,1,,,
"113,1",,,,,1,"Maison",89,3,,,
"34,3",,,,,1,"Appartement",31,1,,,
"15,94",,,,,1,"Appartement",20,1,,,
"21,02",,,,,1,"Appartement",22,1,,,
"31,27",,,,,1,"Appartement",31,1,,,
"33,24",,,,,1,"Appartement",36,1,,,
"40,25",,,,,2,"Appartement",42,2,,,
"39,91",,,,,1,"Appartement",41,1,,,
"60,3",,,,,2,"Appartement",64,3,,,
"37,25",,,,,1,"Appartement",36,2,,,
"44,88",,,,,1,"Maison",180,4,,,
"48,03",,,,,1,"Appartement",49,2,,,
"52,5",,,,,1,"Appartement",56,2,,,
"40,42",,,,,2,"Appartement",40,2,,,
"63,42",,,,,1,"Appartement",65,4,,,
"47,03",,,,,1,"Appartement",47,2,,,
"39,32",,,,,1,"Appartement",39,2,,,
"31,81",,,,,2,"Appartement",32,2,,,
"115,42",,,,,2,"Appartement",88,5,,,
"37,6",,,,,1,"Appartement",40,2,,,
"23,53",,,,,1,"Appartement",23,1,,,
"86,46",,,,,1,"Appartement",64,2,,,
"24,74",,,,,1,"Appartement",31,0,,,
"56,5",,,,,1,"Appartement",56,3,,,
"70,56",,,,,2,"Appartement",72,3,,,
"35,02",,,,,1,"Appartement",30,2,,,
"38,57",,,,,1,"Appartement",38,1,,,
"38,77",,,,,2,"Appartement",38,2,,,
"86,65",,,,,1,"Appartement",92,4,,,
"36,54",,,,,1,"Appartement",37,1,,,
"55,65",,,,,1,"Appartement",53,2,,,
"47,38",,,,,1,"Appartement",45,2,,,
"34,39",,,,,2,"Appartement",37,1,,,
"39,51",,,,,1,"Appartement",53,2,,,
"38,71",,,,,1,"Appartement",40,2,,,
"77,6",,,,,1,"Appartement",83,3,,,
"28,02",,,,,2,"Appartement",23,2,,,
"28,33",,,,,2,"Appartement",28,1,,,
"27,62",,,,,1,"Appartement",26,2,,,
"19,05",,,,,2,"Appartement",19,1,,,
"51,16",,,,,1,"Appartement",53,3,,,
"27,83",,,,,1,"Appartement",27,1,,,
"36,34",,,,,1,"Appartement",30,2,,,
"41,14",,,,,1,"Appartement",41,2,,,
"96,83",,,,,2,"Appartement",100,3,,,
"16,64",,,,,1,"Appartement",18,1,,,
"35,48",,,,,1,"Appartement",45,2,,,
"67,21",,,,,1,"Appartement",67,3,,,
"39,51",,,,,2,"Appartement",39,1,,,
"32,84",,,,,1,"Appartement",33,2,,,
"21,79",,,,,1,"Appartement",25,2,,,
"51,21",,,,,2,"Appartement",55,2,,,
"63,27",,,,,1,"Appartement",67,3,,,
"22,89",,,,,1,"Appartement",22,2,,,
"77,58",,,,,1,"Appartement",80,4,,,
"33,88",,,,,2,"Appartement",34,2,,,
"28,26",,,,,1,"Appartement",32,1,,,
"56,95",,,,,1,"Appartement",57,3,,,
"41,66",,,,,2,"Appartement",40,2,,,
"22,08",,,,,1,"Appartement",18,2,,,
"25,27",,,,,1,"Appartement",29,1,,,
"39,66",,,,,1,"Appartement",38,1,,,
"27,84",,,,,1,"Appartement",27,1,,,
"29,7",,,,,1,"Appartement",29,1,,,
"27,91",,,,,1,"Appartement",28,1,,,
"51,68",,,,,1,"Appartement",68,1,,,
"35,28",,,,,1,"Appartement",27,1,,,
"47,63",,,,,1,"Appartement",48,2,,,
"59,6",,,,,1,"Appartement",59,1,,,
"88,88",,,,,1,"Appartement",83,4,,,
"129,61",,,,,1,"Appartement",119,4,,,
"25,01",,,,,2,"Appartement",25,1,,,
"43,65",,,,,2,"Appartement",54,4,,,
"25,6",,,,,1,"Appartement",30,1,,,
"55,07",,,,,2,"Appartement",65,2,,,
"36,38",,,,,2,"Appartement",25,1,,,
"76,05",,,,,2,"Appartement",76,3,,,
"93,22",,,,,2,"Appartement",100,4,,,
"47,27",,,,,1,"Appartement",47,2,,,
"58,56",,,,,1,"Appartement",55,2,,,
"57,3",,,,,2,"Appartement",60,3,,,
"22,4",,,,,1,"Appartement",30,1,,,
"71,13",,,,,1,"Appartement",72,2,,,
"107,56",,,,,2,"Appartement",105,5,,,
"20,56",,,,,1,"Appartement",21,1,,,
"25,31",,,,,1,"Appartement",30,1,,,
"51,6",,,,,1,"Appartement",50,2,,,
"22,62",,,,,1,"Appartement",23,1,,,
"31,06",,,,,1,"Appartement",38,1,,,
"27,3",,,,,1,"Appartement",33,1,,,
"21,22",,,,,1,"Appartement",21,1,,,
"99,89",,,,,1,"Appartement",59,2,,,
"138,33",,,,,1,"Appartement",110,3,,,
"29,02",,,,,1,"Appartement",30,1,,,
"37,86",,,,,1,"Appartement",37,2,,,
"23,4",,,,,1,"Appartement",32,2,,,
"30,93",,,,,1,"Appartement",35,1,,,
"20,19",,,,,1,"Appartement",20,1,,,
84,,,,,1,"Appartement",86,4,,,
"27,24",,,,,1,"Appartement",26,2,,,
"62,56",,,,,1,"Appartement",63,3,,,
"35,03",,,,,1,"Appartement",34,1,,,
"43,41",,,,,1,"Appartement",44,2,,,
"72,01",,,,,2,"Appartement",74,4,,,
