"Surface Carrez du 1er lot","Surface Carrez du 2eme lot","Surface Carrez du 3eme lot","Surface Carrez du 4eme lot","Surface Carrez du 5eme lot","Nombre de lots","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
52,,,,,1,"Appartement",50,2,,,
"60,47",,,,,1,"Appartement",60,3,,,
"104,56",,,,,1,"Appartement",104,4,,,
"46,66",,,,,1,"Appartement",45,3,,,
"45,88",,,,,1,"Appartement",48,3,,,
"95,55",,,,,1,"Appartement",110,4,,,
"105,99",,,,,1,"Maison",110,6,,,
"31,6",,,,,1,"Appartement",32,2,,,
"85,42",,,,,1,"Appartement",83,5,,,
"47,38",,,,,1,"Appartement",45,2,,,
"34,3",,,,,1,"Appartement",34,2,,,
"111,24",,,,,1,"Appartement",88,4,,,
"33,65",,,,,2,"Appartement",40,1,,,
"37,15",,,,,1,"Appartement",90,3,,,
"81,44",,,,,1,"Maison",85,4,,,
"35,7",,,,,1,"Appartement",37,1,,,
"24,39",,,,,1,"Appartement",25,1,,,
"37,1",,,,,1,"Appartement",36,2,,,
"64,49",,,,,1,"Appartement",67,3,,,
"67,01",,,,,1,"Appartement",68,3,,,
"70,03",,,,,1,"Appartement",72,4,,,
"53,77",,,,,2,"Appartement",55,3,,,
"23,11",,,,,1,"Appartement",24,1,,,
"68,84",,,,,1,"Appartement",59,3,,,
"55,45",,,,,2,"Appartement",53,3,,,
"67,5",,,,,1,"Appartement",70,3,,,
"85,2",,,,,1,"Maison",89,4,,,
"69,3",,,,,1,"Appartement",70,3,,,
"60,3",,,,,2,"Appartement",58,3,,,
"62,38",,,,,2,"Appartement",64,3,,,
"22,69",,,,,1,"Appartement",22,1,,,
"83,4",,,,,2,"Appartement",83,4,,,
"67,55",,,,,1,"Appartement",67,4,,,
"39,7",,,,,1,"Appartement",38,2,,,
"68,7",,,,,1,"Appartement",66,4,,,
"74,19",,,,,1,"Appartement",74,3,,,
"76,9",,,,,2,"Appartement",76,4,,,
"56,25",,,,,1,"Appartement",56,3,,,
"19,81",,,,,1,"Appartement",18,1,,,
"67,9",,,,,2,"Appartement",65,2,,,
"85,49",,,,,1,"Appartement",85,4,,,
"95,43",,,,,1,"Appartement",95,5,,,
"123,6",,,,,1,"Appartement",121,4,,,
"57,04",,,,,2,"Appartement",57,3,,,
"67,66",,,,,1,"Appartement",60,3,,,
47,,,,,3,"Appartement",49,3,,,
"54,31",,,,,1,"Appartement",54,3,,,
"29,05",,,,,1,"Appartement",30,2,,,
"67,19",,,,,2,"Appartement",68,4,,,
"81,08",,,,,1,"Maison",81,3,,,
"73,8",,,,,1,"Appartement",76,3,,,
"18,85",,,,,2,"Appartement",21,2,,,
"24,61",,,,,1,"Appartement",42,3,,,
"61,84",,,,,1,"Appartement",58,3,,,
"40,22",,,,,1,"Appartement",39,1,,,
"92,56",,,,,1,"Appartement",100,5,,,
"78,41",,,,,1,"Appartement",73,4,,,
"130,62",,,,,1,"Appartement",132,6,,,
"198,83",,,,,1,"Appartement",196,6,,,
"19,68",,,,,1,"Appartement",20,2,,,
"47,43",,,,,1,"Appartement",47,2,,,
"49,78",,,,,1,"Appartement",49,2,,,
"33,35",,,,,1,"Appartement",34,2,,,
"42,02",,,,,1,"Appartement",41,2,,,
"69,95",,,,,1,"Appartement",69,3,,,
"45,37",,,,,1,"Appartement",51,2,,,
"20,85",,,,,1,"Appartement",20,1,,,
"23,3",,,,,1,"Maison",44,2,,,
"52,76",,,,,1,"Appartement",54,3,,,
"19,59",,,,,1,"Appartement",20,1,,,
"68,69",,,,,1,"Appartement",63,3,,,
"64,02",,,,,2,"Appartement",63,4,,,
"53,52",,,,,2,"Appartement",52,3,,,
"54,5",,,,,1,"Appartement",70,3,,,
"32,47",,,,,1,"Appartement",33,1,,,
"57,42",,,,,2,"Appartement",58,3,,,
"38,54",,,,,3,"Appartement",39,2,,,
"51,45",,,,,2,"Appartement",52,3,,,
"70,71",,,,,1,"Appartement",73,4,,,
"95,65",,,,,1,"Appartement",98,5,,,
"57,51",,,,,2,"Appartement",51,2,,,
"33,59",,,,,1,"Appartement",35,1,,,
"34,92",,,,,1,"Appartement",50,3,,,
"50,93",,,,,1,"Appartement",51,2,,,
"44,77",,,,,2,"Appartement",42,2,,,
"36,53",,,,,1,"Appartement",37,2,,,
"72,72",,,,,1,"Appartement",79,2,,,
"24,42",,,,,1,"Appartement",24,2,,,
"48,73",,,,,1,"Appartement",53,3,,,
"18,89",,,,,1,"Appartement",20,1,,,
"91,1",,,,,2,"Appartement",90,4,,,
"57,44",,,,,1,"Appartement",54,3,,,
"60,7",,,,,1,"Appartement",58,3,,,
"68,69",,,,,1,"Appartement",75,3,,,
"80,1",,,,,1,"Appartement",74,4,,,
"41,22",,,,,2,"Appartement",41,2,,,
"50,73",,,,,1,"Appartement",54,1,,,
"57,36",,,,,2,"Appartement",55,3,,,
"59,5",,,,,2,"Appartement",58,3,,,
"34,18",,,,,1,"Appartement",36,2,,,
"21,7",,,,,1,"Appartement",22,1,,,
"89,85",,,,,1,"Maison",80,3,,,
"78,91",,,,,1,"Appartement",77,4,,,
"95,87",,,,,1,"Maison",101,5,,,
43,,,,,2,"Appartement",41,4,,,
"26,8",,,,,3,"Appartement",27,2,,,
86,,,,,1,"Maison",88,4,,,
"96,4",,,,,1,"Appartement",96,5,,,
37,,,,,1,"Appartement",39,2,,,
"95,1",,,,,1,"Maison",99,4,,,
"46,67",,,,,1,"Appartement",49,2,,,
"113,25",,,,,2,"Appartement",112,4,,,
"31,1",,,,,1,"Appartement",31,1,,,
"86,26",,,,,1,"Maison",89,4,,,
"16,88",,,,,1,"Appartement",17,1,,,
"20,21",,,,,1,"Appartement",20,1,,,
"69,62",,,,,1,"Appartement",73,4,,,
"69,65",,,,,1,"Appartement",40,2,,,
"69,9",,,,,2,"Appartement",72,3,,,
"54,08",,,,,1,"Appartement",45,2,,,
"43,1",,,,,1,"Appartement",44,2,,,
"97,5",,,,,3,"Appartement",90,3,,,
"20,71",,,,,1,"Appartement",21,1,,,
"79,05",,,,,1,"Appartement",78,4,,,
"38,42",,,,,1,"Appartement",40,2,,,
"71,37",,,,,1,"Appartement",71,4,,,
"37,7",,,,,1,"Appartement",37,3,,,
"48,91",,,,,1,"Appartement",48,2,,,
"27,52",,,,,1,"Appartement",29,2,,,
"79,65",,,,,1,"Appartement",79,4,,,
"41,8",,,,,1,"Appartement",52,2,,,
"63,47",,,,,2,"Appartement",62,3,,,
"40,22",,,,,1,"Appartement",40,2,,,
"25,01",,,,,1,"Appartement",28,1,,,
"71,3",,,,,1,"Appartement",60,4,,,
"68,83",,,,,2,"Appartement",69,4,,,
81,,,,,1,"Appartement",85,3,,,
"64,22",,,,,2,"Appartement",66,3,,,
"50,58",,,,,2,"Appartement",50,2,,,
"48,6",,,,,2,"Appartement",50,2,,,
"17,98",,,,,1,"Appartement",19,1,,,
"44,92",,,,,1,"Appartement",54,3,,,
"47,8",,,,,1,"Appartement",35,2,,,
"82,8",,,,,2,"Appartement",74,4,,,
"64,84",,,,,2,"Appartement",64,3,,,
"29,85",,,,,1,"Appartement",30,2,,,
"15,2",,,,,1,"Appartement",15,1,,,
"30,59",,,,,2,"Appartement",25,1,,,
"86,68",,,,,1,"Maison",89,4,,,
"56,15",,,,,1,"Appartement",61,3,,,
"121,99",,,,,2,"Appartement",118,4,,,
"43,14",,,,,1,"Appartement",42,3,,,
"83,43",,,,,1,"Appartement",70,3,,,
"76,03",,,,,2,"Appartement",76,4,,,
"84,28",,,,,1,"Appartement",90,2,,,
"47,52",,,,,1,"Appartement",38,2,,,
"39,38",,,,,1,"Appartement",36,1,,,
"28,93",,,,,1,"Appartement",32,2,,,
"48,51",,,,,1,"Appartement",50,2,,,
"69,3",,,,,1,"Appartement",69,3,,,
"37,6",,,,,1,"Appartement",51,2,,,
"86,92",,,,,1,"Maison",91,5,,,
"33,49",,,,,1,"Appartement",33,2,,,
"78,9",,,,,1,"Appartement",78,4,,,
"20,15",,,,,1,"Appartement",20,1,,,
"52,04",,,,,1,"Appartement",60,2,,,
"27,91",,,,,1,"Appartement",30,1,,,
"55,6",,,,,1,"Appartement",57,3,,,
"48,5",,,,,1,"Appartement",50,1,,,
"72,5",,,,,1,"Appartement",64,4,,,
"50,21",,,,,1,"Appartement",49,2,,,
"73,41",,,,,1,"Appartement",74,3,,,
"15,86",,,,,1,"Appartement",15,1,,,
"92,68",,,,,1,"Appartement",104,4,,,
"60,77",,,,,2,"Appartement",45,3,,,
"25,29",,,,,1,"Appartement",26,1,,,
"90,05",,,,,2,"Appartement",90,5,,,
"33,64",,,,,2,"Appartement",32,1,,,
"20,69",,,,,1,"Appartement",23,1,,,
"46,49",,,,,1,"Appartement",49,3,,,
"68,46",,,,,2,"Appartement",70,3,,,
"73,54",,,,,1,"Appartement",66,3,,,
"35,67",,,,,1,"Appartement",35,2,,,
"30,47",,,,,1,"Appartement",30,1,,,
"87,49",,,,,1,"Appartement",64,3,,,
"33,12",,,,,2,"Appartement",31,1,,,
"26,08",,,,,1,"Appartement",26,1,,,
"29,11",,,,,1,"Appartement",40,2,,,
"21,68",,,,,1,"Appartement",23,2,,,
"65,87",,,,,1,"Appartement",67,1,,,
"19,37",,,,,1,"Appartement",20,1,,,
"81,24",,,,,1,"Maison",70,5,,,
"45,41",,,,,2,"Appartement",45,2,,,
111,,,,,1,"Maison",110,5,,,
"30,99",,,,,1,"Appartement",30,1,,,
"47,45",,,,,1,"Appartement",45,2,,,
"22,47",,,,,1,"Appartement",22,1,,,
"72,31",,,,,1,"Appartement",77,4,,,
"66,64",,,,,1,"Appartement",67,3,,,
"64,47",,,,,2,"Appartement",64,3,,,
"43,2",,,,,1,"Appartement",51,1,,,
"16,23",,,,,1,"Appartement",16,1,,,
"76,55",,,,,1,"Maison",76,4,,,
"45,35",,,,,1,"Appartement",44,2,,,
"90,09",,,,,1,"Appartement",82,3,,,
"73,29",,,,,1,"Appartement",73,4,,,
"66,3",,,,,1,"Appartement",70,3,,,
"134,84",,,,,1,"Maison",79,4,,,
"55,64",,,,,1,"Appartement",62,3,,,
"48,22",,,,,1,"Appartement",48,3,,,
"50,33",,,,,2,"Appartement",59,3,,,
"20,04",,,,,1,"Appartement",20,1,,,
"53,52",,,,,1,"Appartement",50,2,,,
"15,75",,,,,1,"Appartement",14,0,,,
"128,27",,,,,1,"Maison",125,5,,,
"35,74",,,,,1,"Appartement",38,2,,,
"17,18",,,,,1,"Appartement",18,1,,,
"101,44",,,,,1,"Maison",100,4,"S",,600
"24,24",,,,,2,"Appartement",31,1,,,
"27,21",,,,,1,"Appartement",29,1,,,
"46,75",,,,,1,"Appartement",68,2,,,
"66,51",,,,,1,"Appartement",69,3,,,
"46,76",,,,,1,"Appartement",46,1,,,
"51,64",,,,,1,"Maison",63,3,,,
"50,15",,,,,1,"Appartement",48,2,,,
"83,04",,,,,1,"Appartement",92,4,,,
"81,04",,,,,1,"Appartement",90,2,,,
"39,37",,,,,2,"Appartement",40,2,,,
"23,7",,,,,1,"Appartement",21,1,,,
"47,3",,,,,1,"Appartement",49,3,,,
"29,42",,,,,1,"Appartement",29,1,,,
"28,85",,,,,1,"Appartement",28,2,,,
"32,07",,,,,1,"Appartement",30,3,,,
"32,83",,,,,1,"Appartement",23,2,,,
"18,45",,,,,1,"Appartement",18,1,,,
"30,45",,,,,1,"Appartement",31,1,,,
"55,26",,,,,1,"Appartement",55,3,,,
"86,8",,,,,1,"Maison",89,4,,,
"132,57",,,,,1,"Appartement",126,3,,,
"23,73",,,,,1,"Appartement",24,1,,,
"34,35",,,,,1,"Appartement",40,2,,,
"78,04",,,,,1,"Appartement",30,1,,,
150,,,,,1,"Maison",172,7,,,
"45,9",,,,,2,"Appartement",46,2,,,
"33,98",,,,,2,"Appartement",34,1,,,
"40,44",,,,,1,"Appartement",31,1,,,
"27,13",,,,,1,"Appartement",25,1,,,
"42,69",,,,,1,"Appartement",43,2,,,
"39,1",,,,,1,"Appartement",40,2,,,
"27,65",,,,,1,"Appartement",21,1,,,
"25,88",,,,,1,"Appartement",27,1,,,
"39,23",,,,,1,"Appartement",39,2,,,
"77,51",,,,,1,"Appartement",76,3,,,
"19,79",,,,,1,"Appartement",20,1,,,
"42,78",,,,,1,"Maison",49,2,,,
"23,39",,,,,2,"Appartement",24,1,,,
"32,75",,,,,1,"Appartement",25,1,,,
"25,13",,,,,1,"Appartement",25,2,,,
"37,71",,,,,1,"Appartement",36,1,,,
55,,,,,1,"Appartement",56,3,,,
"67,11",,,,,2,"Appartement",65,3,,,
"16,53",,,,,1,"Appartement",17,1,,,
"21,5",,,,,1,"Appartement",22,1,,,
"24,71",,,,,1,"Appartement",25,1,,,
"27,52",,,,,1,"Appartement",18,2,,,
"40,22",,,,,1,"Appartement",36,2,,,
"70,81",,,,,1,"Appartement",60,2,,,
"28,69",,,,,1,"Appartement",28,2,,,
84,,,,,1,"Appartement",83,3,,,
"23,09",,,,,1,"Appartement",23,1,,,
"26,72",,,,,1,"Appartement",26,2,,,
"43,41",,,,,1,"Appartement",44,2,,,
"74,7",,,,,1,"Appartement",82,4,,,
"65,04",,,,,2,"Appartement",65,3,,,
"64,83",,,,,1,"Appartement",64,4,,,
"69,36",,,,,1,"Appartement",70,3,,,
"70,13",,,,,1,"Maison",73,5,,,
"19,27",,,,,1,"Appartement",19,2,,,
"47,22",,,,,1,"Appartement",53,3,,,
"49,03",,,,,2,"Appartement",48,2,,,
"71,62",,,,,1,"Appartement",71,3,,,
"38,71",,,,,1,"Appartement",39,2,,,
"54,81",,,,,1,"Appartement",54,3,,,
"16,79",,,,,1,"Appartement",16,1,,,
"28,97",,,,,1,"Appartement",28,2,,,
"41,21",,,,,2,"Appartement",42,2,,,
"67,57",,,,,2,"Appartement",78,3,,,
"24,02",,,,,1,"Maison",24,1,,,
"21,05",,,,,1,"Appartement",20,1,,,
"71,85",,,,,1,"Appartement",75,3,,,
"32,93",,,,,1,"Appartement",33,2,,,
"157,13",,,,,1,"Appartement",110,1,,,
"66,94",,,,,2,"Appartement",68,4,,,
107,,,,,1,"Maison",103,4,"S",,442
"85,07",,,,,1,"Appartement",101,3,,,
"20,33",,,,,1,"Appartement",21,1,,,
"37,83",,,,,1,"Maison",40,2,,,
29,,,,,1,"Appartement",35,2,,,
"36,86",,,,,1,"Appartement",31,2,,,
36,,,,,2,"Appartement",36,2,,,
"99,03",,,,,1,"Maison",91,4,,,
"25,55",,,,,1,"Appartement",25,2,,,
"33,25",,,,,1,"Appartement",32,2,,,
"25,8",,,,,1,"Appartement",25,2,,,
"52,8",,,,,1,"Appartement",58,3,,,
"33,98",,,,,1,"Appartement",34,2,,,
"52,45",,,,,1,"Appartement",54,3,,,
"44,51",,,,,1,"Appartement",43,2,,,
"28,67",,,,,1,"Appartement",25,1,,,
"22,74",,,,,1,"Appartement",13,1,,,
"61,02",,,,,1,"Appartement",60,3,,,
"106,02",,,,,1,"Maison",105,5,,,
"74,35",,,,,1,"Appartement",53,3,"VI","VAOC",646
"36,37",,,,,1,"Appartement",39,2,,,
"88,01",,,,,1,"Maison",90,4,,,
18,,,,,1,"Appartement",18,1,,,
"22,66",,,,,1,"Appartement",23,2,,,
"37,58",,,,,1,"Appartement",42,2,,,
"21,74",,,,,1,"Appartement",30,2,,,
"77,05",,,,,2,"Appartement",78,3,,,
"38,37",,,,,2,"Appartement",38,2,,,
"70,71",,,,,1,"Appartement",70,3,,,
"41,79",,,,,1,"Appartement",45,2,,,
"61,03",,,,,1,"Appartement",65,3,,,
"41,33",,,,,1,"Appartement",50,2,,,
"25,44",,,,,2,"Appartement",27,1,,,
"100,8",,,,,1,"Maison",72,3,,,
"25,25",,,,,1,"Appartement",25,2,,,
"78,03",,,,,1,"Appartement",86,4,,,
"38,23",,,,,1,"Appartement",38,2,,,
"30,82",,,,,1,"Appartement",30,4,,,
"60,23",,,,,1,"Appartement",60,3,,,
"53,66",,,,,2,"Appartement",41,3,,,
"55,47",,,,,1,"Appartement",55,3,,,
"34,02",,,,,1,"Appartement",39,2,,,
"20,64",,,,,1,"Appartement",24,1,,,
"109,74",,,,,1,"Appartement",105,5,,,
"93,39",,,,,2,"Maison",92,4,,,
"68,6",,,,,1,"Appartement",69,4,,,
"25,38",,,,,1,"Appartement",25,2,,,
"69,2",,,,,1,"Appartement",66,4,,,
"100,97",,,,,1,"Appartement",103,4,,,
"77,79",,,,,1,"Maison",74,5,,,
"22,7",,,,,2,"Appartement",30,1,,,
"28,99",,,,,1,"Appartement",29,2,,,
"35,87",,,,,1,"Appartement",35,2,,,
"31,6",,,,,1,"Appartement",33,2,,,
"73,59",,,,,1,"Appartement",76,3,,,
"62,64",,,,,2,"Appartement",45,2,,,
"65,47",,,,,2,"Appartement",71,3,,,
"31,14",,,,,1,"Appartement",30,1,,,
"22,68",,,,,1,"Appartement",23,1,,,
"52,34",,,,,1,"Appartement",56,3,,,
"26,21",,,,,1,"Appartement",25,2,,,
"110,25",,,,,1,"Maison",118,4,,,
"33,41",,,,,2,"Appartement",34,1,,,
"56,8",,,,,1,"Appartement",36,1,,,
"29,01",,,,,1,"Appartement",30,2,,,
"58,43",,,,,1,"Appartement",54,3,,,
"68,59",,,,,1,"Appartement",65,3,,,
"24,41",,,,,1,"Appartement",24,2,,,
"50,11",,,,,1,"Appartement",50,2,,,
"91,8",,,,,2,"Appartement",105,4,,,
"50,82",,,,,1,"Appartement",59,1,,,
"33,7",,,,,1,"Appartement",33,2,,,
"34,78",,,,,1,"Appartement",34,2,,,
"59,02",,,,,2,"Appartement",61,3,,,
"36,88",,,,,1,"Appartement",37,1,,,
"38,05",,,,,1,"Appartement",38,2,,,
"27,54",,,,,1,"Appartement",28,2,,,
"49,17",,,,,2,"Appartement",48,3,,,
"44,83",,,,,1,"Appartement",40,2,,,
39,,,,,2,"Appartement",38,2,,,
"55,97",,,,,2,"Appartement",66,3,,,
"28,24",,,,,1,"Appartement",28,2,,,
"47,55",,,,,2,"Appartement",46,2,,,
"37,45",,,,,1,"Appartement",38,2,,,
"28,78",,,,,1,"Appartement",28,2,,,
"30,34",,,,,1,"Appartement",30,2,,,
"30,3",,,,,1,"Appartement",30,1,,,
"47,07",,,,,2,"Appartement",43,2,,,
"37,23",,,,,1,"Appartement",37,4,,,
"36,34",,,,,1,"Appartement",40,3,,,
"81,1",,,,,1,"Appartement",83,4,,,
"73,49",,,,,1,"Appartement",77,3,,,
"61,26",,,,,1,"Appartement",60,3,,,
"34,72",,,,,1,"Appartement",32,1,,,
"25,01",,,,,2,"Appartement",27,1,,,
"35,7",,,,,1,"Appartement",30,2,,,
"44,5",,,,,1,"Appartement",44,3,,,
"76,94",,,,,1,"Appartement",75,4,,,
"60,19",,,,,1,"Appartement",58,3,,,
"59,3",,,,,1,"Appartement",59,3,,,
"21,18",,,,,1,"Appartement",21,2,,,
"90,52",,,,,1,"Appartement",88,3,,,
"78,23",,,,,2,"Appartement",77,4,,,
"42,41",,,,,1,"Appartement",31,1,,,
"41,27",,,,,1,"Appartement",42,3,,,
"51,04",,,,,2,"Appartement",53,2,,,
"144,05",,,,,1,"Maison",136,6,,,
"43,29",,,,,1,"Appartement",44,2,,,
"36,74",,,,,1,"Appartement",39,4,,,
"28,12",,,,,1,"Appartement",28,2,,,
"44,68",,,,,1,"Appartement",36,2,,,
"15,9",,,,,1,"Appartement",17,1,,,
"77,75",,,,,3,"Appartement",77,3,,,
"27,88",,,,,1,"Appartement",27,1,,,
"26,23",,,,,1,"Appartement",30,2,,,
"55,52",,,,,1,"Appartement",55,3,,,
"63,54",,,,,1,"Appartement",46,2,,,
"61,56",,,,,1,"Appartement",62,3,,,
"31,16",,,,,1,"Appartement",30,1,,,
"74,6",,,,,1,"Appartement",110,4,,,
"80,37",,,,,1,"Appartement",32,1,,,
"30,52",,,,,1,"Appartement",31,2,,,
"33,72",,,,,1,"Maison",19,1,,,
"68,36",,,,,1,"Maison",60,4,"S",,138
"23,18",,,,,1,"Appartement",26,1,,,
"28,8",,,,,1,"Appartement",32,1,,,
"24,57",,,,,1,"Appartement",25,1,,,
"19,77",,,,,1,"Appartement",19,2,,,
"45,78",,,,,1,"Appartement",45,2,,,
"76,36",,,,,2,"Appartement",77,5,,,
"70,79",,,,,1,"Appartement",78,3,,,
"74,18",,,,,1,"Appartement",70,4,,,
"97,53",,,,,1,"Maison",95,4,,,
"60,82",,,,,1,"Appartement",63,2,,,
"63,63",,,,,1,"Appartement",64,2,,,
"45,62",,,,,1,"Appartement",46,2,,,
"55,8",,,,,1,"Appartement",52,2,,,
"65,69",,,,,1,"Appartement",66,3,,,
"30,32",,,,,1,"Appartement",30,2,,,
"30,19",,,,,1,"Appartement",31,1,,,
"49,4",,,,,1,"Appartement",50,2,,,
"60,03",,,,,1,"Appartement",66,2,,,
"65,4",,,,,1,"Appartement",55,3,,,
"114,43",,,,,1,"Maison",130,4,"S",,397
"29,37",,,,,1,"Appartement",36,2,,,
"42,07",,,,,2,"Appartement",42,2,,,
"85,05",,,,,1,"Appartement",84,3,,,
"62,6",,,,,2,"Appartement",62,2,,,
"26,23",,,,,1,"Appartement",26,1,,,
"42,64",,,,,2,"Appartement",42,2,,,
"16,49",,,,,1,"Appartement",16,1,,,
"40,31",,,,,2,"Appartement",38,2,,,
"25,15",,,,,1,"Appartement",29,2,,,
"51,22",,,,,1,"Appartement",52,3,,,
"23,97",,,,,1,"Appartement",23,1,,,
"54,7",,,,,1,"Appartement",56,3,,,
"14,75",,,,,1,"Appartement",14,1,,,
"36,01",,,,,1,"Appartement",36,2,,,
"68,34",,,,,1,"Appartement",52,2,,,
"31,26",,,,,1,"Appartement",32,2,,,
"37,14",,,,,1,"Appartement",36,3,,,
"17,7",,,,,1,"Appartement",18,1,,,
"60,24",,,,,1,"Appartement",60,3,,,
"23,09",,,,,1,"Appartement",23,1,,,
"31,78",,,,,1,"Appartement",34,2,,,
"47,24",,,,,2,"Appartement",47,2,,,
"17,03",,,,,1,"Appartement",17,1,,,
"15,72",,,,,1,"Appartement",14,1,,,
"67,68",,,,,1,"Appartement",66,3,,,
"55,44",,,,,1,"Appartement",36,3,,,
"35,41",,,,,1,"Appartement",38,2,,,
"88,02",,,,,1,"Maison",90,4,,,
"22,19",,,,,1,"Appartement",18,1,,,
"41,59",,,,,1,"Appartement",41,2,,,
"64,48",,,,,1,"Appartement",75,3,,,
"219,6",,,,,1,"Maison",226,7,"S",,1000
"22,15",,,,,1,"Appartement",22,1,,,
"22,3",,,,,1,"Appartement",22,1,,,
"65,73",,,,,2,"Appartement",68,4,,,
"28,33",,,,,2,"Appartement",43,2,,,
"27,84",,,,,1,"Appartement",27,2,,,
"42,77",,,,,1,"Appartement",45,2,,,
"38,17",,,,,1,"Appartement",37,2,,,
"56,75",,,,,2,"Appartement",57,3,,,
"28,75",,,,,2,"Appartement",29,2,,,
"67,45",,,,,1,"Appartement",71,2,,,
"77,11",,,,,1,"Appartement",74,3,,,
"68,21",,,,,1,"Maison",64,1,,,
"48,65",,,,,1,"Appartement",52,2,,,
"14,77",,,,,1,"Appartement",14,1,,,
"59,67",,,,,1,"Appartement",66,3,,,
"38,16",,,,,1,"Appartement",38,2,,,
"27,13",,,,,1,"Appartement",28,1,,,
"102,16",,,,,1,"Appartement",103,4,,,
"37,78",,,,,1,"Appartement",31,1,,,
36,,,,,1,"Appartement",36,1,,,
"81,23",,,,,2,"Appartement",82,4,,,
35,,,,,1,"Appartement",38,2,,,
"16,35",,,,,1,"Appartement",17,1,,,
"14,03",,,,,1,"Appartement",18,1,,,
"23,22",,,,,1,"Appartement",24,1,,,
"58,55",,,,,1,"Appartement",63,3,,,
"16,95",,,,,1,"Appartement",23,1,,,
"21,29",,,,,1,"Appartement",21,1,,,
"68,73",,,,,2,"Appartement",68,3,,,
"24,23",,,,,1,"Appartement",22,1,,,
"61,03",,,,,1,"Appartement",65,2,,,
"106,93",,,,,1,"Maison",58,3,,,
"58,99",,,,,1,"Appartement",69,3,,,
"97,14",,,,,1,"Appartement",96,4,,,
"70,08",,,,,2,"Appartement",70,3,,,
"86,18",,,,,2,"Appartement",87,3,,,
"13,16",,,,,1,"Appartement",13,1,,,
"24,13",,,,,2,"Appartement",28,1,,,
"62,42",,,,,1,"Appartement",50,3,,,
"28,6",,,,,1,"Appartement",33,2,,,
"69,9",,,,,1,"Appartement",63,3,,,
"36,5",,,,,2,"Appartement",36,2,,,
"63,54",,,,,1,"Appartement",62,3,,,
"41,62",,,,,1,"Appartement",41,2,,,
"24,4",,,,,1,"Appartement",24,2,,,
"53,3",,,,,1,"Appartement",56,3,,,
"65,17",,,,,1,"Appartement",63,3,,,
"62,67",,,,,1,"Appartement",65,4,,,
"42,3",,,,,2,"Appartement",42,2,,,
"37,48",,,,,2,"Appartement",39,1,,,
"16,22",,,,,1,"Appartement",16,1,,,
"62,79",,,,,1,"Appartement",63,3,,,
"51,75",,,,,1,"Appartement",48,1,,,
"73,09",,,,,2,"Appartement",70,3,,,
"93,14",,,,,1,"Appartement",93,5,,,
"61,94",,,,,1,"Appartement",65,4,,,
"61,89",,,,,1,"Appartement",61,3,,,
"22,3",,,,,1,"Appartement",22,1,,,
"69,82",,,,,1,"Appartement",68,3,,,
"49,15",,,,,1,"Appartement",49,2,,,
"44,89",,,,,1,"Appartement",44,2,,,
"22,03",,,,,1,"Appartement",22,1,,,
"28,36",,,,,1,"Appartement",19,1,,,
"31,31",,,,,1,"Appartement",32,2,,,
80,,,,,1,"Appartement",80,4,,,
"130,7",,,,,1,"Appartement",100,6,,,
"40,39",,,,,1,"Appartement",44,3,,,
"18,47",,,,,1,"Appartement",20,1,,,
"27,71",,,,,1,"Appartement",27,1,,,
74,,,,,2,"Appartement",76,4,,,
"24,47",,,,,1,"Appartement",26,1,,,
"78,86",,,,,1,"Appartement",77,3,,,
"30,12",,,,,1,"Appartement",32,1,,,
"27,2",,,,,1,"Appartement",27,1,,,
"21,51",,,,,1,"Appartement",25,1,,,
"57,01",,,,,1,"Appartement",73,3,,,
"58,39",,,,,1,"Appartement",55,2,,,
"49,01",,,,,1,"Appartement",50,2,,,
"20,35",,,,,1,"Appartement",20,1,,,
"29,81",,,,,1,"Appartement",30,2,,,
"19,94",,,,,1,"Appartement",14,1,,,
"80,82",,,,,1,"Appartement",81,4,,,
"16,24",,,,,1,"Appartement",16,1,,,
"36,44",,,,,1,"Appartement",40,2,,,
"21,43",,,,,1,"Appartement",21,1,,,
"53,34",,,,,2,"Appartement",54,2,,,
"119,28",,,,,1,"Appartement",110,4,,,
"40,01",,,,,1,"Appartement",41,2,,,
"53,1",,,,,1,"Appartement",32,2,,,
"49,7",,,,,1,"Appartement",45,2,,,
"32,83",,,,,1,"Appartement",33,2,,,
"41,62",,,,,1,"Appartement",60,3,,,
"35,42",,,,,1,"Appartement",35,1,,,
"22,62",,,,,1,"Appartement",28,1,,,
"60,1",,,,,1,"Appartement",60,3,,,
"23,21",,,,,1,"Appartement",23,1,,,
"55,08",,,,,2,"Appartement",54,3,,,
"22,48",,,,,1,"Appartement",22,1,,,
44,,,,,1,"Appartement",44,2,,,
"61,75",,,,,1,"Appartement",57,2,,,
"23,59",,,,,1,"Appartement",23,2,,,
"37,59",,,,,2,"Appartement",40,2,,,
"43,79",,,,,2,"Appartement",44,2,,,
"24,54",,,,,1,"Appartement",24,2,,,
"59,7",,,,,1,"Appartement",58,3,,,
42,,,,,1,"Appartement",41,2,,,
"79,76",,,,,1,"Appartement",27,1,,,
"26,22",,,,,1,"Appartement",28,2,,,
"29,2",,,,,1,"Appartement",29,1,,,
"54,75",,,,,1,"Appartement",60,3,,,
"73,39",,,,,1,"Appartement",75,4,,,
"65,87",,,,,1,"Maison",48,2,,,
