"Numvoie","B_T_Q","TypeDeVoie","Voie","CodePostal","Commune"
24,,"RUE","RACINE",33560,"CARBON BLANC"
13,,"RUE","DU HUIT MAI 1945",33150,"CENON"
7,,"RUE","DES ROSSIGNOLS CAP FERRET",33970,"LEGE-CAP-FERRET"
103,,,"LES JARDINS DE LA PALMERAI",33210,"LANGON"
4,,"RUE","BERNARD PALISSY",33150,"CENON"
125,,,"CHATEAU DE SALLES",33770,"SALLES"
8,,"AV","MAL DE LATTRE DE TASSIGNY",33470,"GUJAN MESTRAS"
8,,"ALL","BESNARD",33240,"SAINT-ANDRE-DE-CUBZAC"
12,,"RUE","CLOS DU PRE",33950,"LEGE-CAP-FERRET"
2,,"PL","DU ONZE NOVEMBRE",33380,"MIOS"
3,,"RUE","DES SOEURS",33530,"BASSENS"
9001,,"RUE","DES LILAS",33440,"ST LOUIS DE MONTFERRAND"
6,,"AV","LEO LAGRANGE",33210,"LANGON"
4,,"RUE","PIERRE CURIE",33150,"CENON"
171,,"RUE","DE L ORMEAU",33140,"CADAUJAC"
4,,"ALL","DES MIMOSAS",33850,"LEOGNAN"
14,,"RUE","SAINT ANDRE",33470,"LE TEICH"
8,,"RUE","ANDRE LAMANDE",33100,"BORDEAUX"
1,,"ALL","MAURICE LAFON",33380,"BIGANOS"
6,"T","RTE","DE LA GARONNE",33210,"TOULENNE"
1,,"RUE","MOLIERE",33120,"ARCACHON"
50,,"BD","DE LA PLAGE",33510,"ANDERNOS-LES-BAINS"
9002,,"RUE","DES TILLEULS",33470,"LE TEICH"
163,"B","ALL","DE HAURAT",33470,"GUJAN MESTRAS"
46,,"AV","DE LA MAIRIE",33950,"LEGE-CAP-FERRET"
1,,"RUE","PAUL VERLAINE",33150,"CENON"
11,,"BD","DE LA REPUBLIQUE",33510,"ANDERNOS-LES-BAINS"
43,,"AV","GENERAL DE GAULLE",33120,"ARCACHON"
2,,"RUE","DES CISTES",33260,"LA TESTE-DE-BUCH"
5000,,"PARC","DE LA VERRERIE",33670,"CREON"
19,,"RUE","ALFRED DEJEAN",33120,"ARCACHON"
7,,"RUE","DU PORT",33470,"GUJAN MESTRAS"
58,,"AV","DE LA REPUBLIQUE",33380,"MIOS"
5,,"AV","LOUIS LAMOTHE",33510,"ANDERNOS-LES-BAINS"
4,,"RUE","PIERRE CURIE",33150,"CENON"
23,,"RUE","LIEUTENANT ROUCH",33550,"LE TOURNE"
9000,,,"RESIDENCE VOLUTIS",33210,"LANGON"
16,,"RUE","CLEMENT RAMOND",33260,"LA TESTE-DE-BUCH"
158,,"AV","DU GEN DE GAULLE",33140,"CADAUJAC"
1,,"RUE","DE LA PECHERIE",33120,"ARCACHON"
40,,"RUE","BRUNEREAU",33150,"CENON"
25,,"RUE","FEAUGAS",33100,"BORDEAUX"
59,,"BD","DE LA PLAGE CAP FERRET",33970,"LEGE-CAP-FERRET"
32,,"RUE","DU PORT",33470,"LE TEICH"
219,,"BD","DE LA PLAGE",33120,"ARCACHON"
4,,"PL","DES MARQUISES",33120,"ARCACHON"
8,,"RUE","CLOS DU PRE",33950,"LEGE-CAP-FERRET"
1,,"RUE","EUGENE DELACROIX",33150,"CENON"
13,,"RUE","ARISTIDE BRIAND",33150,"CENON"
76,,"RUE","DE LA DAUGE",33240,"SAINT-ANDRE-DE-CUBZAC"
5000,,"PARC","DE LA VERRERIE",33670,"CREON"
9009,,"RES","LA BERGERIE",33560,"CARBON BLANC"
119,"T","CHE","DE SAUCETTE",33850,"LEOGNAN"
80,,"RTE","DE SALIGNAC",33240,"SAINT-ANDRE-DE-CUBZAC"
23,,"AV","DE LA REPUBLIQUE",33138,"LANTON"
8,,"AV","DE LIGNAN",33370,"FARGUES SAINT HILAIRE"
5,,"RUE","EDGARD DEGAS",33270,"FLOIRAC"
18,,"RUE","DES FRAISIERS",33240,"SAINT GERVAIS"
55,,"RTE","DE BOURG",33240,"SAINT-ANDRE-DE-CUBZAC"
61,,"RUE","DE LA DAUGE",33240,"SAINT-ANDRE-DE-CUBZAC"
13,,"RUE","ARISTIDE BRIAND",33150,"CENON"
112,,"AV","DE MEYRAN",33470,"GUJAN MESTRAS"
5,,,"GRAND MAYNE",33720,"BARSAC"
1672,,"AV","DU GEN DE GAULLE",33140,"CADAUJAC"
2,,"RUE","CAMILLE DIGNAC",33470,"GUJAN MESTRAS"
55,,"CRS","HERICART DE THURY",33120,"ARCACHON"
30,,"RUE","GEORGES MERAN",33120,"ARCACHON"
19,,"RUE","DU ONZE NOVEMBRE 1918",33150,"CENON"
68,,"CRS","VICTOR HUGO",33150,"CENON"
52,,"BD","DE L OCEAN",33120,"ARCACHON"
2,,"PL","DE LA SOUYS",33270,"FLOIRAC"
61,,"RUE","DE LA DAUGE",33240,"SAINT-ANDRE-DE-CUBZAC"
12,"B","CRS","DU GENERAL LECLERC",33210,"LANGON"
16,,"AV","ST DOMINIQUE",33120,"ARCACHON"
3,,"RUE","DU MAL JOFFRE",33260,"LA TESTE-DE-BUCH"
54,,"RUE","GABRIEL DEDIEU",33310,"LORMONT"
418,,"BD","DE LA PLAGE",33120,"ARCACHON"
80,,"RUE","DE RAMBAUD",33850,"LEOGNAN"
6,,"RUE","HIPPOLYTE GOURDON",33310,"LORMONT"
75,,"CRS","LE ROUZIC",33100,"BORDEAUX"
51,,"ALL","CLAUDE DEBUSSY",33470,"GUJAN MESTRAS"
2,,"RUE","GAMBETTA",33470,"GUJAN MESTRAS"
372,,"AV","THIERS",33100,"BORDEAUX"
14,,"RUE","FRANCIS LANINE",33120,"ARCACHON"
47,,"AV","GAMBETTA",33120,"ARCACHON"
9001,,"AV","DU PDT SALVADOR ALLENDE",33310,"LORMONT"
11,,"RUE","DU ONZE NOVEMBRE 1918",33150,"CENON"
1,,"RUE","DU MANOIR",33310,"LORMONT"
12,,"RUE","PIERRE PAUILHAC",33740,"ARES"
38,,"RUE","DE BOULANGE",33470,"LE TEICH"
2,,"RUE","BERTHELOT",33950,"LEGE-CAP-FERRET"
72,,"CRS","LAMARQUE DE PLAISANCE",33120,"ARCACHON"
46,,"BD","DE LA COTE D ARGENT",33470,"GUJAN MESTRAS"
3,,"RUE","VICTOR HUGO",33260,"LA TESTE-DE-BUCH"
2,,"RUE","EUGENE DELACROIX",33740,"ARES"
19,,"AV","DE LA COTE D ARGENT",33380,"MARCHEPRIME"
18,"T","AV","DE CESAREE",33470,"GUJAN MESTRAS"
6,,,"LES JARDINS DE FARGUES",33370,"FARGUES SAINT HILAIRE"
10,,"AV","LOUIS GAUME PYLA",33115,"LA TESTE-DE-BUCH"
60,"B","RUE","DE NUITS",33100,"BORDEAUX"
27,,"RUE","PILLE BOURSE",33310,"LORMONT"
1,,"AV","OUEST CAP FERRET",33970,"LEGE-CAP-FERRET"
8,,"RUE","DU CIRES",33740,"ARES"
295,,"RTE","DE SAINT ROMAIN",33240,"SAINT-ANDRE-DE-CUBZAC"
8,,"RUE","DU PORT OSTREICOLE",33740,"ARES"
14,,"RUE","L HERMITAGE STE CATHERINE",33310,"LORMONT"
104,,"BD","DE LA PLAGE",33120,"ARCACHON"
94,,"CRS","DESBIEY",33120,"ARCACHON"
32,,"RUE","DU PORT",33470,"LE TEICH"
1,,"RUE","PAUL VERLAINE",33150,"CENON"
78,,"AV","DE MEYRAN",33470,"GUJAN MESTRAS"
1,,"RUE","DUBESSAN",33100,"BORDEAUX"
9,,"RTE","DE BORDEAUX",33980,"AUDENGE"
9,,"RUE","CAMILLE PISSARO",33740,"ARES"
2,,"RUE","DES CORMORANS CAP FERRET",33970,"LEGE-CAP-FERRET"
20,"B","AV","DE TAUSSAT",33510,"ANDERNOS-LES-BAINS"
372,,"AV","THIERS",33100,"BORDEAUX"
13,,"PL","DE L'AIRIAL",33640,"CASTRES GIRONDE"
41,,"CHE","DE L EGLISE",33550,"LESTIAC-SUR-GARONNE"
38,,"QUAI","DU CAP ALLEGRE",33120,"ARCACHON"
4,,"RUE","AUGUSTE BOLLEE",33530,"BASSENS"
22,,"RUE","PASTEUR",33440,"AMBARES-ET-LAGRAVE"
1,,"RUE","CAMILLE PELLETAN",33150,"CENON"
8,,"RUE","GUSTAVE HAMEAU",33120,"ARCACHON"
11,,"RUE","BEAUMARCHAIS",33150,"CENON"
12,,"ALL","BOUILLAUD",33120,"ARCACHON"
28,,"RUE","DU PARC DES SPORTS",33440,"AMBARES-ET-LAGRAVE"
2,,"RUE","CAMILLE DIGNAC",33470,"GUJAN MESTRAS"
24,,"RUE","DE LA BENAUGE",33100,"BORDEAUX"
50,,"BD","DE LA PLAGE",33120,"ARCACHON"
19,,"RUE","DE CASTOR",33114,"LE BARP"
9,,"RUE","SULLY MELENDES",33120,"ARCACHON"
3,,"ALL","MAURICE UTRILLO",33740,"ARES"
9002,,"RTE","DE BLAGON",33138,"LANTON"
372,,"AV","THIERS",33100,"BORDEAUX"
27,,"AV","DU CHATEAU",33650,"LA BREDE"
32,,"RUE","DU PORT",33470,"LE TEICH"
5,"B",,"LACROIX",33370,"TRESSES"
80,,"RUE","DE RAMBAUD",33850,"LEOGNAN"
3,,"CHE","DE L ESTEY",33360,"LATRESNE"
58,,"RUE","GUYNEMER CAZAUX",33260,"LA TESTE-DE-BUCH"
10,,"AV","LOUIS GAUME PYLA",33115,"LA TESTE-DE-BUCH"
13,,"RUE","DU CAPITAINE FERRAND",33100,"BORDEAUX"
21,,"ALL","EDOUARD GAFFET",33120,"ARCACHON"
21,,"RUE","DU ONZE NOVEMBRE 1918",33150,"CENON"
60,,"CRS","DE VERDUN",33470,"GUJAN MESTRAS"
106,,"AV","DE LA VIGNE CAP FERRET",33970,"LEGE-CAP-FERRET"
12,,"AV","STE MARIE",33120,"ARCACHON"
,,"IMP","DE BISSERIE",33260,"LA TESTE-DE-BUCH"
2,,"ALL","MAURICE LAFON",33380,"BIGANOS"
72,,"CRS","LAMARQUE DE PLAISANCE",33120,"ARCACHON"
19,,"AV","DE LA COTE D ARGENT",33380,"MARCHEPRIME"
1,,"RUE","DES POILUS",33260,"LA TESTE-DE-BUCH"
1,,"AV","DE LA GARONNE",33270,"FLOIRAC"
28,,"RUE","ARISTIDE BRIAND",33150,"CENON"
37,,"CRS","DE LA REPUBLIQUE",33470,"GUJAN MESTRAS"
4,,"RUE","MARTIAL GARNUNG",33470,"LE TEICH"
79,,"AV","DE LA REPUBLIQUE",33450,"SAINT LOUBES"
13,,"AV","DE LA LIBERATION",33138,"LANTON"
9,"B","RUE","RICHELIEU",33270,"FLOIRAC"
7,,"AV","THIERS",33100,"BORDEAUX"
2,,"RUE","PIERRE BENOIT",33150,"CENON"
5000,,"PARC","DE LA VERRERIE",33670,"CREON"
10,,"ALL","DES MIMOSAS",33380,"MIOS"
66,,"CRS","DE VERDUN",33470,"GUJAN MESTRAS"
17,,"AV","DES TOURTERELLES",33740,"ARES"
5,"B","AV","DU GENERAL DE GAULLE",33720,"BARSAC"
46,,"AV","DE LA MAIRIE",33950,"LEGE-CAP-FERRET"
17,"C","RUE","ST ELME",33120,"ARCACHON"
20,,"AV","DU PDT SALVADOR ALLENDE",33310,"LORMONT"
3,,"RUE","DES HELIANTHEMES",33260,"LA TESTE-DE-BUCH"
5,,"ALL","DU BOIS D'ARMAND",33740,"ARES"
80,,"RTE","DE SALIGNAC",33240,"SAINT-ANDRE-DE-CUBZAC"
21,,"RUE","EDOUARD HERRIOT",33310,"LORMONT"
40,,"RUE","PROMIS",33100,"BORDEAUX"
21,,"RUE","EDOUARD HERRIOT",33310,"LORMONT"
64,,"CRS","HERICART DE THURY",33120,"ARCACHON"
165,,"RUE","DE L ORMEAU",33140,"CADAUJAC"
13,,"RUE","ARISTIDE BRIAND",33150,"CENON"
33,,"RUE","DE LA LIBERTE",33470,"GUJAN MESTRAS"
9000,,,"RESIDENCE VOLUTIS",33210,"LANGON"
7,,"RUE","DU QUATORZE JUILLET",33740,"ARES"
1,"B","RUE","JACQUES THIBAULT",33310,"LORMONT"
9001,,"ALL","DES TILLEULS",33120,"ARCACHON"
11,,"RUE","CAMILLE PELLETAN",33150,"CENON"
55,,"RTE","DE BOURG",33240,"SAINT-ANDRE-DE-CUBZAC"
28,,"RUE","ANDRE MALRAUX",33560,"CARBON BLANC"
25,,"RUE","AUGUSTE BOLLEE",33530,"BASSENS"
20,,"RUE","RENE DESCARTES",33150,"CENON"
40,,"RUE","DES FRENES",33140,"CADAUJAC"
29,,"RUE","MICHEL LABARTHE",33260,"LA TESTE-DE-BUCH"
10,,"RES","DU PAS DE MADAME",33980,"AUDENGE"
4,,"RUE","PIERRE CURIE",33150,"CENON"
135,,"CRS","LAMARQUE DE PLAISANCE",33120,"ARCACHON"
11,,"AV","DE LA GARONNE",33270,"FLOIRAC"
615,,,"RUAUT",33560,"SAINTE EULALIE"
2,,"ALL","ELSA TRIOLET",33150,"CENON"
8,,"CITE","FEAUGAS",33100,"BORDEAUX"
1,,"RUE","DE BOURDIEU",33370,"TRESSES"
1,,"RUE","JEAN ZAY",33150,"CENON"
1,,"ALL","F. GOYA",33270,"FLOIRAC"
20,,"AV","DES TOURTERELLES",33740,"ARES"
12,,"RTE","DE FLAUJACQ",33690,"GRIGNOLS"
22,,"ALL","DE BOURDETTE",33550,"PAILLET"
9001,,"RES","LA BACHELLERIE",33310,"LORMONT"
2,,"ALL","DE BOURDETTE",33550,"PAILLET"
55,,"RTE","DE BOURG",33240,"SAINT-ANDRE-DE-CUBZAC"
106,,"AV","DE LA VIGNE CAP FERRET",33970,"LEGE-CAP-FERRET"
9000,,"ALL","MARIE DUFAURE CAZAUX",33260,"LA TESTE-DE-BUCH"
30,,"RUE","MICHEL LABARTHE",33260,"LA TESTE-DE-BUCH"
24,,"BD","DE L OCEAN",33120,"ARCACHON"
13,,"RUE","EDOUARD ET JACQUES BEYNEL",33470,"LE TEICH"
5004,,,"LES JARDINS DE LA PALMERAI",33210,"LANGON"
7,,"AV","PIERRE PONS",33510,"ANDERNOS-LES-BAINS"
4,,"RUE","PIERRE CURIE",33150,"CENON"
8,,"RUE","MANCILLIA",33260,"LA TESTE-DE-BUCH"
8,,"AV","STE MARIE",33120,"ARCACHON"
26,,"RUE","ANDRE MALRAUX",33560,"CARBON BLANC"
1270,,"AV","GUSTAVE EIFFEL",33260,"LA TESTE-DE-BUCH"
17,,"PL","AUBERNY",33310,"LORMONT"
3,,"RUE","VICTOR HUGO",33260,"LA TESTE-DE-BUCH"
481,,,"LE MAS",33420,"GENISSAC"
89,,"RUE","JEAN JACQUES ROUSSEAU",33500,"LIBOURNE"
22,,"RUE","ROUGET DE L ISLE",33350,"CASTILLON-LA-BATAILLE"
14,,"AV","JEAN BOUSSARD",33390,"BLAYE"
55,,"RUE","CLEMENT THOMAS",33500,"LIBOURNE"
20,,"RUE","JEAN JACQUES ROUSSEAU",33500,"LIBOURNE"
56,,"RUE","CHAPERON GRANGERE",33500,"LIBOURNE"
56,,"RUE","CHAPERON GRANGERE",33500,"LIBOURNE"
3,"B","RUE","DE LA GARE",33220,"PINEUILH"
24,,"RUE","DES MURS",33500,"LIBOURNE"
14,"B","RUE","DES SAULES",33920,"SAINT-YZAN-DE-SOUDIAC"
2,,"RUE","SUZANNE CHAUMET",33500,"LIBOURNE"
11,,"RUE","TOUVENT",33390,"BLAYE"
16,,"AV","GEORGES POMPIDOU",33500,"LIBOURNE"
63,,"VGE","DU GENERAL PATTON",33390,"BLAYE"
62,,"AV","DE LA ROUDET",33500,"LIBOURNE"
27,,"RUE","PIERRE BENOIT",33500,"LIBOURNE"
,,,"LAGASSE",33750,"SAINT-QUENTIN-DE-BARON"
2,,"RUE","TOULOUSE LAUTREC",33500,"LIBOURNE"
12,,"RTE","DE LA BACONNE",33920,"SAINT-SAVIN"
66,,"RUE","DES CHAIS",33500,"LIBOURNE"
45,,"RTE","DE L HIPPODROMME",33230,"COUTRAS"
45,,"RTE","DE L HIPPODROMME",33230,"COUTRAS"
32,,"RUE","PLINE PARMENTIER",33500,"LIBOURNE"
1,,"RUE","HENRI MATISSE",33660,"ST-SEURIN-SUR-L ISLE"
2,,"RUE","HENRY GUILLIER",33500,"LIBOURNE"
90,,"AV","DU MARECHAL FOCH",33500,"LIBOURNE"
,,,"LAGASSE",33750,"SAINT-QUENTIN-DE-BARON"
45,,"RTE","DE L HIPPODROMME",33230,"COUTRAS"
4,,"RUE","JEAN JACQUES ROUSSEAU",33220,"SAINTE-FOY-LA-GRANDE"
55,,"RUE","CLEMENT THOMAS",33500,"LIBOURNE"
45,,"AV","DE LA REPUBLIQUE",33820,"SAINT-CIERS-SUR-GIRONDE"
34,,"RUE","FONNEUVE",33500,"LIBOURNE"
357,,,"SENAU",33870,"VAYRES"
9,,"RUE","MICHELE PERREIN",33190,"LA REOLE"
26,,"CRS","GAMBETTA",33490,"SAINT-MACAIRE"
26,,"CRS","GAMBETTA",33490,"SAINT-MACAIRE"
6,,"RUE","DES JARDINIERS",33540,"SAUVETERRE-DE-GUYENNE"
26,,"CRS","GAMBETTA",33490,"SAINT-MACAIRE"
26,,"CRS","GAMBETTA",33490,"SAINT-MACAIRE"
822,"G",,"LA BAYNASSE SUD",33121,"CARCANS"
21,"B","AV","DE LA PTE DE GRAVE",33780,"SOULAC-SUR-MER"
12,,"RUE","ANDRE LEROUX",33780,"SOULAC-SUR-MER"
41,,"RUE","TROUCHE",33780,"SOULAC-SUR-MER"
,,"VGE","ARTS ET VIE",33121,"CARCANS"
24,,"BD","CHARCOT",33780,"SOULAC-SUR-MER"
1174,,"VGE","ESPACOTEL",33990,"HOURTIN"
106,,"RTE","DES LACS",33780,"SOULAC-SUR-MER"
9001,,"RES","BABORD",33990,"HOURTIN"
9,"B","RUE","DES FONTAINES",33112,"SAINT LAURENT MEDOC"
9021,,"VGE","DE VACANCES MOUSSAILLONS",33990,"HOURTIN"
3097,,"BD","MARSAN DE MONTBRUN",33780,"SOULAC-SUR-MER"
9001,,"VGE","ARTS ET VIE",33121,"CARCANS"
40,,"CHE","DE GRAYAN",33123,"LE VERDON SUR MER"
3097,,"BD","MARSAN DE MONTBRUN",33780,"SOULAC-SUR-MER"
1401,,,"PECHERIES DU MAYNE PAUVRE",33990,"HOURTIN"
9001,,"VGE","ARTS ET VIE",33121,"CARCANS"
,,,"DERRIERE LE MOULIN",33990,"HOURTIN"
,,,"DERRIERE LE MOULIN",33990,"HOURTIN"
16,,"LOT","BOULANGE",33340,"LESPARRE-MEDOC"
1174,,"VGE","ESPACOTEL",33990,"HOURTIN"
23,,"AV","DE LA PTE DE GRAVE",33780,"SOULAC-SUR-MER"
66,,"RES","LE GENOIS I",33990,"HOURTIN"
,,,"DERRIERE LE MOULIN",33990,"HOURTIN"
5,"B","RUE","MAQUIS DES VIGNES OUDIDES",33780,"SOULAC-SUR-MER"
13,,"RUE","DES EGLANTIERS",33180,"VERTHEUIL"
8,,"RUE","HENRI DE BOURNAZEL",33123,"LE VERDON SUR MER"
1,,"IMP","PETIT PONT",33990,"HOURTIN"
1173,,"VGE","ESPACOTEL",33990,"HOURTIN"
9001,,"RES","ESPACE ATLANTIQUE CANARIES",33123,"LE VERDON SUR MER"
8,,"RUE","HENRI DE BOURNAZEL",33123,"LE VERDON SUR MER"
30,,"CRS","DU GAL LECLERC",33340,"LESPARRE-MEDOC"
8,,"RUE","HENRI DE BOURNAZEL",33123,"LE VERDON SUR MER"
24,,"RUE","AMIRAL COURBET",33780,"SOULAC-SUR-MER"
,,,"LOUSTEAUNEUF",33112,"SAINT LAURENT MEDOC"
6,,"CHE","DE CAMASSON",33590,"SAINT-VIVIEN-DE-MEDOC"
9,"B","RUE","DES FONTAINES",33112,"SAINT LAURENT MEDOC"
66,,"RTE","DES LACS",33780,"SOULAC-SUR-MER"
9001,,"RES","BABORD",33990,"HOURTIN"
8,,"RUE","HENRI DE BOURNAZEL",33123,"LE VERDON SUR MER"
822,"G",,"LA BAYNASSE SUD",33121,"CARCANS"
49,,"RUE","DU GEN DE GAULLE",33112,"SAINT LAURENT MEDOC"
9001,,"RES","ESPACE ATLANTIQUE ACORES",33123,"LE VERDON SUR MER"
5,"I","RUE","MAQUIS DES VIGNES OUDIDES",33780,"SOULAC-SUR-MER"
9001,,"VGE","ARTS ET VIE",33121,"CARCANS"
1185,,,"LE GENOIS III",33990,"HOURTIN"
9001,,"VGE","ARTS ET VIE",33121,"CARCANS"
29,"F","RUE","MAQUIS DES VIGNES OUDIDES",33780,"SOULAC-SUR-MER"
9,"A","CHE","DE LA NEVE",33780,"SOULAC-SUR-MER"
2,,"RUE","JEANNE D ARC",33780,"SOULAC-SUR-MER"
,,"IMP","DE L ESQUIF",33990,"HOURTIN"
66,,"RTE","DES LACS",33780,"SOULAC-SUR-MER"
,,"IMP","DE L ESQUIF",33990,"HOURTIN"
7,,"RUE","PASTEUR",33340,"LESPARRE-MEDOC"
8,,"CHE","DE CAMASSON",33590,"SAINT-VIVIEN-DE-MEDOC"
822,"G",,"LA BAYNASSE SUD",33121,"CARCANS"
21,,"RUE","AUSONE",33123,"LE VERDON SUR MER"
20,,"BD","DE L AMELIE",33780,"SOULAC-SUR-MER"
4,,"BD","CHARCOT",33780,"SOULAC-SUR-MER"
427,,"RUE","ANDRE LE NOTRE",34080,"MONTPELLIER"
3,,"RUE","CHRESTIEN",34000,"MONTPELLIER"
1235,,"RUE","DE BUGAREL",34070,"MONTPELLIER"
18,,"RUE","FREDERIC BAZILLE",34000,"MONTPELLIER"
598,,"RUE","DE FONTCARRADE",34070,"MONTPELLIER"
25,,"RUE","ERNEST MICHEL",34000,"MONTPELLIER"
109,,"RUE","FRANCIS LOPEZ",34090,"MONTPELLIER"
8,,"RUE","BOUSSAIROLLES",34000,"MONTPELLIER"
5,,"RUE","DE LORRAINE",34070,"MONTPELLIER"
162,,"AV","SAINT MAURICE",34250,"PALAVAS-LES-FLOTS"
141,,"PL","DES ESQUIFS CARNON",34130,"MAUGUIO"
949,,"AV","DU PROFESSEUR LOUIS RAVAS",34080,"MONTPELLIER"
9001,,"AV","COMTES DE MELGUEIL  CARNON",34130,"MAUGUIO"
23,,"RUE","JULES GUESDE",34080,"MONTPELLIER"
29,,"RUE","DES SOURCES",34990,"JUVIGNAC"
727,,"RUE","JACQUES BOUNIN",34070,"MONTPELLIER"
,,"RUE","DU VIEUX VILLAGE CARNON",34130,"MAUGUIO"
15,"B","RUE","ALBERT CAMUS",34470,"PEROLS"
233,,"AV","THEROIGNE DE MERICOURT",34000,"MONTPELLIER"
11,,"RUE","DES ECOLES LAIQUES",34000,"MONTPELLIER"
14,,"AV","EMILE DIACON",34090,"MONTPELLIER"
21,,"AV","ROGER COUDERC",34070,"MONTPELLIER"
13,,"RUE","AZEMA",34070,"MONTPELLIER"
2,,"RUE","COURTE",34250,"PALAVAS-LES-FLOTS"
2,,"RUE","ERNEST MICHEL",34000,"MONTPELLIER"
17,,"RUE","FONT DE LA ROQUE",34920,"LE CRES"
95,,"ALL","DES COLVERTS",34280,"LA GRANDE MOTTE"
7,,"SQ","MURILLO",34070,"MONTPELLIER"
59,,"AV","MARCEL DASSAULT",34170,"CASTELNAU LE LEZ"
491,,"AV","DE VANIERES",34070,"MONTPELLIER"
7,,"RUE","DES CYCLADES",34470,"PEROLS"
23,,"RUE","DE CHIO",34000,"MONTPELLIER"
35,,"RUE","SAINT CLEOPHAS",34070,"MONTPELLIER"
370,,"ALL","DE LA PLAGE",34280,"LA GRANDE MOTTE"
9,,"IMP","EMMANUEL CHABRIER",34970,"LATTES"
9,,"IMP","EMMANUEL CHABRIER",34970,"LATTES"
1278,,"RTE","DE GANGES",34090,"MONTPELLIER"
239,,"RUE","BRUMAIRE",34000,"MONTPELLIER"
188,,"RUE","DE SICILE",34080,"MONTPELLIER"
4,,"RUE","RIGAUD",34000,"MONTPELLIER"
4,,"RUE","EDOUARD VII",34070,"MONTPELLIER"
7,,"RUE","DU LABECH",34280,"LA GRANDE MOTTE"
6,,"RUE","DU PUITS",34130,"SAINT-AUNES"
775,,"RUE","PAUL RIMBAUD",34080,"MONTPELLIER"
101,,"ESP","DE L ORTET",34430,"SAINT-JEAN-DE-VEDAS"
300,,"RUE","BUFFON",34070,"MONTPELLIER"
246,,"ALL","DES PHENICIENS",34280,"LA GRANDE MOTTE"
79,,"RUE","RAY CHARLES",34000,"MONTPELLIER"
1,,"QUAI","PAUL CUNQ",34250,"PALAVAS-LES-FLOTS"
37,,"CRS","GAMBETTA",34000,"MONTPELLIER"
35,,"RUE","DES SOURCES",34990,"JUVIGNAC"
9,,"RUE","DE LORRAINE",34070,"MONTPELLIER"
167,,"IMP","DES DAHLIAS",34170,"CASTELNAU LE LEZ"
50,,"AV","DE LA GALINE",34170,"CASTELNAU LE LEZ"
100,,"PL","SEAN MAC BRIDE",34080,"MONTPELLIER"
813,,"RUE","DE FONTCARRADE",34070,"MONTPELLIER"
7,,"RUE","DES AMARYLLIS",34070,"MONTPELLIER"
57,,"RUE","CHRISTIAN BENEZECH",34070,"MONTPELLIER"
5,,"BD","VICTOR HUGO",34000,"MONTPELLIER"
80,,"AV","ROBERT FAGES",34280,"LA GRANDE MOTTE"
636,,"AV","DU PROF EMILE JEANBRAU",34090,"MONTPELLIER"
13,,"RUE","FOCH",34000,"MONTPELLIER"
745,,"AV","EVECHE DE MAGUELONNE",34250,"PALAVAS-LES-FLOTS"
728,,"RUE","DE FONTCARRADE",34070,"MONTPELLIER"
82,,"ALL","JULES MILHAU",34000,"MONTPELLIER"
151,,"AV","DU PONT TRINQUAT",34070,"MONTPELLIER"
2,,"RUE","BEAU SEJOUR",34000,"MONTPELLIER"
9001,,,"LES PTS VOILIERS CARNON",34130,"MAUGUIO"
7,,"RUE","D ALSACE",34070,"MONTPELLIER"
101,,"ALL","DU GREEN",34280,"LA GRANDE MOTTE"
20,,"RUE","LOUIS BRAILLE",34070,"MONTPELLIER"
7,,"AV","DES JOCKEYS",34250,"PALAVAS-LES-FLOTS"
155,,"ALL","DES JONCS",34280,"LA GRANDE MOTTE"
58,,"RUE","DES NAVIGATEURS",34280,"LA GRANDE MOTTE"
1265,,"RUE","DE BUGAREL",34070,"MONTPELLIER"
1,,"RUE","ROSSINI",34070,"MONTPELLIER"
77,,"RUE","DU FAUBOURG FIGUEROLLES",34070,"MONTPELLIER"
45,,"RUE","ESCULAPE",34090,"MONTPELLIER"
28,,"RUE","DES 4 FONDATEURS CARNON",34130,"MAUGUIO"
9018,,"TSSE","DE LA MER",34280,"LA GRANDE MOTTE"
1,,"RUE","DU PUITS DES ESQUILLES",34000,"MONTPELLIER"
56,,"RUE","DE GALATA",34000,"MONTPELLIER"
66,,"RTE","DE LODEVE",34080,"MONTPELLIER"
218,,"ALL","DE L ILIADE",34280,"LA GRANDE MOTTE"
220,,"RUE","LE TINTORET",34000,"MONTPELLIER"
17,,"AV","DE LA GALINE",34170,"CASTELNAU LE LEZ"
101,,"RUE","DE LA PENICHE",34070,"MONTPELLIER"
130,,"RUE","CLAUDE PERCIER",34080,"MONTPELLIER"
9,,"RUE","DURAND",34000,"MONTPELLIER"
11,,"RUE","DES BLEUETS",34070,"MONTPELLIER"
701,,"RUE","DES NAVIGATEURS",34280,"LA GRANDE MOTTE"
316,,"AV","ETIENNE FREDERIC BOUISSON",34130,"MAUGUIO"
8,,"PL","ALPHONSE BEAU DE ROCHAS",34790,"GRABELS"
1659,,"AV","DU PERE SOULAS",34090,"MONTPELLIER"
27,,"RUE","SAMUEL BASSAGET CARNON",34130,"MAUGUIO"
3,,"RUE","SAINTE ANNE",34000,"MONTPELLIER"
365,,"RUE","DU 56E REGT D ARTILLERIE",34070,"MONTPELLIER"
86,,"AV","D INGRIL",34110,"FRONTIGNAN"
9077,,"CITE","DU CHATEAU VERT",34200,"SETE"
