"Numvoie","B_T_Q","TypeDeVoie","Voie","CodePostal","Commune"
3,,"VEN","DE LESBIN",56530,"GESTEL"
13,,"RUE","JOSEPH MARIETTE",56700,"HENNEBONT"
26,,"RUE","DE BEG ER VIR",56270,"PLOEMEUR"
2,,"RUE","DE KERVEROT",56100,"LORIENT"
2,,"RUE","DU STOLE",56270,"PLOEMEUR"
1,,"ALL","DES BRUYERES",56270,"PLOEMEUR"
9014,,,"SCUBIDAN",56520,"GUIDEL"
24,,"RUE","DE VERDUN",56100,"LORIENT"
1,,"RUE","DE LA POSTE",56290,"PORT-LOUIS"
3,,"PL","MAL FOCH",56700,"HENNEBONT"
11,,"RUE","DUGUESCLIN",56100,"LORIENT"
1,,"ALL","DES CALLUNES",56520,"GUIDEL"
1,,"RUE","DE SAINT MAURICE",56520,"GUIDEL"
6,,"RUE","JEANNE D ARC",56600,"LANESTER"
12,,"RUE","ESNOULT DES CHATELETS",56100,"LORIENT"
9,,"RUE","BEAUVAIS",56100,"LORIENT"
26,,"RUE","DE LANVEUR",56100,"LORIENT"
6874,,"RES","LES GWENANS",56520,"GUIDEL"
55,,"RUE","ALFRED DE MUSSET",56600,"LANESTER"
89,,"GR","GRANDE RUE",56570,"LOCMIQUELIC"
1,,"RUE","PROF PIERRE LEPINE",56100,"LORIENT"
14,,"RUE","SIMONE DE BEAUVOIR",56700,"HENNEBONT"
60,,"RUE","DE MERVILLE",56100,"LORIENT"
15,"B","CRS","DE CHAZELLES",56100,"LORIENT"
30,,"RUE","DES SARDINIERS",56670,"RIANTEC"
148,,"RUE","DE BELGIQUE",56100,"LORIENT"
83,,"RUE","PAUL GUIEYSSE",56100,"LORIENT"
76,,"RUE","JEAN JAURES",56600,"LANESTER"
29,,"RUE","JOSEPH LE BRIX",56530,"GESTEL"
2,,"RUE","DE STRASBOURG",56100,"LORIENT"
1,,"RUE","MATHURIN LE GAL",56100,"LORIENT"
36,,"RUE","SIMONE DE BEAUVOIR",56700,"HENNEBONT"
42,,"RUE","RATIER",56100,"LORIENT"
1,,"RUE","DE PRESSENSE",56100,"LORIENT"
80,,"RUE","DE BELGIQUE",56100,"LORIENT"
13,,"RUE","CHAIGNEAU",56100,"LORIENT"
32,,"RUE","DE LA POINTE",56290,"PORT-LOUIS"
17,,"RUE","DES SARDINIERS",56670,"RIANTEC"
14,,"BD","DU SCORFF",56100,"LORIENT"
11,,"RUE","CAP LEFORT",56100,"LORIENT"
9017,,,"LA FALAISE",56520,"GUIDEL"
3,,"RUE","JEAN PHILIPPE RAMEAU",56600,"LANESTER"
59,,"RUE","DE LIEGE",56100,"LORIENT"
9,,"RUE","BEAUVAIS",56100,"LORIENT"
7484,,"RES","LE MAEVA",56520,"GUIDEL"
77,,"RUE","DE KERGUESTENEN",56100,"LORIENT"
19,,"RUE","JULES SIMON",56100,"LORIENT"
10,,"CHE","DE LA CONCORDE",56620,"CLEGUER"
2,,"RUE","DE LA TOUR ST NICOLAS",56700,"HENNEBONT"
37,,"RUE","LAZARE CARNOT",56100,"LORIENT"
89,,"GR","GRANDE RUE",56570,"LOCMIQUELIC"
77,,"RUE","DE KERGUESTENEN",56100,"LORIENT"
3,,"RUE","DE RAIME",56270,"PLOEMEUR"
12,,"PROM","HENRI FRANCOIS BUFFET",56290,"PORT-LOUIS"
7484,,"RES","LE MAEVA",56520,"GUIDEL"
23,,"RUE","DU FOUR",56700,"HENNEBONT"
7484,,"RES","LE MAEVA",56520,"GUIDEL"
14,,"RUE","DE KERJULAUDE",56100,"LORIENT"
41,,"RUE","PROFESSEUR PERRIN",56100,"LORIENT"
9,,"RUE","MAURICE THOREZ",56100,"LORIENT"
39,,"RUE","DE KERLIN",56100,"LORIENT"
13,,"RUE","DE VERDUN",56100,"LORIENT"
23,,"AV","JEAN JAURES",56100,"LORIENT"
58,,"RUE","DES REMORAS",56260,"LARMOR-PLAGE"
5,,"RUE","DE LA POINTE",56290,"PORT-LOUIS"
6874,,"RES","LES GWENANS",56520,"GUIDEL"
13,,"RUE","DE VERDUN",56100,"LORIENT"
558,,"RES","LES GWENANS",56520,"GUIDEL"
10,,"RUE","ADOLPHE BEAUFRERE",56100,"LORIENT"
8,,"RUE","ROCHAMBEAU",56100,"LORIENT"
4,,"IMP","DE VENEAC",56700,"KERVIGNAC"
15,,"RUE","CESAR",56100,"LORIENT"
4,,"QUAI","DU PONT NEUF",56700,"HENNEBONT"
7,,"RUE","PROFESSEUR MAZE",56100,"LORIENT"
6,,"AV","DU PENHER",56600,"LANESTER"
107,,"RUE","JEAN JAURES",56600,"LANESTER"
54,,"RUE","DE BELGIQUE",56100,"LORIENT"
4,,"RUE","MARIE DORVAL",56100,"LORIENT"
46,,"RUE","JULES LE GRAND",56100,"LORIENT"
2,,"RUE","JEANNE-MARIE LE BOZEC",56520,"GUIDEL"
41,,"RUE","JULES SIMON",56100,"LORIENT"
29,,"RUE","DE CLISSON",56100,"LORIENT"
13,,"RUE","MADELEINE DESROSEAUX",56100,"LORIENT"
1,"B","RUE","DE FETAN BERR",56440,"LANGUIDIC"
9001,,"RUE","DES PLAGES",56270,"PLOEMEUR"
5,,"RUE","DES TROIS PIERRES",56260,"LARMOR-PLAGE"
36,,"RUE","DE PLOEMEUR",56260,"LARMOR-PLAGE"
14,,"RUE","NATIONALE",56700,"HENNEBONT"
17,,"RUE","ALCIDE DE BEAUCHENE",56100,"LORIENT"
89,,"RUE","MARCEL SEMBAT",56600,"LANESTER"
34,,"RUE","BRIZEUX",56100,"LORIENT"
1032,,"RES","LES GWENANS",56520,"GUIDEL"
18,,"RUE","JULES LE GRAND",56100,"LORIENT"
13,,"PL","NOTRE DAME",56260,"LARMOR-PLAGE"
18,,"RUE","DE KERDERFF",56260,"LARMOR-PLAGE"
5,,"PL","STE ANNE D ARVOR",56100,"LORIENT"
19,,"RUE","DOC VILLERS",56100,"LORIENT"
59,,"RUE","DUGUAY TROUIN",56100,"LORIENT"
2,,"RUE","METAYER",56100,"LORIENT"
10,,"RUE","LEO LE BOURGO",56100,"LORIENT"
7484,,"RES","LE MAEVA",56520,"GUIDEL"
3,,"RUE","DOC GROSSE",56100,"LORIENT"
18,,"AV","ANATOLE FRANCE",56100,"LORIENT"
11,,"RUE","DUGUESCLIN",56100,"LORIENT"
7,,"RUE","GUYOMARD",56600,"LANESTER"
5,,"RUE","ROGER SALENGRO",56570,"LOCMIQUELIC"
21,,"RUE","NATIONALE",56700,"HENNEBONT"
3,,"RUE","TROTTIER",56700,"HENNEBONT"
5199,,"IMP","DES SAPINS VERTS",56620,"CLEGUER"
14,,"RUE","DE KERJULAUDE",56100,"LORIENT"
10,,"RUE","L ASSEMBLEE NATIONALE",56100,"LORIENT"
37,,"AV","DE LA PERRIERE",56100,"LORIENT"
3,,"IMP","DU RAIL",56400,"BRECH"
5794,,,"GOLF SAINT LAURENT",56400,"PLOEMEL"
3,,"CHE","DU PONT NEUF",56400,"AURAY"
3,,"CHE","DU PONT NEUF",56400,"AURAY"
52,,"RUE","PIERRE ALLIO",56400,"BRECH"
8369,,"CHE","DE LA GARENNE",56340,"CARNAC"
6080,,"CHEM","DE PORT MARIA",56360,"LOCMARIA"
9,,"RUE","DES 4 VENTS",56400,"AURAY"
18,,"RUE","TY MAD",56400,"AURAY"
8369,,"CHE","DE LA GARENNE",56340,"CARNAC"
11,,"AV","CARNOT",56360,"LE PALAIS"
40,,"AV","DU LIZEAU",56510,"SAINT-PIERRE-QUIBERON"
20,,"RUE","DU PHARE",56170,"QUIBERON"
8035,,"CHS","DES BERNACHES",56340,"CARNAC"
5,,"RUE","DU HAUT KERGO",56550,"BELZ"
19,,"PL","HOCHE",56170,"QUIBERON"
353,,"RUE","DU VOULLIEN",56470,"LA TRINITE SUR MER"
6019,,,"LE VILLAGE DES DUNES",56410,"ERDEVEN"
21,,"PL","HOCHE",56170,"QUIBERON"
4,,"RUE","RAYMOND POINCARE",56400,"LE BONO"
10,,"RUE","DU FORT NEUF",56170,"QUIBERON"
6,,"RUE","DE LA FONTAINE",56410,"ETEL"
10,,"AV","DES ACACIAS",56340,"CARNAC"
8101,,"CHS","DES BERNACHES",56340,"CARNAC"
35,,"AV","DE LA GREVE",56340,"CARNAC"
6080,,"CHEM","DE PORT MARIA",56360,"LOCMARIA"
3,,"RUE","LOUIS BILLET",56400,"AURAY"
5,,"AV","DES NAIADES",56170,"QUIBERON"
34,,"RUE","EDOUARD HERRIOT",56400,"LE BONO"
24,,"RUE","DU STADE",56410,"ERDEVEN"
31,,"BD","CHARLES DE GAULLE",56410,"ETEL"
2,,"RUE","PASTEUR",56410,"ETEL"
5556,,"HAM","DE ST LAURENT",56400,"PLOEMEL"
5756,,"QUAI","GUERVEUR",56360,"SAUZON"
25,,"RUE","DE KERIOLET",56400,"AURAY"
6080,,"CHEM","DE PORT MARIA",56360,"LOCMARIA"
2,,"RUE","POULIGNER",56170,"QUIBERON"
3,,"RUE","DES RAMANDEUSES",56170,"QUIBERON"
5953,,"LOT","DE KERANROUE",56410,"ERDEVEN"
25,,"RUE","DE KERIOLET",56400,"AURAY"
17,,"RUE","DE PORT MARIA",56170,"QUIBERON"
5239,,"RUE","DU PARC",56400,"SAINTE-ANNE-D'AURAY"
5794,,,"GOLF SAINT LAURENT",56400,"PLOEMEL"
353,,"RUE","DU VOULLIEN",56470,"LA TRINITE SUR MER"
6048,,"RUE","DES PRESSES",56470,"SAINT-PHILIBERT"
3,,"RUE","GEORGES BRASSENS",56400,"AURAY"
102,,"AV","DU GAL DE GAULLE",56400,"AURAY"
9,,"AV","DE L ATLANTIQUE",56340,"CARNAC"
326,,"RUE","GENERAL DE GAULLE",56510,"SAINT-PIERRE-QUIBERON"
8573,,"CHS","DES BERNACHES",56340,"CARNAC"
86,,"AV","D ARVOR",56340,"CARNAC"
1,,"RUE","CLAUDE NOUGARO",56400,"AURAY"
20,,"BD","DES EMIGRES",56170,"QUIBERON"
17,,"AV","MILN",56340,"CARNAC"
3,,"RUE","SAINT MICHEL",56330,"PLUVIGNER"
6080,,"CHEM","DE PORT MARIA",56360,"LOCMARIA"
13,,"RUE","DU MAL FOCH",56400,"AURAY"
6080,,"CHEM","DE PORT MARIA",56360,"LOCMARIA"
8,,"RUE","DU FORT NEUF",56170,"QUIBERON"
8,,"PL","HOCHE",56170,"QUIBERON"
19,,"RUE","DE KERALLAN",56340,"CARNAC"
34,,"RUE","EDOUARD HERRIOT",56400,"LE BONO"
1662,,"PL","DU VOULLIEN",56470,"LA TRINITE SUR MER"
75,,"AV","DES DRUIDES",56340,"CARNAC"
6,,"RUE","BRAMEL",56360,"LE PALAIS"
19,,"AV","DU RAHIC",56340,"CARNAC"
9,,"RUE","MAL LECLERC",56400,"LE BONO"
2,,"IMP","DE LA MICHELINE",56400,"BRECH"
5986,,,"BELLEVUE",56360,"LE PALAIS"
2,,"RES","DE BRETAGNE",56470,"LA TRINITE SUR MER"
28,,"AV","DE KERMARIO",56340,"CARNAC"
83,,"RUE","DE LA GARE",56330,"PLUVIGNER"
8573,,"CHS","DES BERNACHES",56340,"CARNAC"
5938,,,"KERHILIO",56410,"ERDEVEN"
8,"B","RUE","DES CARDINAUX",56170,"QUIBERON"
54,,"RUE","LOUIS BILLET",56400,"AURAY"
8,"A","ALL","DES SAULES",56400,"PLUNERET"
7,,"CHS","DES BERNACHES",56340,"CARNAC"
1,,"PL","DE LA REPUBLIQUE",56170,"QUIBERON"
17,,"RUE","DE PORT MARIA",56170,"QUIBERON"
8498,,"CHS","DES BERNACHES",56340,"CARNAC"
42,,"RUE","JOSEPH LE BRIX",56360,"LE PALAIS"
2,,"RUE","DE LA POSTE",56170,"QUIBERON"
31,,"BD","CHARLES DE GAULLE",56410,"ETEL"
8,"B","RUE","DES CARDINAUX",56170,"QUIBERON"
6,,"RUE","DES MARRONNIERS",56170,"QUIBERON"
190,,"AV","DES DRUIDES",56340,"CARNAC"
5780,,"RES","LES HAMEAUX DU DOLMEN",56340,"PLOUHARNEL"
120,,"RUE","DU PORT DE PECHE",56170,"QUIBERON"
1,,"RUE","DE LA CITADELLE",56360,"LE PALAIS"
6048,,"RUE","DES PRESSES",56470,"SAINT-PHILIBERT"
5,,"RUE","DU CHATEAU",56400,"AURAY"
12,,"RUE","DES CONSERVERIES",56170,"QUIBERON"
5,,"RUE","DES RAMANDEUSES",56170,"QUIBERON"
53,,"PL","DE LA REPUBLIQUE",56400,"AURAY"
8324,,"CHE","DE PORT BAGHEU",56340,"CARNAC"
7,,"BD","RENE CASSIN",56170,"QUIBERON"
4,,"PL","DES THONIERS",56410,"ETEL"
4,"A","ALL","DES SAULES",56400,"PLUNERET"
10,,"RUE","BIHAN",56360,"LE PALAIS"
3,,"RUE","POULIGNER",56170,"QUIBERON"
6079,,"RUE","JEAN-FRANCOIS GOUZER",56470,"SAINT-PHILIBERT"
5274,"F","RUE","MONET",56400,"PLUNERET"
94,,"RUE","ABBE PHILIPPE LE GALL",56400,"AURAY"
14,"B","RUE","DE LILLE",56170,"QUIBERON"
5,,"RUE","ST PAUL",56140,"MALESTROIT"
31,,"RUE","DU GENERAL LECLERC",56800,"PLOERMEL"
8116,,"RUE","DE L'EPINETTE",56800,"PLOERMEL"
4,,"FG","STE ANNE",56140,"MALESTROIT"
8741,,"RES","LE CARRE DES FEES",56800,"PLOERMEL"
2,,"RUE","DE SAINT MICHEL",56300,"PONTIVY"
5367,,,"LE POU",56160,"LIGNOL"
12,,"RUE","DE KERJALOTTE",56300,"PONTIVY"
9003,,"RUE","LILI BOULANGER",56300,"PONTIVY"
8,,"RUE","DE LA MOTTE",56300,"PONTIVY"
6,,"RUE","DES FONTAINES",56150,"BAUD"
2,,"RUE","JULIEN GRACQ",56300,"PONTIVY"
19,,"RUE","LEON DUROCHER",56300,"PONTIVY"
25,,"RUE","DU FIL",56300,"PONTIVY"
23,,"RUE","LUCIE AUBRAC",56300,"PONTIVY"
41,,"RUE","NATIONALE",56300,"PONTIVY"
41,,"RUE","NATIONALE",56300,"PONTIVY"
3,,"RUE","GERMAINE TAILLEFERRE",56300,"PONTIVY"
155,,"RUE","NATIONALE",56300,"PONTIVY"
14,,"PL","LEPERDIT",56300,"PONTIVY"
34,,"RUE","LUCIE AUBRAC",56300,"PONTIVY"
72,,"RUE","GAL DE GAULLE",56300,"PONTIVY"
11,,"RUE","ABBE MARTIN",56300,"PONTIVY"
5544,"F","RUE","PASTEUR",56150,"BAUD"
27,,"BD","VICTOR HUGO",58000,"NEVERS"
8,,"RUE","DE LOURDES",58000,"NEVERS"
19,,"RUE","SAINT MARTIN",58600,"FOURCHAMBAULT"
4,,"RUE","ANDRE MALRAUX",58640,"VARENNES-VAUZELLES"
5,,"RUE","DE PRUNEVEAUX",58000,"NEVERS"
1,,"RUE","DOCTEUR LOUIS TIXIER",58000,"NEVERS"
2,,"RUE","DE LA TURLURETTE",58160,"IMPHY"
14,,"RUE","MOLIERE",58000,"NEVERS"
51,,"RUE","CLAUDE PARENT",58000,"NEVERS"
1,,"RUE","DE REMIGNY",58000,"NEVERS"
5,,"RUE","PIERRE MENDES FRANCE",58660,"COULANGES LES NEVERS"
43,,"AV","DE VERDUN",58300,"DECIZE"
2,,"RUE","LOUIS PERGAUD",58000,"NEVERS"
42,,"RUE","YVES COGOI",58600,"FOURCHAMBAULT"
2,"B","RUE","PASTEUR",58000,"NEVERS"
20,,"RUE","GAMBETTA",58000,"NEVERS"
13,,"RUE","DES ACACIAS",58000,"SAINT ELOI"
12,,"RUE","FERNAND CHALANDRE",58000,"NEVERS"
44,,"RUE","GAMBETTA",58600,"FOURCHAMBAULT"
12,,"RUE","DU 4 SEPTEMBRE",58600,"FOURCHAMBAULT"
15,,"RUE","ST MARTIN",58000,"NEVERS"
5,"B","BD","VICTOR HUGO",58000,"NEVERS"
4,,"RUE","ALEXANDRE DESROUSSEAUX",59800,"LILLE"
256,,"AV","DE LA REPUBLIQUE",59110,"LA MADELEINE"
108,,"RUE","FAIDHERBE",59110,"LA MADELEINE"
4,,"RUE","CORBET",59800,"LILLE"
140,,"RUE","D IENA",59000,"LILLE"
28,,"RUE","FRANCOIS DE BADTS",59110,"LA MADELEINE"
10,,"BD","CARNOT",59800,"LILLE"
92,,"RUE","ROYALE",59800,"LILLE"
108,,"RUE","SAINT ANDRE",59800,"LILLE"
19,,"AV","SIMONE",59110,"LA MADELEINE"
1,,"RUE","DE NORMANDIE",59370,"MONS EN BAROEUL"
24,,"RUE","NICOLAS LEBLANC",59000,"LILLE"
10,,"RUE","DOUDIN",59800,"LILLE"
54,,"RUE","ESQUERMOISE",59800,"LILLE"
2,,"RUE","EMILE DESMET",59800,"LILLE"
18,,"RUE","VICTOR DURUY",59000,"LILLE"
6,,"AV","DU CHANCELIER ADENAUER",59370,"MONS EN BAROEUL"
46,,"RUE","DU CHAUFOUR",59110,"LA MADELEINE"
71,,"AV","DU PRESIDENT KENNEDY",59800,"LILLE"
33,,"RUE","ADOLPHE",59800,"LILLE"
35,,"RUE","DES BOUCHERS",59800,"LILLE"
16,,"RUE","DU PARC",59110,"LA MADELEINE"
38,,"AV","CHARLES ST VENANT",59800,"LILLE"
356,,"AV","DE DUNKERQUE",59130,"LAMBERSART"
37,,"RUE","JULES FERRY",59370,"MONS EN BAROEUL"
3,"B","RUE","DU COLOMBIER",59155,"FACHES THUMESNIL"
133,,"RUE","ROYALE",59800,"LILLE"
29,,"RUE","HENRI DUNANT",59000,"LILLE"
12,"B","RUE","MAURICE BERTEAUX",59260,"LILLE"
33,,"RUE","JEAN DEWASNE",59260,"LILLE"
3,,"RUE","COURMONT",59000,"LILLE"
34,,"ALL","VAUBAN",59110,"LA MADELEINE"
67,,"RUE","DE L EPINETTE",59000,"LILLE"
47,,"RUE","DU MARECHAL FOCH",59110,"LA MADELEINE"
145,,"AV","WILLY BRANDT",59777,"LILLE"
9,,"RUE","PAUL LAFARGUE",59155,"FACHES THUMESNIL"
124,"B","AV","BECQUART",59130,"LAMBERSART"
124,"B","AV","BECQUART",59130,"LAMBERSART"
35,,"AV","DU MARECHAL LECLERC",59110,"LA MADELEINE"
132,,"RUE","ROGER SALENGRO",59260,"LILLE"
111,,"RUE","FAIDHERBE",59110,"LA MADELEINE"
29,"B","RUE","FERRER",59155,"FACHES THUMESNIL"
415,,"RUE","LEON GAMBETTA",59000,"LILLE"
306,,"RUE","DU GENERAL DE GAULLE",59370,"MONS EN BAROEUL"
26,,"AV","DU MARECHAL DE LATTRE",59350,"SAINT-ANDRE"
260,,"RUE","DU FBG D ARRAS",59000,"LILLE"
24,,"BD","DE LA LIBERTE",59800,"LILLE"
220,,"RUE","BASTION SAINT ANDRE",59800,"LILLE"
31,,"RUE","ESQUERMOISE",59800,"LILLE"
119,,"RUE","DE DOUAI",59000,"LILLE"
47,,"RUE","FOURIER",59000,"LILLE"
156,,"RUE","DE DOUAI",59000,"LILLE"
1,,"RUE","DU JARDIN DE L ARC",59110,"LA MADELEINE"
18,,"RUE","LEPELLETIER",59800,"LILLE"
5,,"RUE","FRANKLIN",59800,"LILLE"
37,,"RUE","BASSE",59800,"LILLE"
130,,"RUE","ROGER SALENGRO",59260,"LILLE"
1,,"RUE","DE NORMANDIE",59370,"MONS EN BAROEUL"
6,,"AV","DU CHANCELIER ADENAUER",59370,"MONS EN BAROEUL"
142,,"AV","SAINT MAUR",59110,"LA MADELEINE"
102,,"RUE","DE LILLE",59350,"SAINT-ANDRE"
216,,"RUE","DES BOIS BLANCS",59000,"LILLE"
18,,"RUE","ARAGO",59000,"LILLE"
71,,"RUE","SAINT SEBASTIEN",59800,"LILLE"
3,,"RUE","RACINE",59000,"LILLE"
68,,"RUE","SAINTE HELENE",59350,"SAINT-ANDRE"
61,,"AV","DU PRESIDENT KENNEDY",59800,"LILLE"
14,,"RUE","D EMMERIN",59000,"LILLE"
45,,"AV","SIMONE",59110,"LA MADELEINE"
2,,"RUE","DE LA RAPINE",59800,"LILLE"
2,,"RUE","VANTROYEN",59800,"LILLE"
180,,"AV","GEORGES CLEMENCEAU",59118,"WAMBRECHIES"
61,,"RUE","DE BETHUNE",59800,"LILLE"
14,,"RUE","ROGER VERGIN",59130,"LAMBERSART"
74,,"RUE","FONTAINE",59110,"LA MADELEINE"
350,,"RUE","LEON GAMBETTA",59000,"LILLE"
141,,"RUE","FAIDHERBE HELLEMMES",59260,"LILLE"
11,,"PL","LEROUX DE FAUQUEMONT",59000,"LILLE"
128,,"RUE","PIERRE LEGRAND",59800,"LILLE"
17,,"RUE","DES ARCHIVES",59800,"LILLE"
45,,"RUE","DE CONDE",59000,"LILLE"
52,,"RUE","ESQUERMOISE",59800,"LILLE"
24,,"RUE","DES BLANCHISSEURS",59130,"LAMBERSART"
110,,"RUE","DU CHEVALIER FRANCAIS",59800,"LILLE"
134,,"RUE","DE SOLFERINO",59800,"LILLE"
191,,"RUE","PIERRE MAUROY",59800,"LILLE"
207,,"RUE","DU PDT GEORGES POMPIDOU",59110,"LA MADELEINE"
1,"B","PL","VANHOENACKER",59000,"LILLE"
204,,"AV","SAINTE CECILE",59130,"LAMBERSART"
53,,"RUE","LEON GAMBETTA",59000,"LILLE"
12,,"RUE","INKERMANN",59000,"LILLE"
2,"B","AV","VICTOR HUGO",59110,"LA MADELEINE"
12,,"RUE","D ALSACE",59370,"MONS EN BAROEUL"
71,,"RUE","MATTEOTTI",59800,"LILLE"
2,,"RUE","VAILLANT",59130,"LAMBERSART"
27,,"RUE","DU MARECHAL LYAUTEY",59370,"MONS EN BAROEUL"
1,,"RUE","DE L ARBRISSEAU",59155,"FACHES THUMESNIL"
17,"B","RUE","DU MAGASIN",59800,"LILLE"
115,,"AV","DE LA LIBERTE",59130,"LAMBERSART"
39,,"RUE","FAIDHERBE",59155,"FACHES THUMESNIL"
9,,"RUE","ALLARD DUGAUQUIER",59800,"LILLE"
175,,"RUE","DE LA CARNOY",59130,"LAMBERSART"
34,,"RUE","DU PARC",59110,"LA MADELEINE"
68,,"RUE","DU GENERAL LECLERC",59118,"WAMBRECHIES"
11,,"AV","LOUISE",59110,"LA MADELEINE"
42,,"RUE","DE LA HALLE",59800,"LILLE"
304,,"AV","JEAN JAURES",59790,"RONCHIN"
230,,"AV","DE LA REPUBLIQUE",59110,"LA MADELEINE"
2,"B","AV","DE LA LIBERATION",59790,"RONCHIN"
12,,"RUE","DE L ABBE LEMIRE",59110,"LA MADELEINE"
89,,"RUE","DE PARIS",59110,"LA MADELEINE"
6,,"AV","DU CHANCELIER ADENAUER",59370,"MONS EN BAROEUL"
200,,"RUE","ROGER SALENGRO",59790,"RONCHIN"
70,,"RUE","NATIONALE",59800,"LILLE"
62,,"RUE","HENRI PETERS",59520,"MARQUETTE-LEZ-LILLE"
10,,"RUE","DE LA QUENETTE",59800,"LILLE"
35,,"RUE","DU MARECHAL LYAUTEY",59370,"MONS EN BAROEUL"
69,,"RUE","NEGRIER",59800,"LILLE"
200,,"RUE","ROGER SALENGRO",59790,"RONCHIN"
20,,"RUE","GARIBALDI",59000,"LILLE"
144,,"RUE","ANATOLE FRANCE",59790,"RONCHIN"
27,,"RUE","DU MARECHAL LYAUTEY",59370,"MONS EN BAROEUL"
67,,"AV","DU PEUPLE BELGE",59800,"LILLE"
33,,"RUE","JEAN BART",59000,"LILLE"
6,,"AV","DU CHANCELIER ADENAUER",59370,"MONS EN BAROEUL"
22,,"RUE","LOUIS BRAILLE",59790,"RONCHIN"
22,,"RUE","DE PUEBLA",59800,"LILLE"
63,,"RUE","DU GENERAL DE GAULLE",59370,"MONS EN BAROEUL"
200,,"RUE","ROGER SALENGRO",59790,"RONCHIN"
1,,"RUE","DE NORMANDIE",59370,"MONS EN BAROEUL"
19,,"RUE","SAINT GENOIS",59800,"LILLE"
24,,"QUAI","DE L OUEST",59000,"LILLE"
26,"B","RUE","DE LA GRANDE CHAUSSEE",59800,"LILLE"
57,,"RUE","DE L EPINETTE",59000,"LILLE"
54,,"AV","SAINT MAUR",59110,"LA MADELEINE"
107,,"RUE","KLEBER",59110,"LA MADELEINE"
44,,"RUE","D ARTOIS",59000,"LILLE"
11,,"RUE","DE BAPAUME",59000,"LILLE"
88,,"RUE","DE LILLE",59520,"MARQUETTE-LEZ-LILLE"
13,,"RUE","GAY LUSSAC",59110,"LA MADELEINE"
38,,"AV","DE LA REPUBLIQUE",59130,"LAMBERSART"
67,"B","RUE","COLBERT",59800,"LILLE"
18,,"RUE","VICTOR DURUY",59000,"LILLE"
145,,"RUE","DES POSTES",59000,"LILLE"
3,,"RUE","FONTAINE",59110,"LA MADELEINE"
30,"B","RUE","ETIENNE DOLET HELLEMMES",59260,"LILLE"
16,,"RUE","ARAGO",59000,"LILLE"
19,,"RUE","NEGRIER",59800,"LILLE"
26,,"RUE","GANTOIS",59000,"LILLE"
60,,"RUE","FAIDHERBE HELLEMMES",59260,"LILLE"
7,,"RUE","LADRIERE",59000,"LILLE"
3,,"RUE","JEAN JACQUES ROUSSEAU",59800,"LILLE"
80,,"RUE","DE L HOPITAL MILITAIRE",59800,"LILLE"
76,,"RUE","MARGUERITE YOURCENAR",59000,"LILLE"
26,,"AV","DU MARECHAL DE LATTRE",59350,"SAINT-ANDRE"
82,,"RUE","D ARTOIS",59000,"LILLE"
44,,"RUE","BONTE POLLET",59000,"LILLE"
10,,"RUE","HENRI KOLB",59000,"LILLE"
1,,"RUE","DES ESSARTS",59110,"LA MADELEINE"
44,,"RUE","DE PUEBLA",59800,"LILLE"
8,,"VLA","VLA MISTRAL",59110,"LA MADELEINE"
2,,"RUE","DE FLANDRE",59110,"LA MADELEINE"
110,,"RUE","DU CHEVALIER FRANCAIS",59800,"LILLE"
117,,"RUE","KLEBER",59155,"FACHES THUMESNIL"
202,,"RUE","COLBERT",59800,"LILLE"
108,,"AV","DU PEUPLE BELGE",59800,"LILLE"
69,,"RUE","DE WAZEMMES",59000,"LILLE"
107,,"RUE","ROGER SALENGRO",59790,"RONCHIN"
281,,"RUE","PIERRE LEGRAND",59800,"LILLE"
8,,"RUE","CARPEAUX",59000,"LILLE"
7,,"RUE","GEORGES DANTON",59000,"LILLE"
99,,"RUE","LEON GAMBETTA",59000,"LILLE"
33,,"BD","DE LA LIBERTE",59800,"LILLE"
370,,"AV","DE DUNKERQUE",59130,"LAMBERSART"
1,,"RUE","DE FLANDRE",59110,"LA MADELEINE"
3,"B","RUE","DESCHODT",59800,"LILLE"
61,,"RUE","DE L EPINETTE",59000,"LILLE"
145,,"AV","WILLY BRANDT",59777,"LILLE"
2,,"RUE","ST SAENS",59790,"RONCHIN"
23,,"RUE","DU GROS GERARD",59800,"LILLE"
34,,"RUE","DU FBG D ARRAS",59000,"LILLE"
76,,"RUE","GUSTAVE DELORY",59800,"LILLE"
225,,"RUE","DU GENERAL DE GAULLE",59110,"LA MADELEINE"
25,,"AV","DE SOUBISE",59130,"LAMBERSART"
18,,"RUE","DE THUMESNIL",59000,"LILLE"
84,,"RUE","JULES VALLES",59800,"LILLE"
11,,"RUE","DES BOUCHERS",59800,"LILLE"
108,,"RUE","MARGUERITE YOURCENAR",59000,"LILLE"
32,,"AV","DU PEUPLE BELGE",59800,"LILLE"
67,"B","RUE","COLBERT",59800,"LILLE"
27,,"RUE","DES POSTES",59000,"LILLE"
36,,"RUE","THIERS",59800,"LILLE"
23,,"RUE","HENRI KOLB",59000,"LILLE"
6,,"AV","DU CHANCELIER ADENAUER",59370,"MONS EN BAROEUL"
139,,"RUE","DE LILLE",59130,"LAMBERSART"
1,,"RUE","MAURICE SCHUMANN",59155,"FACHES THUMESNIL"
2,"A","RUE","DESCHODT",59800,"LILLE"
42,,"RUE","DE PUEBLA",59800,"LILLE"
35,,"ALL","DE LA BOISIERE",59130,"LAMBERSART"
