"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
52,,,,,1,50,2,,"Appartement",,
60.47,,,,,1,60,3,,"Appartement",,
104.56,,,,,1,104,4,,"Appartement",,
46.66,,,,,1,45,3,,"Appartement",,
45.88,,,,,1,48,3,,"Appartement",,
95.55,,,,,1,110,4,,"Appartement",,
105.99,,,,,1,110,6,,"Maison",,
31.6,,,,,1,32,2,,"Appartement",,
85.42,,,,,1,83,5,,"Appartement",,
47.38,,,,,1,45,2,,"Appartement",,
34.3,,,,,1,34,2,,"Appartement",,
111.24,,,,,1,88,4,,"Appartement",,
33.65,,,,,2,40,1,,"Appartement",,
37.15,,,,,1,90,3,,"Appartement",,
81.44,,,,,1,85,4,,"Maison",,
35.7,,,,,1,37,1,,"Appartement",,
24.39,,,,,1,25,1,,"Appartement",,
37.1,,,,,1,36,2,,"Appartement",,
64.49,,,,,1,67,3,,"Appartement",,
67.01,,,,,1,68,3,,"Appartement",,
70.03,,,,,1,72,4,,"Appartement",,
53.77,,,,,2,55,3,,"Appartement",,
23.11,,,,,1,24,1,,"Appartement",,
68.84,,,,,1,59,3,,"Appartement",,
55.45,,,,,2,53,3,,"Appartement",,
67.5,,,,,1,70,3,,"Appartement",,
85.2,,,,,1,89,4,,"Maison",,
69.3,,,,,1,70,3,,"Appartement",,
60.3,,,,,2,58,3,,"Appartement",,
62.38,,,,,2,64,3,,"Appartement",,
22.69,,,,,1,22,1,,"Appartement",,
83.4,,,,,2,83,4,,"Appartement",,
67.55,,,,,1,67,4,,"Appartement",,
39.7,,,,,1,38,2,,"Appartement",,
68.7,,,,,1,66,4,,"Appartement",,
74.19,,,,,1,74,3,,"Appartement",,
76.9,,,,,2,76,4,,"Appartement",,
56.25,,,,,1,56,3,,"Appartement",,
19.81,,,,,1,18,1,,"Appartement",,
67.9,,,,,2,65,2,,"Appartement",,
85.49,,,,,1,85,4,,"Appartement",,
95.43,,,,,1,95,5,,"Appartement",,
123.6,,,,,1,121,4,,"Appartement",,
57.04,,,,,2,57,3,,"Appartement",,
67.66,,,,,1,60,3,,"Appartement",,
47,,,,,3,49,3,,"Appartement",,
54.31,,,,,1,54,3,,"Appartement",,
29.05,,,,,1,30,2,,"Appartement",,
67.19,,,,,2,68,4,,"Appartement",,
81.08,,,,,1,81,3,,"Maison",,
73.8,,,,,1,76,3,,"Appartement",,
18.85,,,,,2,21,2,,"Appartement",,
24.61,,,,,1,42,3,,"Appartement",,
61.84,,,,,1,58,3,,"Appartement",,
40.22,,,,,1,39,1,,"Appartement",,
92.56,,,,,1,100,5,,"Appartement",,
78.41,,,,,1,73,4,,"Appartement",,
130.62,,,,,1,132,6,,"Appartement",,
198.83,,,,,1,196,6,,"Appartement",,
19.68,,,,,1,20,2,,"Appartement",,
47.43,,,,,1,47,2,,"Appartement",,
49.78,,,,,1,49,2,,"Appartement",,
33.35,,,,,1,34,2,,"Appartement",,
42.02,,,,,1,41,2,,"Appartement",,
69.95,,,,,1,69,3,,"Appartement",,
45.37,,,,,1,51,2,,"Appartement",,
20.85,,,,,1,20,1,,"Appartement",,
23.3,,,,,1,44,2,,"Maison",,
52.76,,,,,1,54,3,,"Appartement",,
19.59,,,,,1,20,1,,"Appartement",,
68.69,,,,,1,63,3,,"Appartement",,
64.02,,,,,2,63,4,,"Appartement",,
53.52,,,,,2,52,3,,"Appartement",,
54.5,,,,,1,70,3,,"Appartement",,
32.47,,,,,1,33,1,,"Appartement",,
57.42,,,,,2,58,3,,"Appartement",,
38.54,,,,,3,39,2,,"Appartement",,
51.45,,,,,2,52,3,,"Appartement",,
70.71,,,,,1,73,4,,"Appartement",,
95.65,,,,,1,98,5,,"Appartement",,
57.51,,,,,2,51,2,,"Appartement",,
33.59,,,,,1,35,1,,"Appartement",,
34.92,,,,,1,50,3,,"Appartement",,
50.93,,,,,1,51,2,,"Appartement",,
44.77,,,,,2,42,2,,"Appartement",,
36.53,,,,,1,37,2,,"Appartement",,
72.72,,,,,1,79,2,,"Appartement",,
24.42,,,,,1,24,2,,"Appartement",,
48.73,,,,,1,53,3,,"Appartement",,
18.89,,,,,1,20,1,,"Appartement",,
91.1,,,,,2,90,4,,"Appartement",,
57.44,,,,,1,54,3,,"Appartement",,
60.7,,,,,1,58,3,,"Appartement",,
68.69,,,,,1,75,3,,"Appartement",,
80.1,,,,,1,74,4,,"Appartement",,
41.22,,,,,2,41,2,,"Appartement",,
50.73,,,,,1,54,1,,"Appartement",,
57.36,,,,,2,55,3,,"Appartement",,
59.5,,,,,2,58,3,,"Appartement",,
34.18,,,,,1,36,2,,"Appartement",,
21.7,,,,,1,22,1,,"Appartement",,
89.85,,,,,1,80,3,,"Maison",,
78.91,,,,,1,77,4,,"Appartement",,
95.87,,,,,1,101,5,,"Maison",,
43,,,,,2,41,4,,"Appartement",,
26.8,,,,,3,27,2,,"Appartement",,
86,,,,,1,88,4,,"Maison",,
96.4,,,,,1,96,5,,"Appartement",,
37,,,,,1,39,2,,"Appartement",,
95.1,,,,,1,99,4,,"Maison",,
46.67,,,,,1,49,2,,"Appartement",,
113.25,,,,,2,112,4,,"Appartement",,
31.1,,,,,1,31,1,,"Appartement",,
86.26,,,,,1,89,4,,"Maison",,
16.88,,,,,1,17,1,,"Appartement",,
20.21,,,,,1,20,1,,"Appartement",,
69.62,,,,,1,73,4,,"Appartement",,
69.65,,,,,1,40,2,,"Appartement",,
69.9,,,,,2,72,3,,"Appartement",,
54.08,,,,,1,45,2,,"Appartement",,
43.1,,,,,1,44,2,,"Appartement",,
97.5,,,,,3,90,3,,"Appartement",,
20.71,,,,,1,21,1,,"Appartement",,
79.05,,,,,1,78,4,,"Appartement",,
38.42,,,,,1,40,2,,"Appartement",,
71.37,,,,,1,71,4,,"Appartement",,
37.7,,,,,1,37,3,,"Appartement",,
48.91,,,,,1,48,2,,"Appartement",,
27.52,,,,,1,29,2,,"Appartement",,
79.65,,,,,1,79,4,,"Appartement",,
41.8,,,,,1,52,2,,"Appartement",,
63.47,,,,,2,62,3,,"Appartement",,
40.22,,,,,1,40,2,,"Appartement",,
25.01,,,,,1,28,1,,"Appartement",,
71.3,,,,,1,60,4,,"Appartement",,
68.83,,,,,2,69,4,,"Appartement",,
81,,,,,1,85,3,,"Appartement",,
64.22,,,,,2,66,3,,"Appartement",,
50.58,,,,,2,50,2,,"Appartement",,
48.6,,,,,2,50,2,,"Appartement",,
17.98,,,,,1,19,1,,"Appartement",,
44.92,,,,,1,54,3,,"Appartement",,
47.8,,,,,1,35,2,,"Appartement",,
82.8,,,,,2,74,4,,"Appartement",,
64.84,,,,,2,64,3,,"Appartement",,
29.85,,,,,1,30,2,,"Appartement",,
15.2,,,,,1,15,1,,"Appartement",,
30.59,,,,,2,25,1,,"Appartement",,
86.68,,,,,1,89,4,,"Maison",,
56.15,,,,,1,61,3,,"Appartement",,
121.99,,,,,2,118,4,,"Appartement",,
43.14,,,,,1,42,3,,"Appartement",,
83.43,,,,,1,70,3,,"Appartement",,
76.03,,,,,2,76,4,,"Appartement",,
84.28,,,,,1,90,2,,"Appartement",,
47.52,,,,,1,38,2,,"Appartement",,
39.38,,,,,1,36,1,,"Appartement",,
28.93,,,,,1,32,2,,"Appartement",,
48.51,,,,,1,50,2,,"Appartement",,
69.3,,,,,1,69,3,,"Appartement",,
37.6,,,,,1,51,2,,"Appartement",,
86.92,,,,,1,91,5,,"Maison",,
33.49,,,,,1,33,2,,"Appartement",,
78.9,,,,,1,78,4,,"Appartement",,
20.15,,,,,1,20,1,,"Appartement",,
52.04,,,,,1,60,2,,"Appartement",,
27.91,,,,,1,30,1,,"Appartement",,
55.6,,,,,1,57,3,,"Appartement",,
48.5,,,,,1,50,1,,"Appartement",,
72.5,,,,,1,64,4,,"Appartement",,
50.21,,,,,1,49,2,,"Appartement",,
73.41,,,,,1,74,3,,"Appartement",,
15.86,,,,,1,15,1,,"Appartement",,
92.68,,,,,1,104,4,,"Appartement",,
60.77,,,,,2,45,3,,"Appartement",,
25.29,,,,,1,26,1,,"Appartement",,
90.05,,,,,2,90,5,,"Appartement",,
33.64,,,,,2,32,1,,"Appartement",,
20.69,,,,,1,23,1,,"Appartement",,
46.49,,,,,1,49,3,,"Appartement",,
68.46,,,,,2,70,3,,"Appartement",,
73.54,,,,,1,66,3,,"Appartement",,
35.67,,,,,1,35,2,,"Appartement",,
30.47,,,,,1,30,1,,"Appartement",,
87.49,,,,,1,64,3,,"Appartement",,
33.12,,,,,2,31,1,,"Appartement",,
26.08,,,,,1,26,1,,"Appartement",,
29.11,,,,,1,40,2,,"Appartement",,
21.68,,,,,1,23,2,,"Appartement",,
65.87,,,,,1,67,1,,"Appartement",,
19.37,,,,,1,20,1,,"Appartement",,
81.24,,,,,1,70,5,,"Maison",,
45.41,,,,,2,45,2,,"Appartement",,
111,,,,,1,110,5,,"Maison",,
30.99,,,,,1,30,1,,"Appartement",,
47.45,,,,,1,45,2,,"Appartement",,
22.47,,,,,1,22,1,,"Appartement",,
72.31,,,,,1,77,4,,"Appartement",,
66.64,,,,,1,67,3,,"Appartement",,
64.47,,,,,2,64,3,,"Appartement",,
43.2,,,,,1,51,1,,"Appartement",,
16.23,,,,,1,16,1,,"Appartement",,
76.55,,,,,1,76,4,,"Maison",,
45.35,,,,,1,44,2,,"Appartement",,
90.09,,,,,1,82,3,,"Appartement",,
73.29,,,,,1,73,4,,"Appartement",,
66.3,,,,,1,70,3,,"Appartement",,
134.84,,,,,1,79,4,,"Maison",,
55.64,,,,,1,62,3,,"Appartement",,
48.22,,,,,1,48,3,,"Appartement",,
50.33,,,,,2,59,3,,"Appartement",,
20.04,,,,,1,20,1,,"Appartement",,
53.52,,,,,1,50,2,,"Appartement",,
15.75,,,,,1,14,0,,"Appartement",,
128.27,,,,,1,125,5,,"Maison",,
35.74,,,,,1,38,2,,"Appartement",,
17.18,,,,,1,18,1,,"Appartement",,
101.44,,,,,1,100,4,600,"Maison","S",
24.24,,,,,2,31,1,,"Appartement",,
27.21,,,,,1,29,1,,"Appartement",,
46.75,,,,,1,68,2,,"Appartement",,
66.51,,,,,1,69,3,,"Appartement",,
46.76,,,,,1,46,1,,"Appartement",,
51.64,,,,,1,63,3,,"Maison",,
50.15,,,,,1,48,2,,"Appartement",,
83.04,,,,,1,92,4,,"Appartement",,
81.04,,,,,1,90,2,,"Appartement",,
39.37,,,,,2,40,2,,"Appartement",,
23.7,,,,,1,21,1,,"Appartement",,
47.3,,,,,1,49,3,,"Appartement",,
29.42,,,,,1,29,1,,"Appartement",,
28.85,,,,,1,28,2,,"Appartement",,
32.07,,,,,1,30,3,,"Appartement",,
32.83,,,,,1,23,2,,"Appartement",,
18.45,,,,,1,18,1,,"Appartement",,
30.45,,,,,1,31,1,,"Appartement",,
55.26,,,,,1,55,3,,"Appartement",,
86.8,,,,,1,89,4,,"Maison",,
132.57,,,,,1,126,3,,"Appartement",,
23.73,,,,,1,24,1,,"Appartement",,
34.35,,,,,1,40,2,,"Appartement",,
78.04,,,,,1,30,1,,"Appartement",,
150,,,,,1,172,7,,"Maison",,
45.9,,,,,2,46,2,,"Appartement",,
33.98,,,,,2,34,1,,"Appartement",,
40.44,,,,,1,31,1,,"Appartement",,
27.13,,,,,1,25,1,,"Appartement",,
42.69,,,,,1,43,2,,"Appartement",,
39.1,,,,,1,40,2,,"Appartement",,
27.65,,,,,1,21,1,,"Appartement",,
25.88,,,,,1,27,1,,"Appartement",,
39.23,,,,,1,39,2,,"Appartement",,
77.51,,,,,1,76,3,,"Appartement",,
19.79,,,,,1,20,1,,"Appartement",,
42.78,,,,,1,49,2,,"Maison",,
23.39,,,,,2,24,1,,"Appartement",,
32.75,,,,,1,25,1,,"Appartement",,
25.13,,,,,1,25,2,,"Appartement",,
37.71,,,,,1,36,1,,"Appartement",,
55,,,,,1,56,3,,"Appartement",,
67.11,,,,,2,65,3,,"Appartement",,
16.53,,,,,1,17,1,,"Appartement",,
21.5,,,,,1,22,1,,"Appartement",,
24.71,,,,,1,25,1,,"Appartement",,
27.52,,,,,1,18,2,,"Appartement",,
40.22,,,,,1,36,2,,"Appartement",,
70.81,,,,,1,60,2,,"Appartement",,
28.69,,,,,1,28,2,,"Appartement",,
84,,,,,1,83,3,,"Appartement",,
23.09,,,,,1,23,1,,"Appartement",,
26.72,,,,,1,26,2,,"Appartement",,
43.41,,,,,1,44,2,,"Appartement",,
74.7,,,,,1,82,4,,"Appartement",,
65.04,,,,,2,65,3,,"Appartement",,
64.83,,,,,1,64,4,,"Appartement",,
69.36,,,,,1,70,3,,"Appartement",,
70.13,,,,,1,73,5,,"Maison",,
19.27,,,,,1,19,2,,"Appartement",,
47.22,,,,,1,53,3,,"Appartement",,
49.03,,,,,2,48,2,,"Appartement",,
71.62,,,,,1,71,3,,"Appartement",,
38.71,,,,,1,39,2,,"Appartement",,
54.81,,,,,1,54,3,,"Appartement",,
16.79,,,,,1,16,1,,"Appartement",,
28.97,,,,,1,28,2,,"Appartement",,
41.21,,,,,2,42,2,,"Appartement",,
67.57,,,,,2,78,3,,"Appartement",,
24.02,,,,,1,24,1,,"Maison",,
21.05,,,,,1,20,1,,"Appartement",,
71.85,,,,,1,75,3,,"Appartement",,
32.93,,,,,1,33,2,,"Appartement",,
157.13,,,,,1,110,1,,"Appartement",,
66.94,,,,,2,68,4,,"Appartement",,
107,,,,,1,103,4,442,"Maison","S",
85.07,,,,,1,101,3,,"Appartement",,
20.33,,,,,1,21,1,,"Appartement",,
37.83,,,,,1,40,2,,"Maison",,
29,,,,,1,35,2,,"Appartement",,
36.86,,,,,1,31,2,,"Appartement",,
36,,,,,2,36,2,,"Appartement",,
99.03,,,,,1,91,4,,"Maison",,
25.55,,,,,1,25,2,,"Appartement",,
33.25,,,,,1,32,2,,"Appartement",,
25.8,,,,,1,25,2,,"Appartement",,
52.8,,,,,1,58,3,,"Appartement",,
33.98,,,,,1,34,2,,"Appartement",,
52.45,,,,,1,54,3,,"Appartement",,
44.51,,,,,1,43,2,,"Appartement",,
28.67,,,,,1,25,1,,"Appartement",,
22.74,,,,,1,13,1,,"Appartement",,
61.02,,,,,1,60,3,,"Appartement",,
106.02,,,,,1,105,5,,"Maison",,
74.35,,,,,1,53,3,646,"Appartement","VI","VAOC"
36.37,,,,,1,39,2,,"Appartement",,
88.01,,,,,1,90,4,,"Maison",,
18,,,,,1,18,1,,"Appartement",,
22.66,,,,,1,23,2,,"Appartement",,
37.58,,,,,1,42,2,,"Appartement",,
21.74,,,,,1,30,2,,"Appartement",,
77.05,,,,,2,78,3,,"Appartement",,
38.37,,,,,2,38,2,,"Appartement",,
70.71,,,,,1,70,3,,"Appartement",,
41.79,,,,,1,45,2,,"Appartement",,
61.03,,,,,1,65,3,,"Appartement",,
41.33,,,,,1,50,2,,"Appartement",,
25.44,,,,,2,27,1,,"Appartement",,
100.8,,,,,1,72,3,,"Maison",,
25.25,,,,,1,25,2,,"Appartement",,
78.03,,,,,1,86,4,,"Appartement",,
38.23,,,,,1,38,2,,"Appartement",,
30.82,,,,,1,30,4,,"Appartement",,
60.23,,,,,1,60,3,,"Appartement",,
53.66,,,,,2,41,3,,"Appartement",,
55.47,,,,,1,55,3,,"Appartement",,
34.02,,,,,1,39,2,,"Appartement",,
20.64,,,,,1,24,1,,"Appartement",,
109.74,,,,,1,105,5,,"Appartement",,
93.39,,,,,2,92,4,,"Maison",,
68.6,,,,,1,69,4,,"Appartement",,
25.38,,,,,1,25,2,,"Appartement",,
69.2,,,,,1,66,4,,"Appartement",,
100.97,,,,,1,103,4,,"Appartement",,
77.79,,,,,1,74,5,,"Maison",,
22.7,,,,,2,30,1,,"Appartement",,
28.99,,,,,1,29,2,,"Appartement",,
35.87,,,,,1,35,2,,"Appartement",,
31.6,,,,,1,33,2,,"Appartement",,
73.59,,,,,1,76,3,,"Appartement",,
62.64,,,,,2,45,2,,"Appartement",,
65.47,,,,,2,71,3,,"Appartement",,
31.14,,,,,1,30,1,,"Appartement",,
22.68,,,,,1,23,1,,"Appartement",,
52.34,,,,,1,56,3,,"Appartement",,
26.21,,,,,1,25,2,,"Appartement",,
110.25,,,,,1,118,4,,"Maison",,
33.41,,,,,2,34,1,,"Appartement",,
56.8,,,,,1,36,1,,"Appartement",,
29.01,,,,,1,30,2,,"Appartement",,
58.43,,,,,1,54,3,,"Appartement",,
68.59,,,,,1,65,3,,"Appartement",,
24.41,,,,,1,24,2,,"Appartement",,
50.11,,,,,1,50,2,,"Appartement",,
91.8,,,,,2,105,4,,"Appartement",,
50.82,,,,,1,59,1,,"Appartement",,
33.7,,,,,1,33,2,,"Appartement",,
34.78,,,,,1,34,2,,"Appartement",,
59.02,,,,,2,61,3,,"Appartement",,
36.88,,,,,1,37,1,,"Appartement",,
38.05,,,,,1,38,2,,"Appartement",,
27.54,,,,,1,28,2,,"Appartement",,
49.17,,,,,2,48,3,,"Appartement",,
44.83,,,,,1,40,2,,"Appartement",,
39,,,,,2,38,2,,"Appartement",,
55.97,,,,,2,66,3,,"Appartement",,
28.24,,,,,1,28,2,,"Appartement",,
47.55,,,,,2,46,2,,"Appartement",,
37.45,,,,,1,38,2,,"Appartement",,
28.78,,,,,1,28,2,,"Appartement",,
30.34,,,,,1,30,2,,"Appartement",,
30.3,,,,,1,30,1,,"Appartement",,
47.07,,,,,2,43,2,,"Appartement",,
37.23,,,,,1,37,4,,"Appartement",,
36.34,,,,,1,40,3,,"Appartement",,
81.1,,,,,1,83,4,,"Appartement",,
73.49,,,,,1,77,3,,"Appartement",,
61.26,,,,,1,60,3,,"Appartement",,
34.72,,,,,1,32,1,,"Appartement",,
25.01,,,,,2,27,1,,"Appartement",,
35.7,,,,,1,30,2,,"Appartement",,
44.5,,,,,1,44,3,,"Appartement",,
76.94,,,,,1,75,4,,"Appartement",,
60.19,,,,,1,58,3,,"Appartement",,
59.3,,,,,1,59,3,,"Appartement",,
21.18,,,,,1,21,2,,"Appartement",,
90.52,,,,,1,88,3,,"Appartement",,
78.23,,,,,2,77,4,,"Appartement",,
42.41,,,,,1,31,1,,"Appartement",,
41.27,,,,,1,42,3,,"Appartement",,
51.04,,,,,2,53,2,,"Appartement",,
144.05,,,,,1,136,6,,"Maison",,
43.29,,,,,1,44,2,,"Appartement",,
36.74,,,,,1,39,4,,"Appartement",,
28.12,,,,,1,28,2,,"Appartement",,
44.68,,,,,1,36,2,,"Appartement",,
15.9,,,,,1,17,1,,"Appartement",,
77.75,,,,,3,77,3,,"Appartement",,
27.88,,,,,1,27,1,,"Appartement",,
26.23,,,,,1,30,2,,"Appartement",,
55.52,,,,,1,55,3,,"Appartement",,
63.54,,,,,1,46,2,,"Appartement",,
61.56,,,,,1,62,3,,"Appartement",,
31.16,,,,,1,30,1,,"Appartement",,
74.6,,,,,1,110,4,,"Appartement",,
80.37,,,,,1,32,1,,"Appartement",,
30.52,,,,,1,31,2,,"Appartement",,
33.72,,,,,1,19,1,,"Maison",,
68.36,,,,,1,60,4,138,"Maison","S",
23.18,,,,,1,26,1,,"Appartement",,
28.8,,,,,1,32,1,,"Appartement",,
24.57,,,,,1,25,1,,"Appartement",,
19.77,,,,,1,19,2,,"Appartement",,
45.78,,,,,1,45,2,,"Appartement",,
76.36,,,,,2,77,5,,"Appartement",,
70.79,,,,,1,78,3,,"Appartement",,
74.18,,,,,1,70,4,,"Appartement",,
97.53,,,,,1,95,4,,"Maison",,
60.82,,,,,1,63,2,,"Appartement",,
63.63,,,,,1,64,2,,"Appartement",,
45.62,,,,,1,46,2,,"Appartement",,
55.8,,,,,1,52,2,,"Appartement",,
65.69,,,,,1,66,3,,"Appartement",,
30.32,,,,,1,30,2,,"Appartement",,
30.19,,,,,1,31,1,,"Appartement",,
49.4,,,,,1,50,2,,"Appartement",,
60.03,,,,,1,66,2,,"Appartement",,
65.4,,,,,1,55,3,,"Appartement",,
114.43,,,,,1,130,4,397,"Maison","S",
29.37,,,,,1,36,2,,"Appartement",,
42.07,,,,,2,42,2,,"Appartement",,
85.05,,,,,1,84,3,,"Appartement",,
62.6,,,,,2,62,2,,"Appartement",,
26.23,,,,,1,26,1,,"Appartement",,
42.64,,,,,2,42,2,,"Appartement",,
16.49,,,,,1,16,1,,"Appartement",,
40.31,,,,,2,38,2,,"Appartement",,
25.15,,,,,1,29,2,,"Appartement",,
51.22,,,,,1,52,3,,"Appartement",,
23.97,,,,,1,23,1,,"Appartement",,
54.7,,,,,1,56,3,,"Appartement",,
14.75,,,,,1,14,1,,"Appartement",,
36.01,,,,,1,36,2,,"Appartement",,
68.34,,,,,1,52,2,,"Appartement",,
31.26,,,,,1,32,2,,"Appartement",,
37.14,,,,,1,36,3,,"Appartement",,
17.7,,,,,1,18,1,,"Appartement",,
60.24,,,,,1,60,3,,"Appartement",,
23.09,,,,,1,23,1,,"Appartement",,
31.78,,,,,1,34,2,,"Appartement",,
47.24,,,,,2,47,2,,"Appartement",,
17.03,,,,,1,17,1,,"Appartement",,
15.72,,,,,1,14,1,,"Appartement",,
67.68,,,,,1,66,3,,"Appartement",,
55.44,,,,,1,36,3,,"Appartement",,
35.41,,,,,1,38,2,,"Appartement",,
88.02,,,,,1,90,4,,"Maison",,
22.19,,,,,1,18,1,,"Appartement",,
41.59,,,,,1,41,2,,"Appartement",,
64.48,,,,,1,75,3,,"Appartement",,
219.6,,,,,1,226,7,1000,"Maison","S",
22.15,,,,,1,22,1,,"Appartement",,
22.3,,,,,1,22,1,,"Appartement",,
65.73,,,,,2,68,4,,"Appartement",,
28.33,,,,,2,43,2,,"Appartement",,
27.84,,,,,1,27,2,,"Appartement",,
42.77,,,,,1,45,2,,"Appartement",,
38.17,,,,,1,37,2,,"Appartement",,
56.75,,,,,2,57,3,,"Appartement",,
28.75,,,,,2,29,2,,"Appartement",,
67.45,,,,,1,71,2,,"Appartement",,
77.11,,,,,1,74,3,,"Appartement",,
68.21,,,,,1,64,1,,"Maison",,
48.65,,,,,1,52,2,,"Appartement",,
14.77,,,,,1,14,1,,"Appartement",,
59.67,,,,,1,66,3,,"Appartement",,
38.16,,,,,1,38,2,,"Appartement",,
27.13,,,,,1,28,1,,"Appartement",,
102.16,,,,,1,103,4,,"Appartement",,
37.78,,,,,1,31,1,,"Appartement",,
36,,,,,1,36,1,,"Appartement",,
81.23,,,,,2,82,4,,"Appartement",,
35,,,,,1,38,2,,"Appartement",,
16.35,,,,,1,17,1,,"Appartement",,
14.03,,,,,1,18,1,,"Appartement",,
23.22,,,,,1,24,1,,"Appartement",,
58.55,,,,,1,63,3,,"Appartement",,
16.95,,,,,1,23,1,,"Appartement",,
21.29,,,,,1,21,1,,"Appartement",,
68.73,,,,,2,68,3,,"Appartement",,
24.23,,,,,1,22,1,,"Appartement",,
61.03,,,,,1,65,2,,"Appartement",,
106.93,,,,,1,58,3,,"Maison",,
58.99,,,,,1,69,3,,"Appartement",,
97.14,,,,,1,96,4,,"Appartement",,
70.08,,,,,2,70,3,,"Appartement",,
86.18,,,,,2,87,3,,"Appartement",,
13.16,,,,,1,13,1,,"Appartement",,
24.13,,,,,2,28,1,,"Appartement",,
62.42,,,,,1,50,3,,"Appartement",,
28.6,,,,,1,33,2,,"Appartement",,
69.9,,,,,1,63,3,,"Appartement",,
36.5,,,,,2,36,2,,"Appartement",,
63.54,,,,,1,62,3,,"Appartement",,
41.62,,,,,1,41,2,,"Appartement",,
24.4,,,,,1,24,2,,"Appartement",,
53.3,,,,,1,56,3,,"Appartement",,
65.17,,,,,1,63,3,,"Appartement",,
62.67,,,,,1,65,4,,"Appartement",,
42.3,,,,,2,42,2,,"Appartement",,
37.48,,,,,2,39,1,,"Appartement",,
16.22,,,,,1,16,1,,"Appartement",,
62.79,,,,,1,63,3,,"Appartement",,
51.75,,,,,1,48,1,,"Appartement",,
73.09,,,,,2,70,3,,"Appartement",,
93.14,,,,,1,93,5,,"Appartement",,
61.94,,,,,1,65,4,,"Appartement",,
61.89,,,,,1,61,3,,"Appartement",,
22.3,,,,,1,22,1,,"Appartement",,
69.82,,,,,1,68,3,,"Appartement",,
49.15,,,,,1,49,2,,"Appartement",,
44.89,,,,,1,44,2,,"Appartement",,
22.03,,,,,1,22,1,,"Appartement",,
28.36,,,,,1,19,1,,"Appartement",,
31.31,,,,,1,32,2,,"Appartement",,
80,,,,,1,80,4,,"Appartement",,
130.7,,,,,1,100,6,,"Appartement",,
40.39,,,,,1,44,3,,"Appartement",,
18.47,,,,,1,20,1,,"Appartement",,
27.71,,,,,1,27,1,,"Appartement",,
74,,,,,2,76,4,,"Appartement",,
24.47,,,,,1,26,1,,"Appartement",,
78.86,,,,,1,77,3,,"Appartement",,
30.12,,,,,1,32,1,,"Appartement",,
27.2,,,,,1,27,1,,"Appartement",,
21.51,,,,,1,25,1,,"Appartement",,
57.01,,,,,1,73,3,,"Appartement",,
58.39,,,,,1,55,2,,"Appartement",,
49.01,,,,,1,50,2,,"Appartement",,
20.35,,,,,1,20,1,,"Appartement",,
29.81,,,,,1,30,2,,"Appartement",,
19.94,,,,,1,14,1,,"Appartement",,
80.82,,,,,1,81,4,,"Appartement",,
16.24,,,,,1,16,1,,"Appartement",,
36.44,,,,,1,40,2,,"Appartement",,
21.43,,,,,1,21,1,,"Appartement",,
53.34,,,,,2,54,2,,"Appartement",,
119.28,,,,,1,110,4,,"Appartement",,
40.01,,,,,1,41,2,,"Appartement",,
53.1,,,,,1,32,2,,"Appartement",,
49.7,,,,,1,45,2,,"Appartement",,
32.83,,,,,1,33,2,,"Appartement",,
41.62,,,,,1,60,3,,"Appartement",,
35.42,,,,,1,35,1,,"Appartement",,
22.62,,,,,1,28,1,,"Appartement",,
60.1,,,,,1,60,3,,"Appartement",,
23.21,,,,,1,23,1,,"Appartement",,
55.08,,,,,2,54,3,,"Appartement",,
22.48,,,,,1,22,1,,"Appartement",,
44,,,,,1,44,2,,"Appartement",,
61.75,,,,,1,57,2,,"Appartement",,
23.59,,,,,1,23,2,,"Appartement",,
37.59,,,,,2,40,2,,"Appartement",,
43.79,,,,,2,44,2,,"Appartement",,
24.54,,,,,1,24,2,,"Appartement",,
59.7,,,,,1,58,3,,"Appartement",,
42,,,,,1,41,2,,"Appartement",,
79.76,,,,,1,27,1,,"Appartement",,
26.22,,,,,1,28,2,,"Appartement",,
29.2,,,,,1,29,1,,"Appartement",,
54.75,,,,,1,60,3,,"Appartement",,
73.39,,,,,1,75,4,,"Appartement",,
65.87,,,,,1,48,2,,"Maison",,
32.05,,,,,1,25,3,,"Maison",,
30.01,,,,,1,31,2,,"Appartement",,
63.01,,,,,1,63,3,,"Appartement",,
64.26,,,,,1,64,3,,"Appartement",,
34.45,,,,,1,36,2,,"Appartement",,
19.89,,,,,1,20,1,,"Appartement",,
139.62,,,,,1,125,5,,"Maison",,
74.68,,,,,1,76,4,,"Maison",,
37.99,,,,,1,38,2,,"Appartement",,
65.03,,,,,1,55,3,,"Appartement",,
218.12,,,,,1,150,4,,"Maison",,
59.28,,,,,2,54,3,,"Appartement",,
29.63,,,,,1,29,2,,"Appartement",,
22.53,,,,,1,23,2,,"Appartement",,
19.24,,,,,1,18,1,,"Appartement",,
88.69,,,,,1,82,3,,"Maison",,
26.47,,,,,2,28,1,,"Appartement",,
28.68,,,,,1,30,1,,"Appartement",,
60.59,,,,,1,58,3,,"Appartement",,
34.11,,,,,1,40,1,,"Appartement",,
30.43,,,,,1,40,2,,"Appartement",,
35.63,,,,,2,36,1,,"Appartement",,
45.25,,,,,1,45,2,,"Appartement",,
31.4,,,,,1,36,1,,"Appartement",,
