"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
69,,,,,2,41,2,,"Appartement",,
20.72,,,,,1,17,1,,"Appartement",,
62.76,,,,,2,55,3,,"Appartement",,
49.03,,,,,1,45,3,,"Appartement",,
42.77,,,,,1,43,3,,"Appartement",,
26.05,,,,,1,27,1,,"Appartement",,
59.73,,,,,1,60,3,,"Appartement",,
83.5,,,,,2,85,4,,"Appartement",,
65.96,,,,,2,66,3,,"Appartement",,
20,,,,,1,21,1,,"Appartement",,
31.47,,,,,2,36,1,,"Appartement",,
31.58,,,,,2,32,3,,"Appartement",,
41.11,,,,,2,35,3,,"Appartement",,
59.86,,,,,2,58,3,,"Appartement",,
15.34,,,,,1,16,1,,"Appartement",,
37.68,,,,,2,35,2,,"Appartement",,
32.36,,,,,2,32,2,,"Appartement",,
81.5,,,,,2,79,4,,"Appartement",,
34.02,,,,,2,36,2,,"Appartement",,
54.81,,,,,2,54,3,,"Appartement",,
37.8,,,,,1,35,2,,"Appartement",,
25.45,,,,,2,18,1,,"Appartement",,
54.66,,,,,1,54,3,,"Appartement",,
86.17,,,,,2,87,5,,"Appartement",,
82.7,,,,,1,82,4,,"Appartement",,
45.02,,,,,2,35,2,,"Appartement",,
19.01,,,,,2,30,1,,"Appartement",,
34.04,,,,,1,32,2,,"Appartement",,
18.91,,,,,1,21,2,,"Appartement",,
12.26,,,,,1,10,1,,"Appartement",,
51.69,,,,,2,51,2,,"Appartement",,
47.53,,,,,2,48,2,,"Appartement",,
45.85,,,,,1,45,2,,"Appartement",,
31.14,,,,,2,29,1,,"Appartement",,
56.08,,,,,2,58,3,,"Appartement",,
25.07,,,,,2,25,1,,"Appartement",,
11.75,,,,,1,11,1,,"Appartement",,
102.87,,,,,2,83,5,,"Appartement",,
42.52,,,,,1,41,2,,"Appartement",,
45.5,,,,,2,45,3,,"Appartement",,
12.14,,,,,1,15,1,,"Appartement",,
78.27,,,,,1,70,3,,"Appartement",,
65.2,,,,,3,65,3,,"Appartement",,
84.54,,,,,2,83,4,,"Appartement",,
10.25,,,,,1,9,1,,"Appartement",,
42.32,,,,,2,42,2,,"Appartement",,
16.2,,,,,1,14,1,,"Appartement",,
36.7,,,,,1,37,2,,"Appartement",,
32.02,,,,,2,34,1,,"Appartement",,
80.47,,,,,2,75,4,,"Appartement",,
16.03,,,,,1,14,1,,"Appartement",,
50.02,,,,,2,50,2,,"Appartement",,
40.19,,,,,2,39,2,,"Appartement",,
45.82,,,,,1,46,2,,"Appartement",,
31.04,,,,,2,32,1,,"Appartement",,
17.56,,,,,2,18,1,,"Appartement",,
17.12,,,,,1,23,1,,"Appartement",,
36.73,,,,,1,28,2,,"Appartement",,
21.52,,,,,1,22,1,,"Appartement",,
53.62,,,,,2,55,3,,"Appartement",,
10.18,,,,,1,11,1,,"Appartement",,
19.6,,,,,1,29,1,,"Appartement",,
192.1,,,,,1,176,7,,"Appartement",,
60.58,,,,,1,61,3,,"Appartement",,
25.28,,,,,2,26,2,,"Appartement",,
58.1,,,,,2,60,3,,"Appartement",,
31.51,,,,,2,39,1,,"Appartement",,
11.64,,,,,1,11,1,,"Appartement",,
13.05,,,,,1,10,1,,"Appartement",,
37.15,,,,,2,35,2,,"Appartement",,
93.47,,,,,2,94,3,,"Appartement",,
19.1,,,,,1,15,1,,"Appartement",,
31.33,,,,,2,33,2,,"Appartement",,
42.49,,,,,2,42,3,,"Appartement",,
35.21,,,,,1,32,2,,"Appartement",,
69.84,,,,,2,70,3,,"Appartement",,
78.4,,,,,1,86,2,,"Appartement",,
20.55,,,,,1,18,1,,"Appartement",,
68.45,,,,,1,70,3,,"Appartement",,
60.85,,,,,1,60,3,,"Appartement",,
34.8,,,,,1,36,2,,"Appartement",,
67.1,,,,,2,63,3,,"Appartement",,
20.41,,,,,2,20,1,,"Appartement",,
54,,,,,2,52,3,,"Appartement",,
74.48,,,,,2,74,3,,"Appartement",,
19.02,,,,,1,19,1,,"Appartement",,
14.9,,,,,1,11,1,,"Appartement",,
29.75,,,,,2,29,1,,"Appartement",,
46.02,,,,,2,46,2,,"Appartement",,
88.96,,,,,3,89,5,,"Appartement",,
41.83,,,,,1,41,2,,"Appartement",,
17.72,,,,,1,18,1,,"Appartement",,
25.27,,,,,1,25,2,,"Appartement",,
82.5,,,,,2,82,4,,"Appartement",,
17.37,,,,,1,17,1,,"Appartement",,
81.66,,,,,2,81,4,,"Appartement",,
39.07,,,,,1,40,2,,"Appartement",,
29.68,,,,,1,25,2,,"Appartement",,
20.64,,,,,1,21,1,,"Appartement",,
70.75,,,,,1,69,2,,"Appartement",,
23.68,,,,,2,25,1,,"Appartement",,
97.1,,,,,2,98,5,,"Appartement",,
86.78,,,,,2,80,4,,"Appartement",,
60.45,,,,,1,57,2,,"Appartement",,
23.16,,,,,1,23,1,,"Appartement",,
30.81,,,,,2,32,2,,"Appartement",,
55.83,,,,,1,57,3,,"Appartement",,
31.82,,,,,1,29,2,,"Appartement",,
16.52,,,,,1,15,1,,"Appartement",,
47.03,,,,,2,51,2,,"Appartement",,
23.44,,,,,2,22,1,,"Appartement",,
39.02,,,,,2,45,2,,"Appartement",,
25.73,,,,,1,25,2,,"Appartement",,
70.3,,,,,1,71,3,,"Appartement",,
30.02,,,,,1,30,3,,"Appartement",,
23.99,,,,,2,24,1,,"Appartement",,
41.04,,,,,1,45,2,,"Appartement",,
51.87,,,,,1,57,4,,"Appartement",,
31.71,,,,,1,32,2,,"Appartement",,
78.17,,,,,2,77,4,,"Appartement",,
15.69,,,,,1,17,1,,"Appartement",,
41.13,,,,,3,30,2,,"Appartement",,
25.04,,,,,2,25,2,,"Appartement",,
19.39,,,,,1,16,1,,"Appartement",,
26.56,,,,,3,25,1,,"Appartement",,
44.54,,,,,1,44,2,,"Appartement",,
13.69,,,,,1,15,1,,"Appartement",,
38.91,,,,,1,39,2,,"Appartement",,
34.89,,,,,2,34,2,,"Appartement",,
43.14,,,,,2,43,2,,"Appartement",,
29.2,,,,,1,29,2,,"Appartement",,
56.92,,,,,2,56,3,,"Appartement",,
33.08,,,,,1,34,2,,"Appartement",,
24.46,,,,,2,40,2,,"Appartement",,
68.47,,,,,2,68,4,,"Appartement",,
20.52,,,,,1,19,1,,"Appartement",,
48.75,,,,,2,49,3,,"Appartement",,
32.25,,,,,2,32,1,,"Appartement",,
36.68,,,,,2,38,2,,"Appartement",,
29.16,,,,,2,29,1,,"Appartement",,
35.51,,,,,1,33,1,,"Appartement",,
99.13,,,,,1,96,4,,"Appartement",,
36.3,,,,,2,34,3,,"Appartement",,
57.72,,,,,1,62,4,,"Appartement",,
14.66,,,,,1,12,1,,"Appartement",,
31.04,,,,,2,30,1,,"Appartement",,
32.8,,,,,1,32,2,,"Appartement",,
45.32,,,,,2,50,3,,"Appartement",,
94.26,,,,,3,157,6,,"Appartement",,
62.95,,,,,2,62,3,,"Appartement",,
29.02,,,,,1,36,2,,"Appartement",,
49.92,,,,,2,50,2,,"Appartement",,
15.1,,,,,1,11,1,,"Appartement",,
57.29,,,,,2,42,3,,"Appartement",,
38.7,,,,,2,38,2,,"Appartement",,
15.17,,,,,1,15,1,,"Appartement",,
17.5,,,,,3,21,1,,"Appartement",,
60.03,,,,,1,64,3,,"Appartement",,
14.8,,,,,2,20,1,,"Appartement",,
69.18,,,,,1,70,2,,"Appartement",,
34.31,,,,,2,32,2,,"Appartement",,
19.49,,,,,1,19,1,,"Appartement",,
22.95,,,,,1,20,1,,"Appartement",,
20.59,,,,,1,21,1,,"Appartement",,
48.5,,,,,2,48,2,,"Appartement",,
14.01,,,,,1,10,1,,"Appartement",,
105,,,,,3,106,5,,"Appartement",,
18.47,,,,,1,12,1,,"Appartement",,
29.9,,,,,1,30,2,,"Appartement",,
38.31,,,,,1,38,2,,"Appartement",,
44.3,,,,,1,44,2,,"Appartement",,
22.15,,,,,1,35,2,,"Appartement",,
19.11,,,,,1,19,1,,"Appartement",,
69.87,,,,,1,71,3,,"Appartement",,
35.81,,,,,1,37,2,,"Appartement",,
34.8,,,,,1,25,2,,"Appartement",,
29.91,,,,,1,30,2,,"Appartement",,
62.24,,,,,1,63,3,,"Appartement",,
33.25,,,,,2,33,1,,"Appartement",,
28.53,,,,,1,28,1,,"Appartement",,
31.43,,,,,2,30,2,,"Appartement",,
97.02,,,,,2,99,4,,"Appartement",,
41.29,,,,,1,30,2,,"Appartement",,
46.57,,,,,1,52,3,,"Appartement",,
29.64,,,,,1,29,1,,"Appartement",,
83.75,,,,,1,79,3,,"Appartement",,
43.88,,,,,2,44,2,,"Appartement",,
30,,,,,2,26,2,,"Appartement",,
62.31,,,,,2,60,4,,"Appartement",,
53.2,,,,,1,50,2,,"Appartement",,
25.98,,,,,1,25,2,,"Appartement",,
43.17,,,,,2,31,2,,"Appartement",,
49.68,,,,,2,50,2,,"Appartement",,
77.14,,,,,2,76,3,,"Appartement",,
46.02,,,,,2,46,2,,"Appartement",,
24.9,,,,,2,27,1,,"Appartement",,
52.14,,,,,1,52,3,,"Appartement",,
93.03,,,,,1,93,4,,"Appartement",,
59.75,,,,,2,62,3,,"Appartement",,
51.4,,,,,2,59,3,,"Appartement",,
87.02,,,,,2,92,4,,"Appartement",,
52.85,,,,,2,60,2,,"Appartement",,
47.15,,,,,2,54,1,,"Appartement",,
49.8,,,,,2,51,3,,"Appartement",,
14.34,,,,,1,15,1,,"Appartement",,
120.06,,,,,1,111,5,,"Appartement",,
55.29,,,,,2,51,3,,"Appartement",,
41.93,,,,,2,41,2,,"Appartement",,
23.77,,,,,2,23,1,,"Appartement",,
27.4,,,,,1,28,1,,"Appartement",,
84.24,,,,,1,84,4,,"Appartement",,
31.1,,,,,1,30,2,,"Appartement",,
50.35,,,,,1,42,2,,"Appartement",,
59.65,,,,,2,58,3,,"Appartement",,
22.12,,,,,1,22,1,,"Appartement",,
103.5,,,,,1,102,3,,"Appartement",,
40.75,,,,,1,40,2,,"Appartement",,
56.59,,,,,1,53,3,,"Appartement",,
60.1,,,,,1,60,2,,"Appartement",,
38.45,,,,,1,41,2,,"Appartement",,
85.75,,,,,2,85,3,,"Appartement",,
34.46,,,,,2,25,2,,"Appartement",,
25.7,,,,,1,25,1,,"Appartement",,
36.34,,,,,2,37,2,,"Appartement",,
25.7,,,,,2,28,2,,"Appartement",,
51.44,,,,,4,35,2,,"Appartement",,
34.39,,,,,1,30,2,,"Appartement",,
27.89,,,,,1,28,2,,"Appartement",,
52.28,,,,,1,31,3,,"Appartement",,
43.16,,,,,1,43,3,,"Appartement",,
77.97,,,,,2,75,4,,"Appartement",,
25.06,,,,,1,26,1,,"Appartement",,
52.54,,,,,1,48,3,,"Appartement",,
84.8,,,,,2,38,2,,"Appartement",,
62.82,,,,,2,65,3,,"Appartement",,
29.48,,,,,1,30,1,,"Appartement",,
41.66,,,,,2,43,3,,"Appartement",,
54.56,,,,,2,50,3,,"Appartement",,
29.45,,,,,2,30,2,,"Appartement",,
32,,,,,1,40,3,,"Appartement",,
44.81,,,,,3,45,3,,"Appartement",,
88.98,,,,,1,80,4,,"Appartement",,
25.31,,,,,1,26,2,,"Appartement",,
27.03,,,,,1,26,2,,"Appartement",,
32.9,,,,,1,30,1,,"Appartement",,
25.11,,,,,1,26,1,,"Appartement",,
42.51,,,,,1,43,3,,"Appartement",,
40.2,,,,,1,40,3,,"Appartement",,
46.64,,,,,1,47,2,,"Appartement",,
89.62,,,,,1,84,4,,"Appartement",,
11.15,,,,,1,10,1,,"Appartement",,
48.03,,,,,1,50,3,,"Appartement",,
86.86,,,,,2,85,2,,"Appartement",,
28.2,,,,,2,57,2,,"Appartement",,
6.25,,,,,1,6,1,,"Appartement",,
40.98,,,,,2,42,3,,"Appartement",,
17.08,,,,,1,18,1,,"Appartement",,
83.77,,,,,1,83,4,,"Appartement",,
35.82,,,,,1,35,2,,"Appartement",,
31.7,,,,,2,30,2,,"Appartement",,
28.29,,,,,1,29,1,,"Appartement",,
37.77,,,,,1,38,2,,"Appartement",,
49.53,,,,,4,61,2,,"Appartement",,
36.33,,,,,1,35,1,,"Appartement",,
50.09,,,,,2,45,3,,"Appartement",,
21.42,,,,,1,25,2,,"Appartement",,
13.69,,,,,1,20,1,,"Appartement",,
27.42,,,,,2,27,2,,"Appartement",,
57.36,,,,,2,58,3,,"Appartement",,
26.3,,,,,2,26,2,,"Appartement",,
32.88,,,,,2,28,3,,"Appartement",,
9.25,,,,,1,7,1,,"Appartement",,
55.23,,,,,1,65,3,,"Appartement",,
53.91,,,,,2,54,2,,"Appartement",,
19.03,,,,,1,20,1,,"Appartement",,
24.64,,,,,1,25,1,,"Appartement",,
19.08,,,,,1,19,1,,"Appartement",,
37.24,,,,,1,37,2,,"Appartement",,
63.03,,,,,2,55,3,,"Appartement",,
21.92,,,,,1,25,2,,"Appartement",,
33,,,,,2,33,2,,"Appartement",,
39.72,,,,,1,47,2,,"Appartement",,
68.6,,,,,1,69,3,,"Appartement",,
60.52,,,,,2,62,3,,"Appartement",,
62.81,,,,,2,62,3,,"Appartement",,
57.62,,,,,2,80,4,,"Appartement",,
44.67,,,,,1,48,3,,"Appartement",,
108.67,,,,,2,87,5,,"Appartement",,
15.56,,,,,1,15,1,,"Appartement",,
26.42,,,,,1,27,2,,"Appartement",,
54.45,,,,,1,54,3,,"Appartement",,
40.31,,,,,2,39,2,,"Appartement",,
58.25,,,,,1,66,3,,"Appartement",,
35.67,,,,,1,39,2,,"Appartement",,
13.5,,,,,1,13,1,,"Appartement",,
64.72,,,,,1,72,3,,"Appartement",,
65.85,,,,,2,63,3,,"Appartement",,
26.36,,,,,2,28,2,,"Appartement",,
59.16,,,,,1,65,3,,"Appartement",,
24.71,,,,,1,30,3,,"Appartement",,
49.76,,,,,2,51,2,,"Appartement",,
46.05,,,,,1,44,2,,"Appartement",,
41.58,,,,,1,44,2,,"Appartement",,
83.5,,,,,2,85,4,,"Appartement",,
17.06,,,,,1,20,1,,"Appartement",,
44.72,,,,,2,42,1,,"Appartement",,
46.26,,,,,1,40,2,,"Appartement",,
70.16,,,,,2,65,3,,"Appartement",,
40.93,,,,,2,42,2,,"Appartement",,
31.72,,,,,1,18,1,,"Appartement",,
22.71,,,,,1,25,1,,"Appartement",,
37.1,,,,,2,35,1,,"Appartement",,
90.18,,,,,2,91,3,,"Appartement",,
36.22,,,,,2,30,2,,"Appartement",,
22.59,,,,,1,22,1,,"Appartement",,
53.81,,,,,2,55,3,,"Appartement",,
29.5,,,,,1,26,1,,"Appartement",,
17.02,,,,,2,13,1,,"Appartement",,
56.13,,,,,2,53,2,,"Appartement",,
41.04,,,,,2,40,2,,"Appartement",,
49.33,,,,,1,47,3,,"Appartement",,
37.49,,,,,1,11,1,,"Appartement",,
44,,,,,1,41,3,,"Appartement",,
24.74,,,,,1,26,2,,"Appartement",,
23.94,,,,,1,20,1,,"Appartement",,
68.29,,,,,2,67,3,,"Appartement",,
20.53,,,,,2,30,1,,"Appartement",,
15.81,,,,,1,18,1,,"Appartement",,
45.12,,,,,1,44,1,,"Appartement",,
30.71,,,,,1,36,2,,"Appartement",,
18.74,,,,,1,24,1,,"Appartement",,
21.55,,,,,1,35,1,,"Appartement",,
56.06,,,,,2,56,2,,"Appartement",,
97.59,,,,,2,93,5,,"Appartement",,
17.2,,,,,2,16,1,,"Appartement",,
28.14,,,,,2,28,1,,"Appartement",,
51.69,,,,,1,53,1,,"Appartement",,
104.85,,,,,1,110,4,,"Appartement",,
79.04,,,,,1,72,3,,"Appartement",,
79.49,,,,,2,75,4,,"Appartement",,
48.13,,,,,1,50,2,,"Appartement",,
13.18,,,,,1,12,1,,"Appartement",,
24.61,,,,,1,25,1,,"Appartement",,
38.88,,,,,1,38,1,,"Appartement",,
41.53,,,,,2,40,3,,"Appartement",,
22.3,,,,,1,20,2,,"Appartement",,
33.86,,,,,3,33,2,,"Appartement",,
99.07,,,,,2,97,3,,"Appartement",,
87.04,,,,,1,85,4,,"Appartement",,
20.4,,,,,2,19,1,,"Appartement",,
28.61,,,,,1,30,1,,"Appartement",,
22.01,,,,,1,20,1,,"Appartement",,
36.93,,,,,1,26,2,,"Appartement",,
129.55,,,,,3,110,6,,"Appartement",,
32.18,,,,,1,31,2,,"Appartement",,
58,,,,,2,58,3,,"Appartement",,
47.31,,,,,1,43,3,,"Appartement",,
47,,,,,1,51,4,,"Appartement",,
83.8,,,,,3,79,3,,"Appartement",,
34.09,,,,,1,60,2,,"Appartement",,
53.48,,,,,1,67,3,,"Appartement",,
38.78,,,,,2,36,3,,"Appartement",,
18.71,,,,,1,22,1,,"Appartement",,
99.15,,,,,1,90,3,,"Appartement",,
30.05,,,,,1,32,2,,"Appartement",,
62,,,,,2,64,3,,"Appartement",,
45.01,,,,,1,59,2,,"Appartement",,
72.66,,,,,2,69,3,,"Appartement",,
22.67,,,,,1,22,1,,"Appartement",,
59.88,,,,,2,60,3,,"Appartement",,
35.27,,,,,2,37,2,,"Appartement",,
30.99,,,,,1,48,1,,"Appartement",,
24.84,,,,,1,24,1,,"Appartement",,
25.4,,,,,2,24,2,,"Appartement",,
59.73,,,,,2,60,2,,"Appartement",,
24.04,,,,,2,23,2,,"Appartement",,
51.07,,,,,1,54,3,,"Appartement",,
65.52,,,,,2,62,3,,"Appartement",,
28.29,,,,,1,28,1,,"Appartement",,
40.3,,,,,1,40,2,,"Appartement",,
35.82,,,,,2,32,3,,"Appartement",,
31.11,,,,,1,30,1,,"Appartement",,
59.71,,,,,1,60,3,,"Appartement",,
76.25,,,,,2,51,3,,"Appartement",,
164.35,,,,,1,95,3,,"Appartement",,
50.96,,,,,1,43,1,,"Appartement",,
39.6,,,,,1,40,3,,"Appartement",,
32.82,,,,,2,34,1,,"Appartement",,
28.88,,,,,2,38,2,,"Appartement",,
73.15,,,,,2,66,3,,"Appartement",,
34.54,,,,,2,34,2,,"Appartement",,
26.16,,,,,1,36,2,,"Appartement",,
33.63,,,,,1,34,2,,"Appartement",,
16.32,,,,,2,17,1,,"Appartement",,
71.07,,,,,2,72,3,,"Appartement",,
27.29,,,,,1,26,1,,"Appartement",,
35.7,,,,,1,40,2,,"Appartement",,
41.39,,,,,1,33,1,,"Appartement",,
33.86,,,,,2,32,3,,"Appartement",,
35.62,,,,,1,31,2,,"Appartement",,
50.35,,,,,1,42,2,,"Appartement",,
87.86,,,,,2,89,4,,"Appartement",,
74.39,,,,,1,70,3,,"Appartement",,
67.76,,,,,2,70,3,,"Appartement",,
15.29,,,,,1,21,1,,"Appartement",,
47.82,,,,,2,49,2,,"Appartement",,
51.73,,,,,1,48,3,,"Appartement",,
69.74,,,,,2,75,3,,"Appartement",,
12.5,,,,,1,18,1,,"Appartement",,
37.48,,,,,1,38,1,,"Appartement",,
77.05,,,,,2,74,3,,"Appartement",,
65,,,,,1,70,3,,"Appartement",,
7.71,,,,,1,6,1,,"Appartement",,
54.32,,,,,1,54,2,,"Appartement",,
40.14,,,,,1,40,3,,"Appartement",,
54.55,,,,,2,52,2,,"Appartement",,
36.95,,,,,2,42,2,,"Appartement",,
16.76,,,,,1,19,1,,"Appartement",,
73.34,,,,,2,71,3,,"Appartement",,
12.8,,,,,1,13,1,,"Appartement",,
58.78,,,,,1,60,2,,"Appartement",,
38.17,,,,,1,45,3,,"Appartement",,
31.95,,,,,2,32,2,,"Appartement",,
16.85,,,,,2,16,2,,"Appartement",,
46.74,,,,,1,50,2,,"Appartement",,
47.22,,,,,2,41,2,,"Appartement",,
26.01,,,,,2,27,2,,"Appartement",,
43.02,,,,,1,46,3,,"Appartement",,
78.27,,,,,1,67,3,,"Appartement",,
47.5,,,,,1,47,3,,"Appartement",,
16.76,,,,,1,18,1,,"Appartement",,
120.36,,,,,2,101,4,,"Appartement",,
11.15,,,,,1,12,1,,"Appartement",,
37.14,,,,,2,36,2,,"Appartement",,
24.47,,,,,2,25,1,,"Appartement",,
34.36,,,,,1,35,1,,"Appartement",,
13.42,,,,,1,15,1,,"Appartement",,
68.48,,,,,2,67,3,,"Appartement",,
93.24,,,,,2,90,4,,"Appartement",,
57.28,,,,,2,60,3,,"Appartement",,
62.11,,,,,2,62,2,,"Appartement",,
18.85,,,,,1,16,2,,"Appartement",,
11.12,,,,,1,15,1,,"Appartement",,
26.84,,,,,3,22,1,,"Appartement",,
98.05,,,,,1,136,5,,"Appartement",,
38.08,,,,,3,36,2,,"Appartement",,
41.06,,,,,1,41,1,,"Appartement",,
31.69,,,,,1,32,1,,"Appartement",,
17.66,,,,,1,17,1,,"Appartement",,
12.77,,,,,1,12,1,,"Appartement",,
55.63,,,,,2,62,3,,"Appartement",,
37.38,,,,,2,37,2,,"Appartement",,
39.1,,,,,1,30,2,,"Appartement",,
47.84,,,,,2,45,3,,"Appartement",,
31.03,,,,,1,31,1,,"Appartement",,
30.23,,,,,1,27,2,,"Appartement",,
60.01,,,,,2,57,3,,"Appartement",,
82.84,,,,,1,96,4,,"Appartement",,
23.95,,,,,2,23,1,,"Appartement",,
92.6,,,,,12,62,3,,"Appartement",,
10.8,,,,,1,12,1,,"Appartement",,
64.82,,,,,2,64,3,,"Appartement",,
32.82,,,,,1,32,1,,"Appartement",,
88.3,,,,,2,88,4,,"Appartement",,
99.96,,,,,3,97,6,,"Appartement",,
44.45,,,,,1,46,2,,"Appartement",,
19.45,,,,,1,17,1,,"Appartement",,
70.5,,,,,2,69,3,,"Appartement",,
43.94,,,,,2,45,2,,"Appartement",,
61.82,,,,,1,62,3,,"Appartement",,
32.7,,,,,1,31,2,,"Appartement",,
51.43,,,,,2,55,3,,"Appartement",,
39.04,,,,,2,37,2,,"Appartement",,
30.17,,,,,1,30,2,,"Appartement",,
102.36,,,,,1,95,4,,"Appartement",,
35.15,,,,,5,32,3,,"Appartement",,
60.15,,,,,2,60,3,,"Appartement",,
70.55,,,,,1,71,3,,"Appartement",,
51.76,,,,,2,53,3,,"Appartement",,
99.4,,,,,2,110,5,,"Appartement",,
50.38,,,,,2,53,2,,"Appartement",,
34.59,,,,,1,32,2,,"Appartement",,
15.24,,,,,1,15,1,,"Appartement",,
19.92,,,,,2,20,1,,"Appartement",,
27.26,,,,,2,28,1,,"Appartement",,
24.86,,,,,2,25,1,,"Appartement",,
94.68,,,,,1,93,3,,"Appartement",,
36.91,,,,,2,35,2,,"Appartement",,
22.77,,,,,2,26,1,,"Appartement",,
44.12,,,,,1,43,2,,"Appartement",,
115.05,,,,,2,116,5,,"Appartement",,
47.82,,,,,1,56,3,,"Appartement",,
15.45,,,,,1,10,1,,"Appartement",,
14.84,,,,,1,14,1,,"Appartement",,
26.27,,,,,2,26,2,,"Appartement",,
16.93,,,,,1,19,1,,"Appartement",,
15.09,,,,,1,20,1,,"Appartement",,
23.15,,,,,1,23,2,,"Appartement",,
35.5,,,,,1,33,2,,"Appartement",,
46.76,,,,,2,46,2,,"Appartement",,
58.6,,,,,2,56,2,,"Appartement",,
79.33,,,,,1,79,5,,"Appartement",,
114.9,,,,,2,116,5,,"Appartement",,
31.59,,,,,1,37,2,,"Appartement",,
30.15,,,,,1,30,1,,"Appartement",,
18.01,,,,,1,22,1,,"Appartement",,
54.29,,,,,2,56,3,,"Appartement",,
27.75,,,,,1,27,2,,"Appartement",,
53.47,,,,,2,55,1,,"Appartement",,
41.27,,,,,1,41,3,,"Appartement",,
24.42,,,,,2,25,1,,"Appartement",,
127.5,,,,,1,119,5,,"Appartement",,
41.52,,,,,1,45,2,,"Appartement",,
14.45,,,,,1,15,1,,"Appartement",,
23.37,,,,,1,24,1,,"Appartement",,
20.11,,,,,1,20,1,,"Appartement",,
137.37,,,,,2,130,5,,"Appartement",,
42.27,,,,,1,44,2,,"Appartement",,
36.69,,,,,1,36,2,,"Appartement",,
16.26,,,,,1,12,1,,"Appartement",,
15.48,,,,,1,16,1,,"Appartement",,
49.63,,,,,2,49,2,,"Appartement",,
40.33,,,,,1,40,2,,"Appartement",,
66.17,,,,,2,70,4,,"Appartement",,
13.75,,,,,1,15,1,,"Appartement",,
128.5,,,,,2,126,5,,"Appartement",,
43.13,,,,,1,44,2,,"Appartement",,
28.76,,,,,2,30,2,,"Appartement",,
44.37,,,,,1,44,2,,"Appartement",,
42.54,,,,,2,42,1,,"Appartement",,
53.78,,,,,1,56,2,,"Appartement",,
56.44,,,,,1,67,2,,"Appartement",,
60.51,,,,,2,56,3,,"Appartement",,
30.53,,,,,2,30,2,,"Appartement",,
42.01,,,,,2,42,2,,"Appartement",,
62.75,,,,,1,60,3,,"Appartement",,
43.55,,,,,1,44,1,,"Appartement",,
41.03,,,,,1,43,1,,"Appartement",,
57.74,,,,,1,60,2,,"Appartement",,
29.89,,,,,1,29,2,,"Appartement",,
117.07,,,,,2,115,5,,"Appartement",,
101.41,,,,,1,100,4,,"Appartement",,
68.9,,,,,1,71,4,,"Appartement",,
11.02,,,,,2,15,1,,"Appartement",,
23.73,,,,,1,25,2,,"Appartement",,
125.66,,,,,2,132,6,,"Appartement",,
30.46,,,,,1,30,1,,"Appartement",,
53.48,,,,,2,53,2,,"Appartement",,
13.51,,,,,3,19,1,,"Appartement",,
67.05,,,,,2,68,3,,"Appartement",,
21.27,,,,,1,21,2,,"Appartement",,
35.84,,,,,1,33,2,,"Appartement",,
36.41,,,,,2,24,2,,"Appartement",,
33.29,,,,,2,33,2,,"Appartement",,
105.03,,,,,3,110,4,,"Appartement",,
29.2,,,,,1,30,1,,"Appartement",,
43.01,,,,,2,45,2,,"Appartement",,
25.5,,,,,1,20,1,,"Appartement",,
52.02,,,,,2,48,3,,"Appartement",,
20.35,,,,,1,22,1,,"Appartement",,
55.36,,,,,1,59,3,,"Appartement",,
79.06,,,,,1,82,3,,"Appartement",,
47.83,,,,,2,48,2,,"Appartement",,
95.1,,,,,1,65,3,,"Appartement",,
100.08,,,,,2,100,4,,"Appartement",,
52.11,,,,,1,55,3,,"Appartement",,
18.34,,,,,2,19,1,,"Appartement",,
67.41,,,,,1,67,4,,"Appartement",,
23.4,,,,,3,24,2,,"Appartement",,
26.14,,,,,1,26,2,,"Appartement",,
62.32,,,,,2,62,2,,"Appartement",,
48.63,,,,,1,45,2,,"Appartement",,
44.48,,,,,1,48,3,,"Appartement",,
40.77,,,,,1,38,2,,"Appartement",,
52.5,,,,,1,56,3,,"Appartement",,
42.27,,,,,2,43,2,,"Appartement",,
57.2,,,,,2,57,3,,"Appartement",,
63.87,,,,,2,63,4,,"Appartement",,
43.29,,,,,2,47,3,,"Appartement",,
18.14,,,,,3,37,1,,"Appartement",,
47.82,,,,,1,45,3,,"Appartement",,
9.74,,,,,1,11,1,,"Appartement",,
68.77,,,,,1,68,3,,"Appartement",,
27.8,,,,,2,28,2,,"Appartement",,
55.03,,,,,2,69,2,,"Appartement",,
62.39,,,,,2,78,2,,"Appartement",,
39.36,,,,,1,37,2,,"Appartement",,
88.14,,,,,2,88,4,,"Appartement",,
81.5,,,,,2,80,3,,"Appartement",,
70.59,,,,,2,70,3,,"Appartement",,
40.55,,,,,2,40,2,,"Appartement",,
38.79,,,,,1,39,2,,"Appartement",,
98.5,,,,,2,98,4,,"Appartement",,
59.3,,,,,1,50,3,,"Appartement",,
29.45,,,,,1,30,2,,"Appartement",,
106.14,,,,,2,105,5,,"Appartement",,
64.57,,,,,2,73,3,,"Appartement",,
64.32,,,,,1,57,3,,"Appartement",,
50.3,,,,,1,48,3,,"Appartement",,
31.47,,,,,2,31,2,,"Appartement",,
46.93,,,,,1,45,3,,"Appartement",,
51.51,,,,,1,55,3,,"Appartement",,
26.63,,,,,2,30,2,,"Appartement",,
