product_id,price,onsale_web,stock_quantity,sku,total_sales,post_name
4705,31.6,1,12,14699,8.0,albert-mann-gewurztraminer-grand-cru-steingrubler-2016
4706,16.8,1,23,15349,32.0,albert-mann-muscat-2018
4707,22.8,1,13,15466,13.0,albert-mann-pinot-gris-cuvee-albert-2017
4708,32.6,1,15,14700,8.0,albert-mann-pinot-gris-grand-cru-furstentum-2016
4709,44.0,1,0,10775,0.0,albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011
4711,55.4,1,9,16119,1.0,albert-mann-riesling-grand-cru-schlossberg-2018
4712,15.8,1,0,15667,1.0,domaine-schoenheitz-cremant-dalsace-memoire-granit-extra-brut
4713,18.4,1,6,14746,12.0,domaine-schoenheitz-gewurztraminer-lisenberg-2015
4714,13.3,1,25,15361,3.0,domaine-schoenheitz-muscat-2017
4715,11.1,1,30,15196,0.0,domaine-schoenheitz-pinot-blanc-val-saint-gregoire-2017
4716,18.6,1,7,15657,0.0,domaine-schoenheitz-pinot-gris-herrenreben-2017
4717,23.4,1,0,15658,6.0,domaine-schoenheitz-pinot-noir-herrenreben-2017
4718,18.2,1,19,15670,0.0,domaine-schoenheitz-pinot-noir-val-saint-gregoire-2017
4719,12.5,1,29,16527,15.0,domaine-schoenheitz-pinot-noir-tradition-2019
4720,15.9,1,10,16513,15.0,domaine-schoenheitz-riesling-herrenreben-2018
4722,13.7,1,0,15880,1.0,francois-baur-pinot-gris-herrenweg-de-turckheim-2018
4723,29.0,1,5,15879,3.0,francois-baur-pinot-noir-sang-du-dragon-2017
4725,23.4,1,1,16010,0.0,francois-baur-riesling-grand-cru-brand-clos-de-la-treille-2017
4726,12.7,1,0,14950,4.0,francois-baur-pinot-noir-schlittweg-2017
4727,26.0,1,33,16540,2.0,paul-ginglinger-riesling-grand-cru-pfersigberg-2018
4728,29.5,1,20,15729,2.0,schoech-gewurztraminer-vt-2017
4729,8.6,1,151,38,38.0,emile-boeckel-cremant-brut-blanc-de-blancs
4730,14.3,1,6,5646,0.0,domaine-mure-cremant-dalsace-cuvee-prestige
4731,22.0,1,7,8344,18.0,domaine-mure-cremant-dalsace-rose
4733,16.8,1,13,15576,0.0,camin-larredya-jurancon-sec-la-part-davant-2018
4734,15.3,1,36,16138,1.0,camin-larredya-jurancon-moelleux-costat-darrer-2018
